Date,site_id,par,full_name,unit,value_min,value_max,value_mean
5/22/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
5/23/15,Storelva,rr,Dognnedbor v2.0,mm,1.2,2.3,1.6
5/24/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
5/25/15,Storelva,rr,Dognnedbor v2.0,mm,4,6.1,5.4
5/26/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.4,0.1
5/27/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
5/28/15,Storelva,rr,Dognnedbor v2.0,mm,0,4.1,1.9
5/29/15,Storelva,rr,Dognnedbor v2.0,mm,10,12,11.1
5/30/15,Storelva,rr,Dognnedbor v2.0,mm,7.3,13.3,9.3
5/31/15,Storelva,rr,Dognnedbor v2.0,mm,0.1,8.5,3.3
6/1/15,Storelva,rr,Dognnedbor v2.0,mm,6.1,8.9,7.2
6/2/15,Storelva,rr,Dognnedbor v2.0,mm,4,10,7.7
6/3/15,Storelva,rr,Dognnedbor v2.0,mm,15.8,31,26.1
6/4/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/5/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/6/15,Storelva,rr,Dognnedbor v2.0,mm,19.7,25.7,22.5
6/7/15,Storelva,rr,Dognnedbor v2.0,mm,0,8.3,1.2
6/8/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/9/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/10/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/11/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/12/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/13/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/14/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/15/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/16/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/17/15,Storelva,rr,Dognnedbor v2.0,mm,0,3.4,2.2
6/18/15,Storelva,rr,Dognnedbor v2.0,mm,11.2,15.4,13.1
6/19/15,Storelva,rr,Dognnedbor v2.0,mm,0,1.6,0.2
6/20/15,Storelva,rr,Dognnedbor v2.0,mm,0,14.7,4.7
6/21/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/22/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/23/15,Storelva,rr,Dognnedbor v2.0,mm,0,6.5,3.2
6/24/15,Storelva,rr,Dognnedbor v2.0,mm,0,1.9,0.1
6/25/15,Storelva,rr,Dognnedbor v2.0,mm,0,15.3,1.2
6/26/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/27/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/28/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
6/29/15,Storelva,rr,Dognnedbor v2.0,mm,0.3,1.9,1.2
6/30/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.4,0
7/1/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
7/2/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
7/3/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
7/4/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
7/5/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
7/6/15,Storelva,rr,Dognnedbor v2.0,mm,13.4,16.2,15.3
7/7/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
7/8/15,Storelva,rr,Dognnedbor v2.0,mm,3.7,7.8,6
7/9/15,Storelva,rr,Dognnedbor v2.0,mm,0.8,6.2,3.4
7/10/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.2,0
7/11/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
7/12/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.8,0.1
7/13/15,Storelva,rr,Dognnedbor v2.0,mm,0,2.3,0.8
7/14/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.4,0
7/15/15,Storelva,rr,Dognnedbor v2.0,mm,0,5.1,0.5
7/16/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
7/17/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
7/18/15,Storelva,rr,Dognnedbor v2.0,mm,1.6,3.8,2.8
7/19/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.9,0.2
7/20/15,Storelva,rr,Dognnedbor v2.0,mm,2.9,4.2,3.9
7/21/15,Storelva,rr,Dognnedbor v2.0,mm,0.9,3.6,1.5
7/22/15,Storelva,rr,Dognnedbor v2.0,mm,3.4,4.8,4.1
7/23/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
7/24/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
7/25/15,Storelva,rr,Dognnedbor v2.0,mm,0,4,1.8
7/26/15,Storelva,rr,Dognnedbor v2.0,mm,9.1,14.4,12.3
7/27/15,Storelva,rr,Dognnedbor v2.0,mm,0.3,3.8,1.9
7/28/15,Storelva,rr,Dognnedbor v2.0,mm,0.1,1.4,0.9
7/29/15,Storelva,rr,Dognnedbor v2.0,mm,9.8,22.7,17.9
7/30/15,Storelva,rr,Dognnedbor v2.0,mm,35,54.4,45.4
7/31/15,Storelva,rr,Dognnedbor v2.0,mm,0.1,4,1.1
8/1/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.1,0
8/2/15,Storelva,rr,Dognnedbor v2.0,mm,2.9,13.3,6.9
8/3/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.1,0
8/4/15,Storelva,rr,Dognnedbor v2.0,mm,0,6.6,3.1
8/5/15,Storelva,rr,Dognnedbor v2.0,mm,18,23.5,20.6
8/6/15,Storelva,rr,Dognnedbor v2.0,mm,1.5,2.4,1.9
8/7/15,Storelva,rr,Dognnedbor v2.0,mm,0,1.2,0.1
8/8/15,Storelva,rr,Dognnedbor v2.0,mm,0,1.9,0
8/9/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.1,0
8/10/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.2,0
8/11/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
8/12/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
8/13/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
8/14/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
8/15/15,Storelva,rr,Dognnedbor v2.0,mm,0,3.4,0.1
8/16/15,Storelva,rr,Dognnedbor v2.0,mm,28.1,34,30.8
8/17/15,Storelva,rr,Dognnedbor v2.0,mm,8.1,15.1,11.5
8/18/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
8/19/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
8/20/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
8/21/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
8/22/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
8/23/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
8/24/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.8,0
8/25/15,Storelva,rr,Dognnedbor v2.0,mm,46.1,69.1,55.9
8/26/15,Storelva,rr,Dognnedbor v2.0,mm,5.7,17.9,9.9
8/27/15,Storelva,rr,Dognnedbor v2.0,mm,37.5,49.8,43.4
8/28/15,Storelva,rr,Dognnedbor v2.0,mm,2.9,7.2,4.6
8/29/15,Storelva,rr,Dognnedbor v2.0,mm,0,6.5,2.1
8/30/15,Storelva,rr,Dognnedbor v2.0,mm,0,6.2,1.9
8/31/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.2,0.1
9/1/15,Storelva,rr,Dognnedbor v2.0,mm,0.8,4,1.7
9/2/15,Storelva,rr,Dognnedbor v2.0,mm,30.7,46.6,37.5
9/3/15,Storelva,rr,Dognnedbor v2.0,mm,33.9,50.4,43.5
9/4/15,Storelva,rr,Dognnedbor v2.0,mm,9.5,14.6,12.3
9/5/15,Storelva,rr,Dognnedbor v2.0,mm,0.4,1.5,1
9/6/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.1,0
9/7/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
9/8/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
9/9/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
9/10/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
9/11/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
9/12/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
9/13/15,Storelva,rr,Dognnedbor v2.0,mm,22.4,35,27.5
9/14/15,Storelva,rr,Dognnedbor v2.0,mm,52.8,74.7,66
9/15/15,Storelva,rr,Dognnedbor v2.0,mm,55.6,117.7,83.8
9/16/15,Storelva,rr,Dognnedbor v2.0,mm,8.1,21.7,15.4
9/17/15,Storelva,rr,Dognnedbor v2.0,mm,26.7,60.9,39.6
9/18/15,Storelva,rr,Dognnedbor v2.0,mm,23,41.5,29
9/19/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.2,0
9/20/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.1,0
9/21/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
9/22/15,Storelva,rr,Dognnedbor v2.0,mm,5.3,10.3,7.6
9/23/15,Storelva,rr,Dognnedbor v2.0,mm,15.6,48.4,28.3
9/24/15,Storelva,rr,Dognnedbor v2.0,mm,2.9,6.3,3.9
9/25/15,Storelva,rr,Dognnedbor v2.0,mm,8.1,17.3,13.5
9/26/15,Storelva,rr,Dognnedbor v2.0,mm,0,3.4,1.8
9/27/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
9/28/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
9/29/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
9/30/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/1/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/2/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/3/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/4/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/5/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/6/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/7/15,Storelva,rr,Dognnedbor v2.0,mm,0,4,1.8
10/8/15,Storelva,rr,Dognnedbor v2.0,mm,4.7,11.3,7
10/9/15,Storelva,rr,Dognnedbor v2.0,mm,3.3,5.9,4.1
10/10/15,Storelva,rr,Dognnedbor v2.0,mm,5.6,11.9,9.2
10/11/15,Storelva,rr,Dognnedbor v2.0,mm,0.2,1.1,0.6
10/12/15,Storelva,rr,Dognnedbor v2.0,mm,0.1,4.7,2.2
10/13/15,Storelva,rr,Dognnedbor v2.0,mm,0.6,5.2,2.4
10/14/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.2,0
10/15/15,Storelva,rr,Dognnedbor v2.0,mm,0,1.4,0
10/16/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/17/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/18/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/19/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.1,0
10/20/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/21/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/22/15,Storelva,rr,Dognnedbor v2.0,mm,2.7,5.1,4
10/23/15,Storelva,rr,Dognnedbor v2.0,mm,0,3.5,1.1
10/24/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/25/15,Storelva,rr,Dognnedbor v2.0,mm,0.4,2.9,1.6
10/26/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/27/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/28/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.2,0
10/29/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
10/30/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.6,0
10/31/15,Storelva,rr,Dognnedbor v2.0,mm,0,3,1.8
11/1/15,Storelva,rr,Dognnedbor v2.0,mm,0,3.3,0.9
11/2/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.2,0
11/3/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
11/4/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.6,0
11/5/15,Storelva,rr,Dognnedbor v2.0,mm,0,1,0.3
11/6/15,Storelva,rr,Dognnedbor v2.0,mm,4.5,7,5.7
11/7/15,Storelva,rr,Dognnedbor v2.0,mm,12.7,22.2,19.1
11/8/15,Storelva,rr,Dognnedbor v2.0,mm,13.6,17.4,16.2
11/9/15,Storelva,rr,Dognnedbor v2.0,mm,10.9,15.4,13.3
11/10/15,Storelva,rr,Dognnedbor v2.0,mm,0.1,4.4,1.4
11/11/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
11/12/15,Storelva,rr,Dognnedbor v2.0,mm,0,2.8,1.3
11/13/15,Storelva,rr,Dognnedbor v2.0,mm,7.9,10.7,8.8
11/14/15,Storelva,rr,Dognnedbor v2.0,mm,0,4,2
11/15/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
11/16/15,Storelva,rr,Dognnedbor v2.0,mm,1.7,7.5,4
11/17/15,Storelva,rr,Dognnedbor v2.0,mm,6.2,10.1,8.4
11/18/15,Storelva,rr,Dognnedbor v2.0,mm,0,4.3,1
11/19/15,Storelva,rr,Dognnedbor v2.0,mm,9.7,18.7,12.7
11/20/15,Storelva,rr,Dognnedbor v2.0,mm,0,3.2,1.6
11/21/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
11/22/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
11/23/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
11/24/15,Storelva,rr,Dognnedbor v2.0,mm,0.5,2.2,1.8
11/25/15,Storelva,rr,Dognnedbor v2.0,mm,0.4,1.3,0.8
11/26/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
11/27/15,Storelva,rr,Dognnedbor v2.0,mm,0,6.4,0.4
11/28/15,Storelva,rr,Dognnedbor v2.0,mm,1.1,5.1,2.6
11/29/15,Storelva,rr,Dognnedbor v2.0,mm,8.3,13.3,10.9
11/30/15,Storelva,rr,Dognnedbor v2.0,mm,0,1.2,0.3
12/1/15,Storelva,rr,Dognnedbor v2.0,mm,0,0.1,0
12/2/15,Storelva,rr,Dognnedbor v2.0,mm,0.2,2.2,0.7
12/3/15,Storelva,rr,Dognnedbor v2.0,mm,0.6,2.5,1.6
12/4/15,Storelva,rr,Dognnedbor v2.0,mm,26.8,32,28.6
12/5/15,Storelva,rr,Dognnedbor v2.0,mm,1.4,4.8,2.9
12/6/15,Storelva,rr,Dognnedbor v2.0,mm,0.5,5.6,2.4
12/7/15,Storelva,rr,Dognnedbor v2.0,mm,1.9,3.5,2.8
12/8/15,Storelva,rr,Dognnedbor v2.0,mm,0.8,2.8,1.4
12/9/15,Storelva,rr,Dognnedbor v2.0,mm,5.8,7.6,6.5
12/10/15,Storelva,rr,Dognnedbor v2.0,mm,0.9,3.4,1.7
12/11/15,Storelva,rr,Dognnedbor v2.0,mm,1.3,4.3,2.7
12/12/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
12/13/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
12/14/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
12/15/15,Storelva,rr,Dognnedbor v2.0,mm,0,1.8,0.5
12/16/15,Storelva,rr,Dognnedbor v2.0,mm,0.1,0.8,0.4
12/17/15,Storelva,rr,Dognnedbor v2.0,mm,3.8,6.9,5.8
12/18/15,Storelva,rr,Dognnedbor v2.0,mm,0.3,2.1,0.8
12/19/15,Storelva,rr,Dognnedbor v2.0,mm,0,3.5,0
12/20/15,Storelva,rr,Dognnedbor v2.0,mm,2,4,2.9
12/21/15,Storelva,rr,Dognnedbor v2.0,mm,0,0,0
12/22/15,Storelva,rr,Dognnedbor v2.0,mm,0.1,1,0.3
12/23/15,Storelva,rr,Dognnedbor v2.0,mm,2.9,3.5,3.1
12/24/15,Storelva,rr,Dognnedbor v2.0,mm,1.2,6.3,3.4
12/25/15,Storelva,rr,Dognnedbor v2.0,mm,16.9,27.2,22.4
12/26/15,Storelva,rr,Dognnedbor v2.0,mm,3.4,9.9,6.7
12/27/15,Storelva,rr,Dognnedbor v2.0,mm,9,19.3,12.8
12/28/15,Storelva,rr,Dognnedbor v2.0,mm,0.8,3.7,2.7
12/29/15,Storelva,rr,Dognnedbor v2.0,mm,5.2,9.4,7.2
12/30/15,Storelva,rr,Dognnedbor v2.0,mm,10.5,31.7,19.2
12/31/15,Storelva,rr,Dognnedbor v2.0,mm,0.4,4.7,2.8
1/1/16,Storelva,rr,Dognnedbor v2.0,mm,10.9,13,12.3
1/2/16,Storelva,rr,Dognnedbor v2.0,mm,4.8,15.1,10.7
