station_name,datetime,FDOM_QSU,Conductivity_mS_m,pH,Temp_C,Turbidity_NTU
Malselva - loggestasjon,2018-01-13T14:00:00Z,10.6,4.546,7.447,0.005,NA
Malselva - loggestasjon,2018-01-13T15:00:00Z,10.6,4.524,7.437,0.003,NA
Malselva - loggestasjon,2018-01-13T16:00:00Z,10.45,4.548,7.446,0.005,NA
Malselva - loggestasjon,2018-01-13T17:00:00Z,10.55,4.532,7.437,0.006,NA
Malselva - loggestasjon,2018-01-13T18:00:00Z,10.5,4.52,7.444,0.006,NA
Malselva - loggestasjon,2018-01-13T19:00:00Z,10.6,4.517,7.441,0.007,NA
Malselva - loggestasjon,2018-01-13T20:00:00Z,10.6,4.533,7.445,0.005,NA
Malselva - loggestasjon,2018-01-13T21:00:00Z,10.65,4.524,7.44,0.005,NA
Malselva - loggestasjon,2018-01-13T22:00:00Z,10.7,4.539,7.442,0.001,NA
Malselva - loggestasjon,2018-01-13T23:00:00Z,10.55,4.526,7.445,0.004,NA
Malselva - loggestasjon,2018-01-14T00:00:00Z,10.5,4.537,7.447,0.004,NA
Malselva - loggestasjon,2018-01-14T01:00:00Z,10.45,4.529,7.445,0.004,NA
Malselva - loggestasjon,2018-01-14T02:00:00Z,10.5,4.548,7.442,0.006,NA
Malselva - loggestasjon,2018-01-14T03:00:00Z,10.35,4.532,7.445,0.003,NA
Malselva - loggestasjon,2018-01-14T04:00:00Z,10.4,4.535,7.447,0.003,NA
Malselva - loggestasjon,2018-01-14T05:00:00Z,10.5,4.546,7.444,0.007,NA
Malselva - loggestasjon,2018-01-14T06:00:00Z,10.65,4.553,7.443,0.009,NA
Malselva - loggestasjon,2018-01-14T07:00:00Z,10.55,4.543,7.447,0.003,NA
Malselva - loggestasjon,2018-01-14T08:00:00Z,10.5,4.515,7.445,0.001,NA
Malselva - loggestasjon,2018-01-14T09:00:00Z,10.55,4.537,7.45,0.003,NA
Malselva - loggestasjon,2018-01-14T10:00:00Z,10.55,4.51,7.446,0.006,NA
Malselva - loggestasjon,2018-01-14T11:00:00Z,10.5,4.505,7.44,0.004,NA
Malselva - loggestasjon,2018-01-14T12:00:00Z,10.35,4.515,7.439,0.001,NA
Malselva - loggestasjon,2018-01-14T13:00:00Z,10.4,4.522,7.444,0.001,NA
Malselva - loggestasjon,2018-01-14T14:00:00Z,10.7,4.509,7.438,0.001,NA
Malselva - loggestasjon,2018-01-14T15:00:00Z,10.5,4.507,7.443,0.004,NA
Malselva - loggestasjon,2018-01-14T16:00:00Z,10.65,4.517,7.443,0.003,NA
Malselva - loggestasjon,2018-01-14T17:00:00Z,10.65,4.517,7.44,0.005,NA
Malselva - loggestasjon,2018-01-14T18:00:00Z,10.65,4.52,7.438,0.005,NA
Malselva - loggestasjon,2018-01-14T19:00:00Z,10.26,4.516,7.438,0.002,NA
Malselva - loggestasjon,2018-01-14T20:00:00Z,10.6,4.528,7.432,0.005,NA
Malselva - loggestasjon,2018-01-14T21:00:00Z,10.55,4.516,7.436,0.004,NA
Malselva - loggestasjon,2018-01-14T22:00:00Z,10.35,4.537,7.431,0.003,NA
Malselva - loggestasjon,2018-01-14T23:00:00Z,10.5,4.524,7.433,0.011,NA
Malselva - loggestasjon,2018-01-15T00:00:00Z,10.65,4.532,7.424,0.002,NA
Malselva - loggestasjon,2018-01-15T01:00:00Z,10.45,4.551,7.43,0.006,NA
Malselva - loggestasjon,2018-01-15T02:00:00Z,10.45,4.55,7.425,0.006,NA
Malselva - loggestasjon,2018-01-15T03:00:00Z,10.79,4.552,7.426,0.002,NA
Malselva - loggestasjon,2018-01-15T04:00:00Z,10.4,4.556,7.406,0.006,NA
Malselva - loggestasjon,2018-01-15T05:00:00Z,10.55,4.548,7.423,0.008,NA
Malselva - loggestasjon,2018-01-15T06:00:00Z,10.55,4.561,7.404,0.007,NA
Malselva - loggestasjon,2018-01-15T07:00:00Z,10.65,4.576,7.411,0.002,NA
Malselva - loggestasjon,2018-01-15T08:00:00Z,10.55,4.591,7.422,0.015,NA
Malselva - loggestasjon,2018-01-15T09:00:00Z,10.4,4.625,7.416,0.004,NA
Malselva - loggestasjon,2018-01-15T10:00:00Z,10.55,4.654,7.425,0.003,NA
Malselva - loggestasjon,2018-01-15T11:00:00Z,10.65,4.663,7.42,0.004,NA
Malselva - loggestasjon,2018-01-15T12:00:00Z,10.6,4.688,7.423,0.005,NA
Malselva - loggestasjon,2018-01-15T13:00:00Z,10.74,4.685,7.425,0.008,NA
Malselva - loggestasjon,2018-01-15T14:00:00Z,10.35,4.714,7.421,0.005,NA
Malselva - loggestasjon,2018-01-15T15:00:00Z,10.45,4.746,7.425,0.004,NA
Malselva - loggestasjon,2018-01-15T16:00:00Z,10.55,4.791,7.429,0.005,NA
Malselva - loggestasjon,2018-01-15T17:00:00Z,10.65,4.792,7.424,0.003,NA
Malselva - loggestasjon,2018-01-15T18:00:00Z,10.5,4.765,7.422,0.004,NA
Malselva - loggestasjon,2018-01-15T19:00:00Z,10.6,4.733,7.424,0.003,NA
Malselva - loggestasjon,2018-01-15T20:00:00Z,10.5,4.697,7.422,0.004,NA
Malselva - loggestasjon,2018-01-15T21:00:00Z,10.35,4.696,7.418,0.001,NA
Malselva - loggestasjon,2018-01-15T22:00:00Z,10.5,4.683,7.421,0.005,NA
Malselva - loggestasjon,2018-01-15T23:00:00Z,10.6,4.673,7.42,0.002,NA
Malselva - loggestasjon,2018-01-16T00:00:00Z,10.4,4.685,7.421,0.002,NA
Malselva - loggestasjon,2018-01-16T01:00:00Z,10.55,4.693,7.425,0.002,NA
Malselva - loggestasjon,2018-01-16T02:00:00Z,10.55,4.709,7.422,0.004,NA
Malselva - loggestasjon,2018-01-16T03:00:00Z,10.65,4.734,7.428,0.005,NA
Malselva - loggestasjon,2018-01-16T04:00:00Z,10.7,4.752,7.413,0.005,NA
Malselva - loggestasjon,2018-01-16T05:00:00Z,10.4,4.765,7.428,0.008,NA
Malselva - loggestasjon,2018-01-16T06:00:00Z,10.74,4.779,7.43,0.009,NA
Malselva - loggestasjon,2018-01-16T07:00:00Z,10.55,4.775,7.418,0.007,NA
Malselva - loggestasjon,2018-01-16T08:00:00Z,10.6,4.777,7.417,0.002,NA
Malselva - loggestasjon,2018-01-16T09:00:00Z,10.79,4.784,7.414,0.005,NA
Malselva - loggestasjon,2018-01-16T10:00:00Z,10.55,4.78,7.418,0.005,NA
Malselva - loggestasjon,2018-01-16T11:00:00Z,10.6,4.776,7.416,0.003,NA
Malselva - loggestasjon,2018-01-16T12:00:00Z,10.65,4.795,7.408,0.001,NA
Malselva - loggestasjon,2018-01-16T13:00:00Z,10.84,4.82,7.41,0.005,NA
Malselva - loggestasjon,2018-01-16T14:00:00Z,10.7,4.875,7.409,0.009,NA
Malselva - loggestasjon,2018-01-16T15:00:00Z,10.84,4.924,7.421,0.002,NA
Malselva - loggestasjon,2018-01-16T16:00:00Z,10.74,4.964,7.428,0.004,NA
Malselva - loggestasjon,2018-01-16T17:00:00Z,10.79,4.994,7.426,0.006,NA
Malselva - loggestasjon,2018-01-16T18:00:00Z,10.74,4.99,7.429,0.007,NA
Malselva - loggestasjon,2018-01-16T19:00:00Z,10.89,4.961,7.425,0.005,NA
Malselva - loggestasjon,2018-01-16T20:00:00Z,10.5,4.937,7.426,0.004,NA
Malselva - loggestasjon,2018-01-16T21:00:00Z,10.74,4.911,7.424,0.004,NA
Malselva - loggestasjon,2018-01-16T22:00:00Z,10.6,4.888,7.435,0.003,NA
Malselva - loggestasjon,2018-01-16T23:00:00Z,10.7,4.893,7.443,0.004,NA
Malselva - loggestasjon,2018-01-17T00:00:00Z,10.5,4.894,7.452,0.004,NA
Malselva - loggestasjon,2018-01-17T01:00:00Z,10.55,4.88,7.46,0.004,NA
Malselva - loggestasjon,2018-01-17T02:00:00Z,10.55,4.896,7.462,0.005,NA
Malselva - loggestasjon,2018-01-17T03:00:00Z,10.5,4.883,7.472,0.002,NA
Malselva - loggestasjon,2018-01-17T04:00:00Z,10.55,4.893,7.477,0.006,NA
Malselva - loggestasjon,2018-01-17T05:00:00Z,10.5,4.904,7.477,0.003,NA
Malselva - loggestasjon,2018-01-17T06:00:00Z,10.65,4.905,7.476,0.003,NA
Malselva - loggestasjon,2018-01-17T07:00:00Z,10.6,4.919,7.491,0.005,NA
Malselva - loggestasjon,2018-01-17T08:00:00Z,10.45,4.912,7.498,0.005,NA
Malselva - loggestasjon,2018-01-17T09:00:00Z,10.65,4.92,7.503,0.005,NA
Malselva - loggestasjon,2018-01-17T10:00:00Z,10.6,4.925,7.508,0.003,NA
Malselva - loggestasjon,2018-01-17T11:00:00Z,10.4,4.936,7.51,0.003,NA
Malselva - loggestasjon,2018-01-17T12:00:00Z,10.6,4.971,7.515,0.002,NA
Malselva - loggestasjon,2018-01-17T13:00:00Z,10.45,5.01,7.519,0.002,NA
Malselva - loggestasjon,2018-01-17T14:00:00Z,10.5,5.022,7.503,0.003,NA
Malselva - loggestasjon,2018-01-17T15:00:00Z,10.45,5.012,7.524,0.005,NA
Malselva - loggestasjon,2018-01-17T16:00:00Z,10.55,5.003,7.525,0.007,NA
Malselva - loggestasjon,2018-01-17T17:00:00Z,10.5,4.977,7.532,0.003,NA
Malselva - loggestasjon,2018-01-17T18:00:00Z,10.5,4.938,7.529,0.002,NA
Malselva - loggestasjon,2018-01-17T19:00:00Z,10.5,4.922,7.53,0.001,NA
Malselva - loggestasjon,2018-01-17T20:00:00Z,10.5,4.86,7.529,0.004,NA
Malselva - loggestasjon,2018-01-17T21:00:00Z,10.5,4.851,7.526,0.005,NA
Malselva - loggestasjon,2018-01-17T22:00:00Z,10.55,4.812,7.532,0.003,NA
Malselva - loggestasjon,2018-01-17T23:00:00Z,10.31,4.824,7.527,0.006,NA
Malselva - loggestasjon,2018-01-18T00:00:00Z,10.65,4.77,7.528,0.007,NA
Malselva - loggestasjon,2018-01-18T01:00:00Z,10.65,4.773,7.524,0.005,NA
Malselva - loggestasjon,2018-01-18T02:00:00Z,10.45,4.735,7.523,0.003,NA
Malselva - loggestasjon,2018-01-18T03:00:00Z,10.35,4.732,7.518,0.003,NA
Malselva - loggestasjon,2018-01-18T04:00:00Z,10.45,4.728,7.521,0.005,NA
Malselva - loggestasjon,2018-01-18T05:00:00Z,10.45,4.742,7.507,0.007,NA
Malselva - loggestasjon,2018-01-18T06:00:00Z,10.4,4.722,7.509,0.006,NA
Malselva - loggestasjon,2018-01-18T07:00:00Z,10.55,4.726,7.517,0.006,NA
Malselva - loggestasjon,2018-01-18T08:00:00Z,10.5,4.722,7.507,0.008,NA
Malselva - loggestasjon,2018-01-18T09:00:00Z,10.35,4.74,7.51,0.004,NA
Malselva - loggestasjon,2018-01-18T10:00:00Z,10.55,4.73,7.509,0.004,NA
Malselva - loggestasjon,2018-01-18T11:00:00Z,10.4,4.719,7.506,0.002,NA
Malselva - loggestasjon,2018-01-18T12:00:00Z,10.16,4.715,7.506,0.006,NA
Malselva - loggestasjon,2018-01-18T13:00:00Z,10.5,4.689,7.49,0.006,NA
Malselva - loggestasjon,2018-01-18T14:00:00Z,10.65,4.699,7.49,0.007,NA
Malselva - loggestasjon,2018-01-18T15:00:00Z,10.65,4.681,7.507,0.007,NA
Malselva - loggestasjon,2018-01-18T16:00:00Z,10.7,4.68,7.507,0.003,NA
Malselva - loggestasjon,2018-01-18T17:00:00Z,10.65,4.642,7.501,0.006,NA
Malselva - loggestasjon,2018-01-18T18:00:00Z,10.5,4.635,7.508,0.007,NA
Malselva - loggestasjon,2018-01-18T19:00:00Z,10.6,4.616,7.507,0.005,NA
Malselva - loggestasjon,2018-01-18T20:00:00Z,10.6,4.611,7.502,0.001,NA
Malselva - loggestasjon,2018-01-18T21:00:00Z,10.65,4.565,7.495,0.004,NA
Malselva - loggestasjon,2018-01-18T22:00:00Z,10.7,4.545,7.493,0.008,NA
Malselva - loggestasjon,2018-01-18T23:00:00Z,10.4,4.537,7.48,0.004,NA
Malselva - loggestasjon,2018-01-19T00:00:00Z,10.6,4.517,7.496,0.006,NA
Malselva - loggestasjon,2018-01-19T01:00:00Z,10.65,4.505,7.492,0.012,NA
Malselva - loggestasjon,2018-01-19T02:00:00Z,10.55,4.477,7.489,0.002,NA
Malselva - loggestasjon,2018-01-19T03:00:00Z,10.6,4.537,7.489,0.003,NA
Malselva - loggestasjon,2018-01-19T04:00:00Z,10.55,4.474,7.483,0.002,NA
Malselva - loggestasjon,2018-01-19T05:00:00Z,10.55,4.489,7.484,0.002,NA
Malselva - loggestasjon,2018-01-19T06:00:00Z,10.65,4.492,7.48,0.001,NA
Malselva - loggestasjon,2018-01-19T07:00:00Z,10.7,4.526,7.474,0.005,NA
Malselva - loggestasjon,2018-01-19T08:00:00Z,10.6,4.529,7.479,0.003,NA
Malselva - loggestasjon,2018-01-19T09:00:00Z,10.45,4.541,7.467,0.007,NA
Malselva - loggestasjon,2018-01-19T10:00:00Z,10.55,4.542,7.48,0.003,NA
Malselva - loggestasjon,2018-01-19T11:00:00Z,10.55,4.553,7.467,0.007,NA
Malselva - loggestasjon,2018-01-19T12:00:00Z,10.55,4.554,7.477,0.002,NA
Malselva - loggestasjon,2018-01-19T13:00:00Z,10.4,4.532,7.472,0.003,NA
Malselva - loggestasjon,2018-01-19T14:00:00Z,10.4,4.514,7.472,0.006,NA
Malselva - loggestasjon,2018-01-19T15:00:00Z,10.4,4.506,7.467,0.008,NA
Malselva - loggestasjon,2018-01-19T16:00:00Z,10.65,4.495,7.467,0.006,NA
Malselva - loggestasjon,2018-01-19T17:00:00Z,10.35,4.434,7.475,0,NA
Malselva - loggestasjon,2018-01-19T18:00:00Z,10.65,4.385,7.472,0.003,NA
Malselva - loggestasjon,2018-01-19T19:00:00Z,10.45,4.367,7.464,0.006,NA
Malselva - loggestasjon,2018-01-19T20:00:00Z,10.45,4.323,7.461,0.004,NA
Malselva - loggestasjon,2018-01-19T21:00:00Z,10.5,4.297,7.454,0.001,NA
Malselva - loggestasjon,2018-01-19T22:00:00Z,10.6,4.272,7.456,0.005,NA
Malselva - loggestasjon,2018-01-19T23:00:00Z,10.45,4.274,7.457,0.002,NA
Malselva - loggestasjon,2018-01-20T00:00:00Z,10.4,4.299,7.454,0.002,NA
Malselva - loggestasjon,2018-01-20T01:00:00Z,10.45,4.33,7.455,0.002,NA
Malselva - loggestasjon,2018-01-20T02:00:00Z,10.5,4.377,7.451,0.006,NA
Malselva - loggestasjon,2018-01-20T03:00:00Z,10.45,4.411,7.455,0.006,NA
Malselva - loggestasjon,2018-01-20T04:00:00Z,10.45,4.455,7.46,0.007,NA
Malselva - loggestasjon,2018-01-20T05:00:00Z,10.74,4.465,7.453,0.004,NA
Malselva - loggestasjon,2018-01-20T06:00:00Z,10.16,4.481,7.449,0.006,NA
Malselva - loggestasjon,2018-01-20T07:00:00Z,10.5,4.487,7.453,0.005,NA
Malselva - loggestasjon,2018-01-20T08:00:00Z,10.65,4.493,7.451,0.007,NA
Malselva - loggestasjon,2018-01-20T09:00:00Z,10.65,4.501,7.45,0.002,NA
Malselva - loggestasjon,2018-01-20T10:00:00Z,10.6,4.486,7.447,0.001,NA
Malselva - loggestasjon,2018-01-20T11:00:00Z,10.35,4.496,7.445,0.004,NA
Malselva - loggestasjon,2018-01-20T12:00:00Z,10.6,4.492,7.442,0.004,NA
Malselva - loggestasjon,2018-01-20T13:00:00Z,10.26,4.489,7.44,0.004,NA
Malselva - loggestasjon,2018-01-20T14:00:00Z,10.6,4.485,7.444,0.003,NA
Malselva - loggestasjon,2018-01-20T15:00:00Z,10.6,4.49,7.444,0.004,NA
Malselva - loggestasjon,2018-01-20T16:00:00Z,10.35,4.489,7.44,0.005,NA
Malselva - loggestasjon,2018-01-20T17:00:00Z,10.7,4.481,7.436,0.004,NA
Malselva - loggestasjon,2018-01-20T18:00:00Z,10.4,4.479,7.435,0.007,NA
Malselva - loggestasjon,2018-01-20T19:00:00Z,10.5,4.481,7.432,0.004,NA
Malselva - loggestasjon,2018-01-20T20:00:00Z,10.74,4.515,7.434,0.002,NA
Malselva - loggestasjon,2018-01-20T21:00:00Z,10.45,4.509,7.428,0.004,NA
Malselva - loggestasjon,2018-01-20T22:00:00Z,10.55,4.558,7.429,0.008,NA
Malselva - loggestasjon,2018-01-20T23:00:00Z,10.55,4.546,7.427,0.005,NA
Malselva - loggestasjon,2018-01-21T00:00:00Z,10.45,4.589,7.424,0.002,NA
Malselva - loggestasjon,2018-01-21T01:00:00Z,10.5,4.531,7.422,0.005,NA
Malselva - loggestasjon,2018-01-21T02:00:00Z,10.35,4.464,7.42,0.004,NA
Malselva - loggestasjon,2018-01-21T03:00:00Z,10.45,4.565,7.422,0.003,NA
Malselva - loggestasjon,2018-01-21T04:00:00Z,10.45,4.55,7.422,0.006,NA
Malselva - loggestasjon,2018-01-21T05:00:00Z,10.55,4.57,7.415,0.006,NA
Malselva - loggestasjon,2018-01-21T06:00:00Z,10.45,4.52,7.418,0.002,NA
Malselva - loggestasjon,2018-01-21T07:00:00Z,10.35,4.582,7.414,0.008,NA
Malselva - loggestasjon,2018-01-21T08:00:00Z,10.45,4.594,7.413,0.003,NA
Malselva - loggestasjon,2018-01-21T09:00:00Z,10.21,4.57,7.416,0.001,NA
Malselva - loggestasjon,2018-01-21T10:00:00Z,10.35,4.573,7.421,0.004,NA
Malselva - loggestasjon,2018-01-21T11:00:00Z,10.45,4.553,7.419,0.003,NA
Malselva - loggestasjon,2018-01-21T12:00:00Z,10.4,4.558,7.415,0.004,NA
Malselva - loggestasjon,2018-01-21T13:00:00Z,10.31,4.585,7.407,0.004,NA
Malselva - loggestasjon,2018-01-21T14:00:00Z,10.35,4.577,7.404,0.007,NA
Malselva - loggestasjon,2018-01-21T15:00:00Z,10.4,4.574,7.415,0.004,NA
Malselva - loggestasjon,2018-01-21T16:00:00Z,10.45,4.556,7.412,0.003,NA
Malselva - loggestasjon,2018-01-21T17:00:00Z,10.45,4.527,7.414,0.005,NA
Malselva - loggestasjon,2018-01-21T18:00:00Z,10.26,4.551,7.413,0.001,NA
Malselva - loggestasjon,2018-01-21T19:00:00Z,10.45,4.547,7.404,0.002,NA
Malselva - loggestasjon,2018-01-21T20:00:00Z,10.35,4.53,7.409,0.007,NA
Malselva - loggestasjon,2018-01-21T21:00:00Z,10.31,4.509,7.412,0.004,NA
Malselva - loggestasjon,2018-01-21T22:00:00Z,10.21,4.483,7.41,0.005,NA
Malselva - loggestasjon,2018-01-21T23:00:00Z,10.26,4.497,7.405,0.007,NA
Malselva - loggestasjon,2018-01-22T00:00:00Z,10.4,4.524,7.416,0,NA
Malselva - loggestasjon,2018-01-22T01:00:00Z,10.26,4.514,7.411,0.004,NA
Malselva - loggestasjon,2018-01-22T02:00:00Z,10.45,4.506,7.408,0.003,NA
Malselva - loggestasjon,2018-01-22T03:00:00Z,10.45,4.529,7.39,0.006,NA
Malselva - loggestasjon,2018-01-22T04:00:00Z,10.26,4.529,7.404,0.004,NA
Malselva - loggestasjon,2018-01-22T05:00:00Z,10.55,4.531,7.397,0.001,NA
Malselva - loggestasjon,2018-01-22T06:00:00Z,10.4,4.529,7.402,0.007,NA
Malselva - loggestasjon,2018-01-22T07:00:00Z,10.35,4.487,7.39,0.004,NA
Malselva - loggestasjon,2018-01-22T08:00:00Z,10.31,4.484,7.399,0.001,NA
Malselva - loggestasjon,2018-01-22T09:00:00Z,10.06,4.455,7.387,0.004,NA
Malselva - loggestasjon,2018-01-22T10:00:00Z,10.35,4.472,7.395,0.004,NA
Malselva - loggestasjon,2018-01-22T11:00:00Z,10.01,4.461,7.391,0.002,NA
Malselva - loggestasjon,2018-01-22T12:00:00Z,10.26,4.477,7.393,0.006,NA
Malselva - loggestasjon,2018-01-22T13:00:00Z,10.16,4.48,7.384,0.004,NA
Malselva - loggestasjon,2018-01-22T14:00:00Z,10.21,4.478,7.387,0.007,NA
Malselva - loggestasjon,2018-01-22T15:00:00Z,10.21,4.485,7.389,0.003,NA
Malselva - loggestasjon,2018-01-22T16:00:00Z,10.4,4.494,7.382,0.004,NA
Malselva - loggestasjon,2018-01-22T17:00:00Z,10.16,4.475,7.39,0.004,NA
Malselva - loggestasjon,2018-01-22T18:00:00Z,10.21,4.534,7.384,0.007,NA
Malselva - loggestasjon,2018-01-22T19:00:00Z,10.11,4.565,7.379,0.002,NA
Malselva - loggestasjon,2018-01-22T20:00:00Z,10.31,4.451,7.381,0.005,NA
Malselva - loggestasjon,2018-01-22T21:00:00Z,10.26,4.503,7.382,0.007,NA
Malselva - loggestasjon,2018-01-22T22:00:00Z,10.31,4.485,7.387,0.001,NA
Malselva - loggestasjon,2018-01-22T23:00:00Z,10.26,4.5,7.381,0.008,NA
Malselva - loggestasjon,2018-01-23T00:00:00Z,10.26,4.445,7.387,0.004,NA
Malselva - loggestasjon,2018-01-23T01:00:00Z,10.4,4.493,7.381,0.008,NA
Malselva - loggestasjon,2018-01-23T02:00:00Z,10.26,4.483,7.383,0.004,NA
Malselva - loggestasjon,2018-01-23T03:00:00Z,10.16,4.529,7.386,0.004,NA
Malselva - loggestasjon,2018-01-23T04:00:00Z,10.16,4.527,7.387,0.004,NA
Malselva - loggestasjon,2018-01-23T05:00:00Z,10.31,4.514,7.386,0.006,NA
Malselva - loggestasjon,2018-01-23T06:00:00Z,10.31,4.549,7.375,0.006,NA
Malselva - loggestasjon,2018-01-23T07:00:00Z,10.21,4.585,7.386,0.009,NA
Malselva - loggestasjon,2018-01-23T08:00:00Z,10.35,4.537,7.386,0.005,NA
Malselva - loggestasjon,2018-01-23T09:00:00Z,10.31,4.551,7.378,0.004,NA
Malselva - loggestasjon,2018-01-23T10:00:00Z,10.31,4.553,7.383,0.006,NA
Malselva - loggestasjon,2018-01-23T11:00:00Z,10.21,4.567,7.38,0.004,NA
Malselva - loggestasjon,2018-01-23T12:00:00Z,10.31,4.555,7.382,0.002,NA
Malselva - loggestasjon,2018-01-23T13:00:00Z,10.26,4.594,7.381,0.004,NA
Malselva - loggestasjon,2018-01-23T14:00:00Z,10.26,4.635,7.378,0.003,NA
Malselva - loggestasjon,2018-01-23T15:00:00Z,10.35,4.686,7.389,0.004,NA
Malselva - loggestasjon,2018-01-23T16:00:00Z,10.06,4.725,7.393,0.004,NA
Malselva - loggestasjon,2018-01-23T17:00:00Z,10.11,4.701,7.396,0.005,NA
Malselva - loggestasjon,2018-01-23T18:00:00Z,9.96,4.629,7.395,0.004,NA
Malselva - loggestasjon,2018-01-23T19:00:00Z,9.96,4.541,7.392,0.009,NA
Malselva - loggestasjon,2018-01-23T20:00:00Z,9.91,4.492,7.379,0.006,NA
Malselva - loggestasjon,2018-01-23T21:00:00Z,9.87,4.408,7.385,0.007,NA
Malselva - loggestasjon,2018-01-23T22:00:00Z,9.91,4.344,7.382,0.002,NA
Malselva - loggestasjon,2018-01-23T23:00:00Z,9.96,4.337,7.378,0.004,NA
Malselva - loggestasjon,2018-01-24T00:00:00Z,9.91,4.307,7.382,0.007,NA
Malselva - loggestasjon,2018-01-24T01:00:00Z,10.16,4.272,7.388,0.004,NA
Malselva - loggestasjon,2018-01-24T02:00:00Z,10.06,4.313,7.374,0.006,NA
Malselva - loggestasjon,2018-01-24T03:00:00Z,10.11,4.356,7.377,0.004,NA
Malselva - loggestasjon,2018-01-24T04:00:00Z,10.06,4.412,7.368,0.002,NA
Malselva - loggestasjon,2018-01-24T05:00:00Z,10.31,4.451,7.382,0.003,NA
Malselva - loggestasjon,2018-01-24T06:00:00Z,10.16,4.47,7.38,0.005,NA
Malselva - loggestasjon,2018-01-24T07:00:00Z,10.21,4.486,7.383,0.006,NA
Malselva - loggestasjon,2018-01-24T08:00:00Z,10.21,4.509,7.378,0.005,NA
Malselva - loggestasjon,2018-01-24T09:00:00Z,9.62,4.526,7.378,0.002,NA
Malselva - loggestasjon,2018-01-24T10:00:00Z,10.31,4.539,7.377,0.005,NA
Malselva - loggestasjon,2018-01-24T11:00:00Z,10.26,4.561,7.368,0.004,NA
Malselva - loggestasjon,2018-01-24T12:00:00Z,10.21,4.565,7.374,0.004,NA
Malselva - loggestasjon,2018-01-24T13:00:00Z,10.26,4.611,7.371,0.002,NA
Malselva - loggestasjon,2018-01-24T14:00:00Z,10.16,4.74,7.38,0.006,NA
Malselva - loggestasjon,2018-01-24T15:00:00Z,10.21,4.762,7.379,0.003,NA
Malselva - loggestasjon,2018-01-24T16:00:00Z,10.11,4.834,7.386,0.003,NA
Malselva - loggestasjon,2018-01-24T17:00:00Z,10.06,4.818,7.381,0.005,NA
Malselva - loggestasjon,2018-01-24T18:00:00Z,10.01,4.786,7.387,0.004,NA
Malselva - loggestasjon,2018-01-24T19:00:00Z,9.91,4.694,7.389,0.005,NA
Malselva - loggestasjon,2018-01-24T20:00:00Z,9.77,4.619,7.387,0.001,NA
Malselva - loggestasjon,2018-01-24T21:00:00Z,10.01,4.593,7.379,0.007,NA
Malselva - loggestasjon,2018-01-24T22:00:00Z,10.01,4.536,7.377,0.005,NA
Malselva - loggestasjon,2018-01-24T23:00:00Z,9.96,4.527,7.386,0.009,NA
Malselva - loggestasjon,2018-01-25T00:00:00Z,9.96,4.502,7.392,0.004,NA
Malselva - loggestasjon,2018-01-25T01:00:00Z,10.31,4.474,7.389,0.003,NA
Malselva - loggestasjon,2018-01-25T02:00:00Z,9.96,4.474,7.389,0.005,NA
Malselva - loggestasjon,2018-01-25T03:00:00Z,9.96,4.458,7.388,0.005,NA
Malselva - loggestasjon,2018-01-25T04:00:00Z,10.26,4.458,7.391,0.003,NA
Malselva - loggestasjon,2018-01-25T05:00:00Z,10.01,4.45,7.387,0.002,NA
Malselva - loggestasjon,2018-01-25T06:00:00Z,10.06,4.426,7.391,0.003,NA
Malselva - loggestasjon,2018-01-25T07:00:00Z,10.11,4.428,7.391,0.003,NA
Malselva - loggestasjon,2018-01-25T08:00:00Z,10.01,4.416,7.386,0.004,NA
Malselva - loggestasjon,2018-01-25T09:00:00Z,10.26,4.425,7.365,0.007,NA
Malselva - loggestasjon,2018-01-25T10:00:00Z,10.16,4.416,7.386,0.003,NA
Malselva - loggestasjon,2018-01-25T11:00:00Z,10.26,4.41,7.388,0.003,NA
Malselva - loggestasjon,2018-01-25T12:00:00Z,10.01,4.419,7.373,0.003,NA
Malselva - loggestasjon,2018-01-25T13:00:00Z,10.21,4.416,7.39,0.005,NA
Malselva - loggestasjon,2018-01-25T14:00:00Z,10.31,4.413,7.393,0.003,NA
Malselva - loggestasjon,2018-01-25T15:00:00Z,10.11,4.416,7.397,0.009,NA
Malselva - loggestasjon,2018-01-25T16:00:00Z,10.01,4.414,7.389,0.004,NA
Malselva - loggestasjon,2018-01-25T17:00:00Z,10.16,4.409,7.395,0.004,NA
Malselva - loggestasjon,2018-01-25T18:00:00Z,10.16,4.402,7.373,0.005,NA
Malselva - loggestasjon,2018-01-25T19:00:00Z,10.06,4.408,7.391,0.006,NA
Malselva - loggestasjon,2018-01-25T20:00:00Z,9.91,4.426,7.389,0.006,NA
Malselva - loggestasjon,2018-01-25T21:00:00Z,10.06,4.42,7.396,0.001,NA
Malselva - loggestasjon,2018-01-25T22:00:00Z,10.16,4.441,7.385,0.001,NA
Malselva - loggestasjon,2018-01-25T23:00:00Z,10.21,4.442,7.379,0.005,NA
Malselva - loggestasjon,2018-01-26T00:00:00Z,10.31,4.443,7.388,0.005,NA
Malselva - loggestasjon,2018-01-26T01:00:00Z,10.26,4.451,7.395,0.001,NA
Malselva - loggestasjon,2018-01-26T02:00:00Z,10.21,4.458,7.383,0.003,NA
Malselva - loggestasjon,2018-01-26T03:00:00Z,10.31,4.459,7.394,0.003,NA
Malselva - loggestasjon,2018-01-26T04:00:00Z,10.35,4.479,7.388,0.004,NA
