Date,variable,concentration_linear,daily_flux_linear,concentration_logqc,daily_flux_logqc,concentration_sensor,daily_flux_sensor,concentration_qc,daily_flux_qc
2/17/18,SPM,1.25,754.27,1.60,962.92,43.00,1080.48,1.60,967.11
2/17/18,DOC,5.48,3307.49,6.44,3881.04,131.92,3314.71,5.28,3185.04
2/18/18,SPM,1.24,731.66,1.60,945.67,42.88,1055.24,1.59,941.92
2/18/18,DOC,5.47,3232.41,4.91,2900.48,132.38,3257.63,5.28,3116.35
2/19/18,SPM,1.23,713.17,1.25,725.79,42.86,1038.00,1.59,923.18
2/19/18,DOC,5.46,3174.62,5.44,3162.14,132.52,3209.58,5.27,3064.92
2/20/18,SPM,1.22,690.57,0.88,499.92,42.60,1008.94,1.58,897.48
2/20/18,DOC,5.45,3097.62,6.28,3571.30,132.32,3133.56,5.27,2993.96
2/21/18,SPM,1.20,663.76,1.17,644.41,42.59,979.12,1.57,864.67
2/21/18,DOC,5.44,3000.52,5.81,3206.40,131.59,3025.15,5.26,2902.58
2/22/18,SPM,1.19,632.61,2.05,1089.53,42.66,944.10,1.55,824.54
2/22/18,DOC,5.43,2882.18,5.03,2670.27,131.67,2913.67,5.25,2789.62
2/23/18,SPM,1.18,563.47,1.71,815.52,42.50,846.20,1.51,723.76
2/23/18,DOC,5.42,2587.63,5.40,2578.94,130.93,2606.66,5.23,2499.63
2/24/18,SPM,1.17,567.64,1.22,593.24,42.51,861.35,1.52,739.48
2/24/18,DOC,5.40,2627.78,5.73,2787.09,129.89,2631.80,5.23,2545.49
2/25/18,SPM,1.16,559.60,1.34,651.04,42.54,858.45,1.52,735.86
2/25/18,DOC,5.39,2611.71,5.60,2713.20,129.68,2616.97,5.23,2534.95
2/26/18,SPM,1.14,537.46,1.74,815.83,42.48,831.89,1.51,709.34
2/26/18,DOC,5.38,2529.13,5.83,2741.73,129.33,2532.79,5.23,2457.36
2/27/18,SPM,1.13,515.71,2.30,1047.42,42.44,805.91,1.50,683.19
2/27/18,DOC,5.37,2447.09,5.44,2480.12,126.22,2397.02,5.22,2380.14
2/28/18,SPM,1.12,494.28,1.44,636.67,42.08,774.05,1.49,657.28
2/28/18,DOC,5.36,2365.27,5.13,2266.29,122.22,2248.20,5.22,2302.98
3/1/18,SPM,1.11,473.20,0.89,380.93,41.76,743.33,1.48,631.69
3/1/18,DOC,5.35,2283.86,4.83,2064.98,122.32,2177.34,5.21,2226.06
3/2/18,SPM,1.10,452.52,0.62,256.18,41.58,715.56,1.47,606.49
3/2/18,DOC,5.33,2203.06,4.64,1915.49,121.23,2086.05,5.21,2149.59
3/3/18,SPM,1.08,432.16,0.74,293.92,41.65,691.91,1.46,581.53
3/3/18,DOC,5.32,2122.48,4.84,1930.59,119.57,1986.55,5.20,2073.18
3/4/18,SPM,1.07,412.16,0.88,338.86,41.89,671.06,1.45,556.90
3/4/18,DOC,5.31,2042.33,5.06,1946.35,120.30,1927.36,5.19,1997.01
3/5/18,SPM,1.06,392.56,1.06,392.56,41.94,647.09,1.44,532.64
3/5/18,DOC,5.30,1962.78,5.30,1962.78,122.28,1886.89,5.19,1921.30
3/6/18,SPM,1.08,385.37,1.49,528.99,42.03,623.68,1.43,508.64
3/6/18,DOC,5.30,1887.57,4.91,1748.27,123.81,1837.26,5.18,1845.65
3/7/18,SPM,1.10,371.89,1.98,666.94,42.35,594.34,1.41,476.41
3/7/18,DOC,5.30,1785.12,4.93,1660.95,125.17,1756.69,5.17,1742.85
3/8/18,SPM,1.13,363.95,1.80,582.90,42.77,575.85,1.40,453.96
3/8/18,DOC,5.30,1712.78,5.32,1719.24,127.65,1718.88,5.17,1670.45
3/9/18,SPM,1.15,356.37,3.59,1113.50,42.79,553.27,1.40,433.14
3/9/18,DOC,5.30,1644.86,5.22,1620.55,127.39,1647.32,5.16,1602.61
3/10/18,SPM,1.17,349.94,1.54,461.11,42.95,535.05,1.39,414.89
3/10/18,DOC,5.30,1584.72,6.23,1862.85,127.48,1588.24,5.16,1542.66
3/11/18,SPM,1.19,343.74,1.67,482.80,42.86,514.77,1.38,397.80
3/11/18,DOC,5.30,1527.85,4.71,1356.94,127.91,1536.32,5.16,1486.05
3/12/18,SPM,1.21,360.34,1.57,465.62,42.80,529.13,1.39,411.21
3/12/18,DOC,5.30,1572.52,5.87,1742.06,127.73,1579.08,5.16,1530.50
3/13/18,SPM,1.24,357.03,1.67,481.83,42.74,514.19,1.38,398.53
3/13/18,DOC,5.30,1530.29,4.77,1375.84,127.67,1535.98,5.16,1488.48
3/14/18,SPM,1.26,354.32,1.53,432.07,42.72,501.05,1.38,387.12
3/14/18,DOC,5.30,1492.03,4.30,1209.90,127.68,1497.60,5.15,1450.45
3/15/18,SPM,1.28,309.55,0.94,227.67,42.85,431.53,1.35,325.54
3/15/18,DOC,5.30,1281.03,4.79,1158.03,126.81,1277.07,5.14,1241.46
3/16/18,SPM,1.30,306.40,1.27,298.67,42.62,417.62,1.34,315.68
3/16/18,DOC,5.30,1246.52,4.68,1100.66,126.33,1237.99,5.13,1207.39
3/17/18,SPM,1.32,297.94,2.07,466.16,47.16,441.86,1.33,300.20
3/17/18,DOC,5.30,1191.91,4.50,1012.65,124.57,1167.24,5.13,1153.57
3/18/18,SPM,1.35,287.91,1.67,356.89,42.48,378.32,1.33,283.65
3/18/18,DOC,5.30,1132.90,4.33,925.16,125.63,1118.92,5.13,1095.51
3/19/18,SPM,1.37,295.07,1.70,366.50,42.52,381.89,1.33,286.30
3/19/18,DOC,5.30,1142.39,4.32,930.23,126.19,1133.29,5.13,1104.83
3/20/18,SPM,1.39,306.13,1.88,414.78,42.65,391.05,1.33,293.02
3/20/18,DOC,5.30,1166.40,4.41,969.81,126.19,1157.15,5.13,1128.45
3/21/18,SPM,1.41,322.51,1.76,402.64,43.02,409.09,1.34,305.20
3/21/18,DOC,5.30,1209.61,4.56,1040.80,126.32,1201.26,5.13,1171.00
3/22/18,SPM,1.44,363.22,1.71,431.54,42.75,450.82,1.35,342.91
3/22/18,DOC,5.30,1341.35,4.23,1069.39,126.87,1337.86,5.14,1301.08
3/23/18,SPM,1.46,432.78,1.57,465.06,42.94,531.36,1.39,411.66
3/23/18,DOC,5.30,1574.02,5.91,1756.55,126.69,1567.68,5.16,1532.00
3/24/18,SPM,1.48,608.75,0.63,259.77,43.08,738.68,1.47,603.90
3/24/18,DOC,5.30,2180.98,4.66,1917.02,125.79,2156.87,5.20,2141.71
3/25/18,SPM,1.50,1260.26,1.78,1491.99,43.23,1512.09,1.77,1487.18
3/25/18,DOC,5.30,4448.84,5.43,4557.33,119.04,4163.62,5.38,4513.15
3/26/18,SPM,1.52,1911.63,2.38,2986.55,46.23,2417.12,2.07,2593.67
3/26/18,DOC,5.30,6650.45,5.40,6779.83,123.65,6464.63,5.54,6956.18
3/27/18,SPM,1.55,1498.95,1.42,1381.31,45.12,1823.39,1.86,1808.27
3/27/18,DOC,5.30,5140.31,5.57,5406.25,125.11,5055.93,5.43,5265.49
3/28/18,SPM,1.57,1247.97,1.77,1408.29,44.53,1477.11,1.74,1385.97
3/28/18,DOC,5.30,4219.37,5.53,4404.00,125.70,4169.63,5.36,4266.50
3/29/18,SPM,1.59,1025.68,1.30,840.26,44.29,1190.64,1.63,1054.08
3/29/18,DOC,5.30,3419.67,6.21,4006.83,125.99,3387.06,5.30,3418.72
3/30/18,SPM,1.61,884.61,1.26,692.94,44.08,1008.08,1.57,859.07
3/30/18,DOC,5.30,2908.97,5.67,3114.77,126.22,2886.67,5.26,2886.90
3/31/18,SPM,1.63,809.69,1.58,785.13,43.99,908.35,1.53,756.91
3/31/18,DOC,5.30,2626.61,5.61,2778.42,126.25,2607.00,5.24,2596.07
4/1/18,SPM,1.66,750.34,2.11,957.10,44.00,830.69,1.50,678.41
4/1/18,DOC,5.30,2401.64,5.38,2439.95,126.77,2393.57,5.22,2365.97
4/2/18,SPM,1.68,760.34,2.11,957.10,44.00,830.69,1.50,678.41
4/2/18,DOC,5.30,2401.64,5.38,2439.95,126.77,2393.57,5.22,2365.97
4/3/18,SPM,1.70,815.44,1.70,815.44,43.88,877.07,1.52,727.18
4/3/18,DOC,5.30,2542.26,5.30,2542.26,126.80,2534.36,5.23,2509.63
4/4/18,SPM,1.72,1074.86,1.43,895.47,43.65,1137.11,1.62,1012.42
4/4/18,DOC,5.28,3302.63,6.31,3947.59,127.40,3318.54,5.29,3307.45
4/5/18,SPM,1.74,1470.20,1.76,1486.14,43.81,1543.50,1.78,1501.92
4/5/18,DOC,5.27,4452.60,5.44,4597.22,128.87,4540.54,5.38,4548.66
4/6/18,SPM,1.76,2266.72,2.10,2702.29,46.84,2516.51,2.09,2696.97
4/6/18,DOC,5.25,6767.25,5.11,6594.06,127.13,6830.10,5.56,7166.06
4/7/18,SPM,1.78,2807.08,1.81,2864.53,47.61,3133.53,2.30,3629.25
4/7/18,DOC,5.23,8262.21,6.63,10477.76,125.98,8290.67,5.67,8962.15
4/8/18,SPM,1.80,2808.90,1.80,2818.82,47.41,3088.40,2.29,3574.81
4/8/18,DOC,5.21,8151.73,6.69,10453.20,125.55,8179.20,5.67,8861.52
4/9/18,SPM,1.82,3201.12,1.93,3408.78,47.32,3475.73,2.43,4280.50
4/9/18,DOC,5.20,9160.81,6.10,10746.95,125.34,9206.25,5.75,10132.83
4/10/18,SPM,1.84,4666.45,1.33,3379.04,50.14,5312.77,2.98,7584.01
4/10/18,DOC,5.18,13169.88,5.96,15143.92,123.17,13049.62,6.06,15413.21
4/11/18,SPM,1.85,5048.63,1.65,4481.99,49.43,5607.05,3.11,8467.28
4/11/18,DOC,5.16,14053.18,6.82,18577.56,125.21,14202.39,6.13,16698.52
4/12/18,SPM,1.87,4822.03,1.38,3552.45,48.05,5152.41,3.00,7731.36
4/12/18,DOC,5.14,13239.74,6.12,15752.61,127.71,13693.46,6.07,15630.52
4/13/18,SPM,1.89,4908.30,1.41,3665.28,47.63,5145.07,3.02,7825.01
4/13/18,DOC,5.13,13294.43,6.23,16145.28,129.11,13948.16,6.08,15768.00
4/14/18,SPM,1.91,6218.84,2.98,9677.64,49.03,6642.84,3.49,11337.75
4/14/18,DOC,5.11,16617.95,6.82,22178.33,129.15,17498.71,6.35,20638.21
4/15/18,SPM,1.93,7975.87,3.54,14611.02,51.18,8805.21,4.11,16969.88
4/15/18,DOC,5.09,21028.84,6.38,26330.81,129.23,22231.61,6.70,27660.72
4/16/18,SPM,1.95,8380.87,4.35,18668.84,49.35,8833.55,4.23,18164.18
4/16/18,DOC,5.08,21803.89,6.49,27888.45,131.44,23524.83,6.77,29065.59
4/17/18,SPM,1.97,8143.26,3.56,14699.44,48.10,8283.53,4.11,16998.25
4/17/18,DOC,5.06,20906.83,6.38,26368.09,133.64,23013.00,6.70,27694.38
4/18/18,SPM,1.99,8864.74,5.25,23406.40,48.34,8974.34,4.34,19346.08
4/18/18,DOC,5.04,22461.43,6.60,29407.42,134.55,24978.16,6.83,30433.22
4/19/18,SPM,2.01,9587.66,3.88,18503.98,48.08,9560.78,4.57,21798.13
4/19/18,DOC,5.02,23977.37,6.70,31975.32,135.65,26973.90,6.96,33207.05
4/20/18,SPM,2.03,9699.25,3.77,18050.56,49.57,9876.95,4.57,21874.46
4/20/18,DOC,5.01,23943.06,6.70,32039.50,135.61,27019.60,6.96,33292.13
4/21/18,SPM,2.05,9541.82,5.33,24849.90,49.44,9598.78,4.49,20912.38
4/21/18,DOC,4.99,23251.95,6.70,31222.21,136.26,26456.97,6.91,32214.31
4/22/18,SPM,2.07,8843.12,4.26,18212.19,46.34,8260.85,4.22,18039.52
4/22/18,DOC,4.97,21274.25,6.48,27726.95,136.77,24381.39,6.76,28920.06
4/23/18,SPM,2.09,8169.55,2.69,10527.66,52.06,8495.22,3.96,15502.21
4/23/18,DOC,4.96,19404.38,6.23,24382.74,133.60,21798.40,6.61,25899.20
4/24/18,SPM,2.11,8119.41,2.56,9883.92,47.90,7695.85,3.92,15102.03
4/24/18,DOC,4.94,19041.93,6.20,23908.79,135.44,21761.62,6.59,25411.55
4/25/18,SPM,2.12,7464.03,4.27,15003.18,45.87,6713.57,3.67,12899.15
4/25/18,DOC,4.92,17285.25,6.32,22199.15,135.44,19823.17,6.45,22662.91
4/26/18,SPM,2.14,6824.70,2.69,8569.64,45.35,6014.36,3.44,10941.81
4/26/18,DOC,4.90,15607.46,6.97,22172.55,134.72,17866.88,6.32,20112.97
4/27/18,SPM,2.16,6231.76,1.89,5452.48,45.75,5490.72,3.22,9282.64
4/27/18,DOC,4.89,14074.60,5.84,16834.20,134.19,16105.74,6.20,17851.26
4/28/18,SPM,2.18,5701.65,1.45,3781.34,44.45,4838.06,3.03,7919.60
4/28/18,DOC,4.87,12718.38,6.33,16546.48,134.56,14645.32,6.09,15906.39
4/29/18,SPM,2.20,5234.96,1.13,2693.05,43.99,4357.75,2.86,6810.74
4/29/18,DOC,4.85,11533.96,5.67,13472.31,134.96,13368.28,5.99,14251.85
4/30/18,SPM,2.22,4797.09,2.05,4418.31,43.90,3950.24,2.71,5852.51
4/30/18,DOC,4.83,10440.12,5.47,11814.47,134.86,12134.78,5.91,12757.17
5/1/18,SPM,2.24,6338.86,1.81,5121.38,47.22,5566.25,3.19,9013.11
5/1/18,DOC,4.82,13627.86,6.14,17372.85,133.17,15697.14,6.18,17473.52
5/2/18,SPM,2.26,6993.68,2.26,6993.68,46.85,6040.65,3.37,10443.43
5/2/18,DOC,4.80,14853.84,4.80,14853.84,134.51,17343.85,6.28,19444.32
5/3/18,SPM,2.24,6244.81,1.74,4840.20,47.41,5498.35,3.15,8777.45
5/3/18,DOC,4.78,13317.88,6.42,17873.13,134.33,15578.49,6.16,17140.60
5/4/18,SPM,2.23,6007.21,1.60,4322.89,46.73,5251.01,3.09,8340.19
5/4/18,DOC,4.77,12864.42,6.82,18385.65,135.43,15219.87,6.12,16516.06
5/5/18,SPM,2.21,5224.45,1.13,2661.41,46.40,4568.61,2.85,6745.95
5/5/18,DOC,4.75,11235.15,5.73,13550.74,136.60,13449.49,5.99,14152.84
5/6/18,SPM,2.19,4390.23,2.08,4164.53,45.72,3811.04,2.60,5195.53
5/6/18,DOC,4.74,9481.25,5.53,11065.41,138.00,11502.64,5.84,11690.03
5/7/18,SPM,2.18,3720.11,1.90,3242.02,45.19,3215.64,2.39,4080.30
5/7/18,DOC,4.72,8068.52,6.25,10668.62,138.20,9834.93,5.73,9779.13
5/8/18,SPM,2.16,2875.18,1.81,2411.60,43.17,2392.41,2.12,2820.14
5/8/18,DOC,4.71,6263.00,4.80,6388.86,131.92,7310.73,5.57,7413.15
5/9/18,SPM,2.15,1789.25,1.80,1497.17,45.17,1569.45,1.77,1474.34
5/9/18,DOC,4.69,3914.62,5.42,4522.48,135.84,4720.35,5.37,4482.13
5/10/18,SPM,2.13,1369.56,1.31,845.43,46.22,1238.74,1.63,1049.98
5/10/18,DOC,4.68,3009.68,6.22,4001.08,134.29,3599.44,5.30,3407.83
5/11/18,SPM,2.11,1478.71,1.30,911.27,48.54,1415.44,1.67,1170.63
5/11/18,DOC,4.66,3264.11,6.25,4376.02,130.36,3801.52,5.32,3723.86
5/12/18,SPM,2.10,1564.71,1.54,1149.51,48.57,1510.43,1.71,1273.04
5/12/18,DOC,4.65,3469.58,5.91,4413.53,129.31,4021.42,5.34,3985.14
5/13/18,SPM,2.08,1518.67,1.47,1072.49,50.45,1534.68,1.69,1236.86
5/13/18,DOC,4.63,3382.93,6.05,4416.79,129.93,3952.82,5.33,3893.54
5/14/18,SPM,2.06,1421.36,1.07,738.43,53.81,1544.37,1.66,1146.54
5/14/18,DOC,4.62,3180.85,6.00,4134.31,128.99,3701.73,5.32,3661.51
5/15/18,SPM,2.05,1321.27,1.30,839.85,59.96,1612.30,1.63,1054.41
5/15/18,DOC,4.60,2970.70,6.21,4007.30,127.23,3421.28,5.30,3419.60
5/16/18,SPM,2.03,1268.94,1.43,896.49,65.19,1697.19,1.62,1011.68
5/16/18,DOC,4.59,2866.58,6.32,3946.53,126.03,3281.16,5.29,3305.48
5/17/18,SPM,2.01,1244.82,1.48,916.78,74.50,1918.14,1.61,997.48
5/17/18,DOC,4.57,2825.57,6.35,3925.91,124.46,3204.47,5.29,3267.27
5/18/18,SPM,2.00,1193.29,1.64,982.06,85.53,2128.11,1.60,955.22
5/18/18,DOC,4.56,2721.73,6.47,3863.20,121.88,3032.84,5.28,3152.69
5/19/18,SPM,1.98,1109.08,0.94,528.28,94.61,2206.21,1.57,880.20
5/19/18,DOC,4.54,2542.06,6.20,3471.18,118.60,2765.42,5.26,2945.94
5/20/18,SPM,1.97,1032.24,2.39,1253.97,129.23,2827.86,1.55,813.18
5/20/18,DOC,4.53,2377.69,5.09,2672.02,117.96,2581.24,5.25,2757.41
5/21/18,SPM,1.95,958.91,1.38,681.05,133.14,2729.20,1.52,750.14
5/21/18,DOC,4.51,2219.87,5.69,2799.04,121.86,2497.94,5.24,2576.45
5/22/18,SPM,1.93,873.59,2.04,920.09,112.43,2117.50,1.50,676.33
5/22/18,DOC,4.50,2032.62,5.36,2422.58,116.41,2192.45,5.22,2359.80
5/23/18,SPM,1.92,762.32,0.75,296.65,93.21,1544.86,1.46,579.90
5/23/18,DOC,4.48,1782.83,4.86,1931.61,117.53,1948.05,5.20,2068.14
5/24/18,SPM,1.90,719.52,0.95,359.68,76.06,1200.21,1.44,546.92
5/24/18,DOC,4.47,1691.51,5.16,1952.99,115.10,1816.24,5.19,1965.95
5/25/18,SPM,1.88,688.71,1.39,507.06,72.34,1102.09,1.43,524.65
5/25/18,DOC,4.45,1627.61,6.06,2213.96,112.85,1719.25,5.19,1896.20
5/26/18,SPM,1.87,635.31,1.90,647.08,78.97,1119.51,1.42,482.07
5/26/18,DOC,4.44,1509.41,4.83,1644.08,115.43,1636.41,5.18,1761.03
5/27/18,SPM,1.85,608.06,2.19,718.57,79.05,1082.03,1.41,462.73
5/27/18,DOC,4.42,1452.45,5.18,1703.33,126.18,1727.25,5.17,1698.83
5/28/18,SPM,1.83,593.72,1.84,594.99,79.90,1077.46,1.41,454.73
5/28/18,DOC,4.41,1425.94,5.31,1717.94,143.40,1933.73,5.17,1672.92
5/29/18,SPM,1.82,584.13,1.67,536.04,75.66,1012.76,1.40,450.87
5/29/18,DOC,4.39,1410.68,5.37,1724.53,124.20,1662.61,5.17,1660.42
5/30/18,SPM,1.80,575.26,1.54,490.24,68.29,908.50,1.40,447.60
5/30/18,DOC,4.38,1397.03,5.42,1730.18,111.31,1480.77,5.17,1649.80
5/31/18,SPM,1.79,555.30,3.21,997.92,58.22,754.42,1.40,434.20
5/31/18,DOC,4.36,1356.20,5.25,1633.67,108.95,1411.82,5.16,1606.11
6/1/18,SPM,1.77,543.66,2.16,664.64,44.74,572.82,1.39,428.23
6/1/18,DOC,4.35,1335.41,5.29,1625.51,91.10,1166.44,5.16,1586.55
6/2/18,SPM,1.75,506.28,1.67,481.59,44.63,537.09,1.38,398.72
6/2/18,DOC,4.33,1250.81,4.78,1380.71,91.10,1096.37,5.16,1489.10
6/3/18,SPM,1.74,565.63,2.00,653.09,44.63,605.74,1.41,458.20
6/3/18,DOC,4.32,1405.67,5.26,1712.08,91.10,1236.44,5.17,1684.17
6/4/18,SPM,1.72,490.02,1.72,490.02,44.55,528.84,1.38,392.45
6/4/18,DOC,4.30,1225.04,4.30,1225.04,91.10,1081.35,5.15,1468.24
6/5/18,SPM,1.71,388.05,1.94,438.24,46.04,434.06,1.34,302.30
6/5/18,DOC,4.29,971.49,4.53,1024.43,91.10,858.91,5.13,1160.89
6/6/18,SPM,1.71,316.60,1.65,306.21,46.36,357.68,1.31,241.97
6/6/18,DOC,4.29,793.74,5.02,930.18,92.02,710.04,5.11,946.95
6/7/18,SPM,1.70,289.92,1.63,277.58,77.36,548.27,1.30,220.43
6/7/18,DOC,4.28,727.88,4.77,811.46,90.14,638.85,5.11,868.74
6/8/18,SPM,1.70,277.93,1.62,265.30,51.28,349.49,1.29,211.20
6/8/18,DOC,4.27,698.77,4.66,761.95,89.06,606.94,5.10,834.92
6/9/18,SPM,1.69,262.70,1.61,249.46,51.12,330.32,1.29,199.30
6/9/18,DOC,4.27,661.43,4.51,699.43,88.72,573.25,5.10,791.05
6/10/18,SPM,1.69,257.06,1.60,244.14,51.92,329.27,1.28,195.30
6/10/18,DOC,4.26,648.15,4.46,678.78,88.65,562.19,5.10,776.25
6/11/18,SPM,1.68,262.62,1.61,251.14,54.61,354.90,1.29,200.56
6/11/18,DOC,4.25,663.15,4.53,706.01,88.75,576.79,5.10,795.74
6/12/18,SPM,1.68,264.61,1.61,254.25,51.14,335.90,1.29,202.89
6/12/18,DOC,4.24,669.15,4.56,718.17,88.81,583.31,5.10,804.34
6/13/18,SPM,1.67,259.05,1.61,248.96,47.73,307.86,1.29,198.92
6/13/18,DOC,4.24,656.02,4.51,697.50,88.72,572.21,5.10,789.67
6/14/18,SPM,1.67,251.76,1.60,241.76,66.61,418.85,1.28,193.51
6/14/18,DOC,4.23,638.51,4.44,669.59,88.66,557.50,5.10,769.62
6/15/18,SPM,1.66,249.92,1.60,240.58,60.12,376.46,1.28,192.63
6/15/18,DOC,4.22,634.77,4.43,665.04,88.66,555.16,5.10,766.32
6/16/18,SPM,1.66,241.91,1.59,232.53,54.91,333.81,1.28,186.58
6/16/18,DOC,4.22,615.34,4.35,634.31,88.68,539.16,5.10,743.82
6/17/18,SPM,1.65,293.13,1.64,291.32,53.41,394.67,1.30,230.76
6/17/18,DOC,4.21,746.74,4.89,867.87,91.61,677.01,5.11,906.38
6/18/18,SPM,1.65,361.25,1.85,405.73,54.61,498.94,1.33,291.81
6/18/18,DOC,4.20,921.65,4.39,962.63,91.10,832.23,5.13,1124.21
6/19/18,SPM,1.64,353.77,1.69,364.99,58.80,527.68,1.33,286.08
6/19/18,DOC,4.20,903.92,4.31,928.94,91.10,817.56,5.13,1104.06
6/20/18,SPM,1.64,337.58,1.67,343.65,57.59,494.73,1.32,272.49
6/20/18,DOC,4.19,863.85,4.55,938.13,94.73,813.84,5.12,1056.08
6/21/18,SPM,1.63,337.01,1.67,344.18,56.07,482.41,1.32,272.94
6/21/18,DOC,4.18,863.70,4.54,937.60,96.62,831.25,5.12,1057.67
6/22/18,SPM,1.63,327.88,1.66,335.52,55.61,466.97,1.32,265.68
6/22/18,DOC,4.18,841.59,4.70,946.43,95.05,798.15,5.12,1031.89
6/23/18,SPM,1.62,309.21,1.66,316.57,52.70,418.67,1.31,249.88
6/23/18,DOC,4.17,794.88,5.07,966.91,92.16,732.12,5.12,975.40
6/24/18,SPM,1.62,288.69,1.64,293.65,50.26,374.02,1.30,232.51
6/24/18,DOC,4.16,743.28,4.91,877.51,91.86,683.53,5.11,912.72
6/25/18,SPM,1.61,276.54,1.63,280.46,51.16,365.80,1.30,222.59
6/25/18,DOC,4.16,713.10,4.80,823.18,90.44,646.74,5.11,876.63
6/26/18,SPM,1.61,264.96,1.62,267.93,52.28,359.36,1.29,213.18
6/26/18,DOC,4.15,684.30,4.68,772.51,89.12,612.58,5.11,842.20
6/27/18,SPM,1.60,252.86,1.61,254.79,54.53,358.82,1.29,203.30
6/27/18,DOC,4.14,654.06,4.56,720.33,88.82,584.46,5.10,805.87
6/28/18,SPM,1.60,243.61,1.60,244.98,58.79,373.92,1.28,195.93
6/28/18,DOC,4.13,631.12,4.47,682.01,88.65,563.83,5.10,778.58
6/29/18,SPM,1.59,232.77,1.59,233.30,73.52,448.27,1.28,187.16
6/29/18,DOC,4.13,603.99,4.35,637.24,88.69,540.77,5.10,745.98
6/30/18,SPM,1.59,223.19,1.58,223.10,66.22,388.39,1.28,179.49
6/30/18,DOC,4.12,580.07,4.25,598.80,88.55,519.38,5.10,717.32
7/1/18,SPM,1.58,216.78,1.58,216.52,62.44,356.90,1.27,174.55
7/1/18,DOC,4.11,564.29,4.19,574.39,87.12,497.95,5.09,698.78
7/2/18,SPM,1.58,211.64,1.57,211.41,67.29,376.70,1.27,170.71
7/2/18,DOC,4.11,551.81,4.14,555.63,86.30,483.14,5.09,684.32
7/3/18,SPM,1.57,207.99,1.57,207.99,68.73,379.35,1.27,168.14
7/3/18,DOC,4.10,543.15,4.10,543.15,86.36,476.68,5.09,674.62
7/4/18,SPM,1.57,203.09,1.56,201.75,69.98,378.26,1.27,164.39
7/4/18,DOC,4.10,531.87,4.10,531.87,85.65,462.93,5.09,660.46
7/5/18,SPM,1.56,198.83,1.54,196.43,74.31,394.35,1.27,161.18
7/5/18,DOC,4.10,522.17,4.10,522.17,84.45,448.13,5.09,648.29
7/6/18,SPM,1.56,200.77,1.55,200.04,73.26,393.66,1.27,163.36
7/6/18,DOC,4.10,528.76,4.10,528.76,84.67,455.00,5.09,656.56
7/7/18,SPM,1.55,196.26,1.54,194.35,75.66,398.54,1.26,159.92
7/7/18,DOC,4.10,518.36,4.10,518.36,84.90,447.22,5.09,643.51
7/8/18,SPM,1.55,195.15,1.54,193.55,87.13,457.69,1.26,159.43
7/8/18,DOC,4.10,516.88,4.10,516.88,82.94,435.65,5.09,641.66
7/9/18,SPM,1.54,207.78,1.57,211.87,92.73,520.09,1.27,171.05
7/9/18,DOC,4.10,551.92,4.14,557.29,86.56,485.52,5.09,685.62
7/10/18,SPM,1.54,198.94,1.55,200.69,92.91,500.39,1.27,163.76
7/10/18,DOC,4.10,529.95,4.10,529.95,85.62,461.10,5.09,658.06
7/11/18,SPM,1.53,190.14,1.52,188.72,58.15,300.16,1.26,156.48
7/11/18,DOC,4.10,507.95,4.10,507.95,84.11,434.19,5.09,630.47
7/12/18,SPM,1.53,181.66,1.49,177.37,45.32,224.14,1.26,149.50
7/12/18,DOC,4.10,486.70,4.10,486.70,82.66,408.83,5.09,603.85
7/13/18,SPM,1.53,177.93,1.48,172.83,46.83,227.54,1.26,146.68
7/13/18,DOC,4.10,478.09,4.10,478.09,82.55,401.06,5.09,593.07
7/14/18,SPM,1.52,173.32,1.47,167.08,44.71,212.21,1.26,143.08
7/14/18,DOC,4.10,467.07,4.10,467.07,83.31,395.43,5.08,579.27
7/15/18,SPM,1.52,170.11,1.46,163.28,44.40,207.43,1.25,140.69
7/15/18,DOC,4.10,459.73,4.10,459.73,80.84,377.70,5.08,570.09
7/16/18,SPM,1.51,167.05,1.45,159.71,44.42,204.40,1.25,138.43
7/16/18,DOC,4.10,452.77,4.10,452.77,80.89,372.21,5.08,561.38
7/17/18,SPM,1.51,166.16,1.44,159.15,44.45,204.04,1.25,138.07
7/17/18,DOC,4.10,451.68,4.10,451.68,81.05,372.03,5.08,560.02
7/18/18,SPM,1.50,167.50,1.45,161.70,45.07,209.16,1.25,139.69
7/18/18,DOC,4.10,456.66,4.10,456.66,79.67,369.74,5.08,566.24
7/19/18,SPM,1.50,163.00,1.44,156.10,44.54,201.72,1.25,136.13
7/19/18,DOC,4.10,445.70,4.10,445.70,79.00,357.83,5.08,552.54
7/20/18,SPM,1.50,160.69,1.43,153.56,46.81,209.65,1.25,134.51
7/20/18,DOC,4.10,440.69,4.10,440.69,78.12,349.85,5.08,546.27
7/21/18,SPM,1.49,158.00,1.42,150.49,50.23,221.82,1.25,132.54
7/21/18,DOC,4.10,434.59,4.10,434.59,78.41,346.28,5.08,538.65
7/22/18,SPM,1.49,155.17,1.41,147.23,56.53,245.93,1.25,130.43
7/22/18,DOC,4.10,428.09,4.10,428.09,77.71,338.08,5.08,530.52
7/23/18,SPM,1.48,156.50,1.42,149.71,48.60,213.89,1.25,132.03
7/23/18,DOC,4.10,433.03,4.10,433.03,78.47,345.34,5.08,536.70
7/24/18,SPM,1.48,150.10,1.39,141.52,48.07,203.51,1.25,126.72
7/24/18,DOC,4.10,416.58,4.10,416.58,77.60,328.52,5.08,516.14
