Date,variable,measurement,daily_flux_linear,measurement_logqc,daily_flux_logqc,measurement_sensor,daily_flux_sensor,measurement_qc,daily_flux_qc
1/19/17,DOC,5.9,3524.091183,6.46832526,3863.553902,139.4287536,3470.053963,5.279263686,3153.323155
1/20/17,SPM,1.74,974.21757,0.937236147,524.7539782,34.8576,813.1917234,1.573021097,880.7268913
1/20/17,DOC,5.9,3303.381416,6.216322953,3480.489105,138.9984095,3242.689003,5.264221675,2947.412212
1/21/17,SPM,1.74,917.1570902,2.272780324,1197.986545,34.36656,754.7781171,1.549709905,816.8548432
1/21/17,DOC,5.9,3109.900478,5.068196043,2671.455135,139.2442724,3058.162637,5.251035387,2767.830078
1/22/17,SPM,1.74,861.4052853,1.553423497,769.0386267,33.15744,683.9557965,1.526933352,755.9244022
1/22/17,DOC,5.9,2920.857002,5.618336972,2781.41676,139.4864068,2877.258813,5.238151525,2593.201959
1/23/17,SPM,1.74,758.8816957,1.207304174,526.552321,33.13104,602.0723136,1.485048897,647.6876008
1/23/17,DOC,5.9,2573.219543,5.020588777,2189.674095,138.8618873,2523.461314,5.214459023,2274.228452
1/24/17,SPM,1.74,723.7919203,0.60405229,251.2690614,32.80368,568.559352,1.470713502,611.7761783
1/24/17,DOC,5.9,2454.236971,4.603875961,1915.085185,138.4451888,2399.557209,5.206350015,2165.697744
1/25/17,SPM,1.74,708.6869107,0.664050599,270.4620505,32.68224,554.6330388,1.46454258,596.4954924
1/25/17,DOC,5.9,2403.018835,4.717610496,1921.441844,137.4145413,2331.989626,5.202859351,2119.079494
1/26/17,SPM,1.74,698.4168572,0.713461915,286.3757633,32.63736,545.844885,1.460346906,586.1671819
1/26/17,DOC,5.9,2368.195091,4.802643587,1927.728299,138.2586308,2312.312222,5.200486011,2087.417871
1/27/17,SPM,1.74,680.156746,0.812717259,317.6868542,32.81688,534.4976608,1.452887015,567.9258071
1/27/17,DOC,5.9,2306.278621,4.960901356,1939.189956,138.4924735,2255.665473,5.196266224,2031.192831
1/28/17,SPM,1.74,662.2645069,0.926533892,352.6497189,32.7456,519.3067203,1.445577412,550.2038002
1/28/17,DOC,5.9,2245.609535,5.125411313,1950.791952,138.6688638,2199.125161,5.19213145,1976.186422
1/29/17,SPM,1.74,649.5892278,1.018883448,380.3768461,32.80104,510.2299388,1.44039912,537.7400873
1/29/17,DOC,5.9,2202.63014,5.248066656,1959.245728,138.6689877,2157.037372,5.189202279,1937.270058
1/30/17,SPM,1.74,637.6602165,1.321422945,484.263702,33.26832,507.9953097,1.435525703,526.0790982
1/30/17,DOC,5.9,2162.181194,5.911964736,2166.565927,138.8848581,2120.721952,5.186445566,1900.68391
1/31/17,SPM,1.74,622.5818164,1.20874833,432.4969719,32.79312,488.8984726,1.429365652,511.4350942
1/31/17,DOC,5.9,2111.053285,5.357425188,1916.916957,137.9287385,2056.320032,5.182961051,1854.492704
2/1/17,SPM,1.74,609.854521,1.862652318,652.8430672,33.0756,483.029315,1.424166109,499.1575518
2/1/17,DOC,5.9,2067.897514,4.583576441,1606.502767,139.7210934,2040.458345,5.180019859,1815.550879
2/2/17,SPM,1.74,600.5145963,1.801803131,621.8442986,33.35016,479.5799298,1.420350425,490.19607
2/2/17,DOC,5.9,2036.227654,4.696551421,1620.889471,140.7892772,2024.569348,5.177861467,1787.000798
2/3/17,SPM,1.74,654.2717432,0.983530834,369.8255363,32.47368,508.7790043,1.44231209,542.3356583
2/3/17,DOC,5.9,2218.507635,5.202139606,1956.099395,139.9606229,2192.822815,5.190284377,1951.641613
2/4/17,SPM,1.74,747.054913,0.959479911,411.9449318,33.16008,593.2088285,1.480217245,635.5192902
2/4/17,DOC,5.9,2533.117234,4.878309531,2094.462702,138.3756334,2475.435746,5.211725934,2237.612336
2/5/17,SPM,1.74,792.2713213,2.266443798,1031.976105,32.83536,622.9529227,1.498689721,682.3959114
2/5/17,DOC,5.9,2686.437239,5.432259219,2473.461603,140.1625521,2659.165956,5.222175138,2377.804366
2/6/17,SPM,1.74,815.8797861,1.74,815.8797861,34.00224,664.3137045,1.508334601,707.2527079
2/6/17,DOC,5.9,2766.48893,5.9,2766.48893,138.0606408,2697.339226,5.227630893,2451.217457
2/7/17,SPM,1.728666667,809.8410967,1.803048052,844.6870877,76.50096,1493.29014,1.508036665,706.4809486
2/7/17,DOC,5.896666667,2762.454493,5.878439752,2753.915598,132.5361621,2587.090987,5.227462361,2448.947465
2/8/17,SPM,1.717333333,784.9004406,2.394775222,1094.522589,66.3,1262.589752,1.499910763,685.5283104
2/8/17,DOC,5.893333333,2693.524804,5.469825913,2499.962404,135.1775894,2574.266049,5.222865836,2387.090273
2/9/17,SPM,1.706,755.3531239,1.505114296,666.4084322,74.69256,1377.96157,1.489757407,659.6089751
2/9/17,DOC,5.89,2607.872157,5.16102463,2285.109072,142.6996434,2632.586494,5.217122455,2309.947095
2/10/17,SPM,1.694666667,725.7127086,0.92387205,395.6327818,103.21512,1841.673001,1.479429197,633.5408554
2/10/17,DOC,5.886666667,2520.866726,4.855279728,2079.192488,150.3057156,2681.913061,5.211280164,2231.643731
2/11/17,SPM,1.683333333,698.2148261,0.607145048,251.8322815,80.66952,1394.174626,1.469866678,609.6728953
2/11/17,DOC,5.883333333,2440.295382,4.61357414,1913.623286,143.6494141,2482.627493,5.205870998,2159.29682
2/12/17,SPM,1.672,665.6610648,0.742707275,295.6885859,32.08032,532.162579,1.458025018,580.4727786
2/12/17,DOC,5.88,2340.961161,4.850907304,1931.256053,136.7598586,2268.6332,5.199172604,2069.908356
2/13/17,SPM,1.660666667,608.8790917,1.308154879,479.6315664,31.90344,487.3880362,1.435650811,526.3776164
2/13/17,DOC,5.876666667,2154.664469,5.882465079,2156.790442,135.6299484,2072.01525,5.186516335,1901.622654
2/14/17,SPM,1.649333333,586.3480702,1.648263107,585.9675983,32.30472,478.5218833,1.427731026,507.5670968
2/14/17,DOC,5.873333333,2088.00586,4.735305392,1683.429979,134.8359237,1997.291423,5.182036402,1842.24558
2/15/17,SPM,1.638,564.997835,1.800651335,621.1014078,34.9632,502.496243,1.420214078,489.8766051
2/15/17,DOC,5.87,2024.748041,4.700856725,1621.473671,137.3883446,1974.565458,5.17778434,1785.981039
2/16/17,SPM,1.626666667,573.9489492,1.889590823,666.7184429,35.33544,519.4861337,1.425834024,503.0876678
2/16/17,DOC,5.866666667,2069.979817,4.535580428,1600.322718,131.7714642,1937.246245,5.180963338,1828.03799
2/17/17,SPM,1.615333333,574.1211582,1.671670485,594.1444871,36.31488,537.7925342,1.427669547,507.4217666
2/17/17,DOC,5.863333333,2083.943701,4.712269097,1674.832888,133.6595244,1979.384053,5.182001626,1841.785045
2/18/17,SPM,1.604,567.3943918,1.89997498,672.0917384,38.2368,563.5740306,1.426473564,504.5966959
2/18/17,DOC,5.86,2072.899711,4.517394388,1597.970225,138.0989648,2035.447271,5.181325102,1832.827185
2/19/17,SPM,1.592666667,586.9281745,1.17537927,433.1497758,38.70672,594.3403231,1.436981359,529.5551566
2/19/17,DOC,5.856666667,2158.293852,5.578517911,2055.790708,138.7098343,2129.884623,5.187268977,1911.607981
2/20/17,SPM,1.581333333,711.0406027,1.886131316,848.0918726,41.64504,780.2306688,1.4946506,672.0640369
2/20/17,DOC,5.853333333,2631.929381,5.308828636,2387.094886,137.6141329,2578.236614,5.219890355,2347.104121
2/21/17,SPM,1.57,916.3927172,1.332348947,777.6782621,47.69592,1159.98391,1.589935412,928.0288106
2/21/17,DOC,5.85,3414.584328,5.29676682,3091.667859,135.7169951,3300.691769,5.273789483,3078.256226
2/22/17,SPM,1.558666667,1191.23738,1.620440781,1238.449292,47.82528,1522.969986,1.718298885,1313.239005
2/22/17,DOC,5.846666667,4468.413954,5.770276511,4410.031484,136.446212,4345.055285,5.346399999,4086.076686
2/23/17,SPM,1.547333333,1360.318418,1.655747488,1455.629343,46.3416,1697.526174,1.799954542,1582.40714
2/23/17,DOC,5.843333333,5137.092173,5.475231021,4813.479707,136.8024023,5011.170495,5.392589614,4740.826565
2/24/17,SPM,1.536,1252.486781,1.858238906,1515.247179,42.41064,1440.938748,1.754661847,1430.788261
2/24/17,DOC,5.84,4762.059117,5.400608443,4403.769978,140.47073,4772.616442,5.366969195,4376.339826
2/25/17,SPM,1.524666667,1097.738616,1.425404189,1026.271024,42.62976,1278.867887,1.686821747,1214.487999
2/25/17,DOC,5.836666667,4202.318137,6.137431061,4418.864283,141.695569,4250.784262,5.328594535,3836.513328
2/26/17,SPM,1.513333333,1014.851392,1.15921529,777.3774779,43.7016,1221.107642,1.651720423,1107.654694
2/26/17,DOC,5.833333333,3911.872104,6.08474004,4080.467113,140.5396122,3926.949917,5.308739001,3560.075658
2/27/17,SPM,1.502,1006.958286,1.16023244,777.8333348,44.85264,1252.905501,1.651581804,1107.239669
2/27/17,DOC,5.83,3908.499871,6.085674682,4079.907154,139.4847245,3896.340965,5.30866059,3558.987861
2/28/17,SPM,1.490666667,3264.597064,2.023549581,4431.623895,62.1024,5666.908338,2.731799723,5982.709318
2/28/17,DOC,5.826666667,12760.54487,5.493074633,12029.97003,132.8418847,12121.95961,5.919700306,12964.29086
3/1/17,SPM,1.479333333,5713.094064,2.562322293,9895.530609,61.83576,9950.245421,3.920280338,15139.8808
3/1/17,DOC,5.823333333,22489.35406,6.2,23944.01748,131.3243285,21131.9356,6.591980265,25457.82108
3/2/17,SPM,1.468,4821.873505,3.119317554,10245.88193,48.31368,6612.240393,3.509918158,11528.87014
3/2/17,DOC,5.82,19116.69196,6.752926727,22181.03438,135.1883108,18501.95657,6.359853408,20889.92414
3/3/17,SPM,1.456666667,4022.400551,1.705242616,4708.811558,44.24016,5090.149999,3.137943136,8665.032632
3/3/17,DOC,5.816666667,16061.98847,6.562725163,18122.13454,137.8628055,15862.11169,6.149440761,16980.90199
3/4/17,SPM,1.445333333,3511.380769,1.156803977,2810.409989,42.32616,4284.572885,2.902002939,7050.302569
3/4/17,DOC,5.813333333,14123.26582,5.430424417,13193.0036,138.6928536,14039.53583,6.015978032,14615.58319
3/5/17,SPM,1.434,3281.534488,1.954912037,4473.578291,40.7844,3888.755671,2.801714322,6411.382268
3/5/17,DOC,5.81,13295.47795,5.563086165,12730.44568,138.1413384,13171.65174,5.959248434,13637.01482
3/6/17,SPM,1.422666667,2988.382307,2.090952857,4392.15079,39.85248,3488.0051,2.668196386,5604.67962
3/6/17,DOC,5.806666667,12197.19302,5.427411641,11400.54891,138.7241685,12141.5432,5.883722227,12359.05207
3/7/17,SPM,1.411333333,2508.146675,1.942785374,3452.615029,38.08368,2820.012263,2.438305197,4333.226552
3/7/17,DOC,5.803333333,10313.37591,6.058581144,10766.98877,139.6224552,10338.73396,5.753681201,10225.13678
3/8/17,SPM,1.4,1615.079693,1.4,1615.079693,39.03144,1876.157325,1.995076676,2301.577018
3/8/17,DOC,5.8,6691.044442,5.8,6691.044442,138.0955968,6637.958155,5.502963059,6348.374205
3/9/17,SPM,1.405925926,1169.491844,1.802321488,1499.225701,36.48648,1264.606715,1.766326379,1469.283877
3/9/17,DOC,5.792592593,4818.45428,5.420270172,4508.745193,140.4676379,4868.551806,5.373567393,4469.896405
3/10/17,SPM,1.411851852,1149.430591,1.856138674,1511.13771,36.32544,1232.23422,1.753743901,1427.775079
3/10/17,DOC,5.785185185,4709.891352,5.405400588,4400.697414,141.1970978,4789.69823,5.366449946,4368.986538
3/11/17,SPM,1.417777778,1142.070999,1.814295335,1461.480155,36.00072,1208.328123,1.74763501,1407.782865
3/11/17,DOC,5.777777778,4654.207834,5.465011378,4402.263248,141.3714403,4744.990852,5.362994371,4320.084879
3/12/17,SPM,1.423703704,1178.999575,1.81471489,1502.804325,36.2436,1250.587607,1.76368991,1460.549445
3/12/17,DOC,5.77037037,4778.567476,5.415854064,4484.984918,142.038524,4901.047849,5.37207604,4448.731397
3/13/17,SPM,1.42962963,1359.55623,1.467827614,1395.881938,36.63432,1451.611924,1.851027484,1760.299238
3/13/17,DOC,5.762962963,5480.490918,5.554247823,5282.005966,141.5401354,5608.438979,5.421479706,5155.745488
3/14/17,SPM,1.435555556,1530.082318,1.688396382,1799.571908,36.864,1637.140709,1.932677122,2059.937756
3/14/17,DOC,5.755555556,6134.540563,5.695087001,6070.090347,140.3741235,6234.054689,5.467665916,5827.694308
3/15/17,SPM,1.441481481,2062.838463,3.207000507,4589.392289,41.8932,2497.977064,2.192285162,3137.279398
3/15/17,DOC,5.748148148,8225.912883,7.169062157,10259.31817,137.2864315,8186.014844,5.614516677,8034.678975
3/16/17,SPM,1.447407407,2356.375183,1.845927607,3005.164946,40.67616,2759.194747,2.332282029,3796.948575
3/16/17,DOC,5.740740741,9345.90976,6.481119474,10551.24425,138.819077,9416.544434,5.693707778,9269.340229
3/17/17,SPM,1.453333333,2264.47071,1.870561322,2914.562838,40.15344,2606.831674,2.282611249,3556.586914
3/17/17,DOC,5.733333333,8933.233075,6.631580895,10332.81241,138.9786723,9022.738897,5.665610837,8827.71316
3/18/17,SPM,1.459259259,2015.825037,1.518595719,2097.792597,38.80176,2233.369396,2.156990374,2979.672853
3/18/17,DOC,5.725925926,7909.810931,4.449237849,6146.190263,140.6232951,8094.059741,5.594551708,7728.3302
3/19/17,SPM,1.465185185,1765.715343,1.363493226,1643.164928,38.21568,1918.927303,2.031675358,2448.400645
3/19/17,DOC,5.718518519,6891.467366,5.656633692,6816.889089,141.6237351,7111.365075,5.523665593,6656.647356
3/20/17,SPM,1.471111111,1587.99289,1.637925449,1768.060854,37.29696,1677.510591,1.942347919,2096.670103
3/20/17,DOC,5.711111111,6164.866656,6.136233829,6623.765952,142.8975728,6427.124138,5.473136332,5907.984458
3/21/17,SPM,1.477037037,1677.5455,1.452483416,1649.658714,38.9364,1842.584765,1.982368169,2251.475568
3/21/17,DOC,5.703703704,6477.984128,5.985034289,6797.505471,141.7331902,6707.23069,5.495774322,6241.828236
3/22/17,SPM,1.482962963,1764.375092,1.069748251,1272.747342,38.58792,1912.937326,2.020763313,2404.230278
3/22/17,DOC,5.696296296,6777.244986,5.721426959,6807.144529,140.9379041,6986.781808,5.517493049,6564.511421
3/23/17,SPM,1.488888889,1657.877587,1.521804101,1694.528671,37.17288,1724.666547,1.966551323,2189.754647
3/23/17,DOC,5.688888889,6334.57705,6.227936611,6934.806619,142.3612483,6604.967991,5.486827312,6109.581509
3/24/17,SPM,1.494814815,1496.68441,1.395889184,1397.63505,36.74256,1532.854777,1.88675895,1889.118757
3/24/17,DOC,5.681481481,5688.587424,5.6,5607.004032,142.6659132,5951.847847,5.441691688,5448.497721
3/25/17,SPM,1.500740741,1362.620823,1.575815631,1430.786233,36.22512,1370.464972,1.820447102,1652.90317
3/25/17,DOC,5.674074074,5151.863526,5.507548181,5000.66376,143.7348193,5437.760735,5.404181504,4906.810383
3/26/17,SPM,1.506666667,1283.673086,1.737319956,1480.188631,34.2852,1217.118045,1.780660729,1517.11477
3/26/17,DOC,5.666666667,4827.973997,5.444002451,4638.265106,138.3992851,4913.148158,5.381675811,4585.163095
3/27/17,SPM,1.512592593,1260.159693,1.798069829,1497.994328,35.5176,1232.923088,1.767237753,1472.307742
3/27/17,DOC,5.659259259,4714.799245,5.421792987,4516.963141,144.510331,5016.389723,5.374082924,4477.215295
3/28/17,SPM,1.518518519,1270.376406,1.786622734,1494.669535,35.5044,1237.608441,1.769709316,1480.51995
3/28/17,DOC,5.651851852,4728.279015,5.425913099,4539.261063,144.9463864,5052.525079,5.375480997,4497.070104
3/29/17,SPM,1.524444444,1253.841209,1.833801713,1508.284651,35.07672,1202.09467,1.75968721,1447.326169
3/29/17,DOC,5.644444444,4642.502435,5.409118494,4448.949055,144.8658988,4964.618266,5.369811859,4416.619717
3/30/17,SPM,1.53037037,1224.325616,1.787702459,1430.196217,34.96848,1165.643914,1.743713381,1395.004111
3/30/17,DOC,5.637037037,4509.737626,5.50396515,4403.277567,144.9593058,4832.092576,5.360776048,4288.723543
3/31/17,SPM,1.536296296,1256.036036,1.850739907,1513.116983,34.87872,1188.164064,1.756192309,1435.817317
3/31/17,DOC,5.62962963,4602.639283,5.403206526,4417.521622,145.0040008,4939.646376,5.367834921,4388.602714
4/1/17,SPM,1.542222222,1324.221955,1.716729079,1474.061458,35.02128,1252.952482,1.785387849,1533.014993
4/1/17,DOC,5.622222222,4827.495024,5.451728084,4681.101024,145.9135241,5220.3321,5.384349769,4623.246946
4/2/17,SPM,1.548148148,1394.177805,1.595770444,1437.063847,34.86552,1308.249424,1.815172568,1634.645437
4/2/17,DOC,5.614814815,5056.396058,5.499311229,4952.379826,145.5900425,5462.935565,5.401197893,4864.024306
4/3/17,SPM,1.554074074,1584.805702,1.471210111,1500.303114,34.50384,1466.089554,1.89992686,1937.497686
4/3/17,DOC,5.607407407,5718.293216,5.6,5710.739328,145.4104467,6178.580033,5.449140293,5556.896388
4/4/17,SPM,1.56,1623.702413,1.56,1623.702413,34.45632,1494.305821,1.914897373,1993.091977
4/4/17,DOC,5.6,5828.675328,5.6,5828.675328,145.4236667,6306.751027,5.457608564,5680.469354
4/5/17,SPM,1.592857143,1596.785715,1.400753278,1404.208051,34.68336,1448.704247,1.887623094,1892.278667
4/5/17,DOC,5.596428571,5610.231424,5.6,5613.811661,144.7474343,6046.018112,5.442180503,5455.602923
4/6/17,SPM,1.625714286,1525.681094,1.497956065,1405.784072,34.41672,1345.791495,1.842129932,1728.780288
4/6/17,DOC,5.592857143,5248.718352,5.540841515,5199.903341,144.4825075,5649.676374,5.416446687,5083.162756
4/7/17,SPM,1.658571429,1506.005891,1.575686865,1430.745557,33.87024,1281.44368,1.820481495,1653.022481
4/7/17,DOC,5.589285714,5075.149053,5.507601711,5000.978843,144.0326297,5449.317839,5.404200959,4907.089525
4/8/17,SPM,1.691428571,1480.407025,1.667065284,1459.083286,33.90984,1236.636253,1.797184614,1572.969011
4/8/17,DOC,5.585714286,4888.844146,5.470796563,4788.263485,142.8564269,5209.739604,5.391022767,4718.442216
4/9/17,SPM,1.724285714,1188.274792,1.079190401,743.7136081,34.63056,994.3881195,1.664895089,1147.346318
4/9/17,DOC,5.582142857,3846.879661,6.010780618,4142.271221,142.3684925,4087.994464,5.316191427,3663.60181
4/10/17,SPM,1.757142857,833.6154824,1.719283784,815.6545585,37.30224,737.3647478,1.512257705,717.4382156
4/10/17,DOC,5.578571429,2646.559723,5.582969294,2648.646138,140.3525054,2774.390753,5.229850049,2481.120959
4/11/17,SPM,1.79,801.8115575,1.784070911,799.1556847,34.686,647.3844433,1.493437298,668.9694334
4/11/17,DOC,5.575,2497.262253,5.27200309,2361.537994,140.2796185,2618.198775,5.219204034,2337.887215
4/12/17,SPM,1.822857143,849.7657066,2.194135077,1022.845236,34.79424,675.8381125,1.50639823,702.2412929
4/12/17,DOC,5.571428571,2597.246282,5.760935966,2685.589401,139.3543306,2706.797669,5.226535559,2436.466675
4/13/17,SPM,1.855714286,878.9736321,1.722098173,815.6853118,34.20288,675.0192701,1.511719257,716.0376878
4/13/17,DOC,5.567857143,2637.259223,5.62523746,2664.437861,139.7840392,2758.741957,5.229545469,2477.015245
4/14/17,SPM,1.888571429,903.4029836,1.704800128,815.4955111,34.12896,680.236479,1.5150565,724.7311599
4/14/17,DOC,5.564285714,2661.690334,5.369362052,2568.4481,138.0233881,2750.993395,5.231433225,2502.469492
4/15/17,SPM,1.921428571,910.0872683,1.722122289,815.6855751,33.99696,670.9461066,1.511714651,716.0257101
4/15/17,DOC,5.560714286,2633.83992,5.625600726,2664.573471,138.4173687,2731.732325,5.229542864,2476.980123
4/16/17,SPM,1.954285714,916.3602939,1.739994749,815.8797294,34.09464,666.1209196,1.508335584,707.2552538
4/16/17,DOC,5.557142857,2605.732122,5.899917897,2766.458588,135.7570206,2652.340409,5.227631449,2451.224944
4/17/17,SPM,1.987142857,957.2468069,1.533093668,738.5221514,33.8676,679.7794264,1.517450369,730.9864588
4/17/17,DOC,5.553571429,2675.267406,5.430773965,2616.11339,135.82204,2726.17571,5.232787349,2520.739243
4/18/17,SPM,2.02,1033.201222,2.837834348,1451.51184,33.71184,718.4635787,1.538609247,786.97671
4/18/17,DOC,5.55,2838.745932,5.261287137,2691.073416,135.8778277,2895.815545,5.244756151,2682.618052
4/19/17,SPM,2.052857143,1058.105399,3.081188511,1588.138858,34.93944,750.3690288,1.541413446,794.4916649
4/19/17,DOC,5.546428571,2858.799033,5.189778976,2674.970916,133.4069609,2865.084607,5.246342384,2704.125428
4/20/17,SPM,2.085714286,1057.621571,2.418841917,1226.543542,42.02256,887.8646157,1.535476586,778.6076788
4/20/17,DOC,5.542857143,2810.665544,5.353674137,2714.734845,130.678134,2761.004833,5.24298412,2658.606281
4/21/17,SPM,2.118571429,1045.967934,1.477234399,729.3309966,38.90736,800.3791768,1.525976038,753.3954161
4/21/17,DOC,5.539285714,2734.821755,5.649208768,2789.092282,130.4626085,2683.799549,5.237610008,2585.880298
4/22/17,SPM,2.151428571,995.5927587,2.871946961,1329.019069,35.23776,679.4411544,1.503971748,695.9763395
4/22/17,DOC,5.535714286,2561.701155,5.595610833,2589.418817,131.7693638,2540.727012,5.225162987,2417.990772
4/23/17,SPM,2.184285714,966.8304975,1.498533198,663.2958263,35.98224,663.6175306,1.489663132,659.3696682
4/23/17,DOC,5.532142857,2448.692676,5.158195527,2283.17235,128.4597906,2369.173487,5.217069127,2309.231575
4/24/17,SPM,2.217142857,962.8872567,1.134638776,492.7644672,36.19608,654.9860643,1.483735975,644.3745645
4/24/17,DOC,5.528571429,2401.013971,4.981743188,2163.530878,127.9965241,2316.160743,5.213716351,2264.274951
4/25/17,SPM,2.25,947.1127176,0.718577072,302.4771038,35.09256,615.4927754,1.474244025,620.5667846
4/25/17,DOC,5.525,2325.687895,4.70498302,1980.51078,129.4468185,2270.383852,5.208347103,2192.396346
4/26/17,SPM,2.282857143,927.0522144,0.673740928,273.6014479,35.58624,602.1383974,1.46369072,594.3944969
4/26/17,DOC,5.521428571,2242.213272,4.734652739,1922.709145,129.1037009,2184.504335,5.202377484,2112.648872
4/27/17,SPM,2.315714286,903.9106974,0.818434406,319.4658423,36.08784,586.935257,1.452491118,566.9621107
4/27/17,DOC,5.517857143,2153.827927,4.96956479,1939.808725,128.1346181,2083.990757,5.19604228,2028.211438
4/28/17,SPM,2.348571429,993.2682976,0.769779658,325.5586445,35.73672,629.7472051,1.475655399,624.0907593
4/28/17,DOC,5.514285714,2332.126295,4.745680522,2007.064361,130.2927827,2296.000186,5.209145465,2203.07502
4/29/17,SPM,2.381428571,3163.561729,1.823175741,2421.961787,44.47248,2461.607803,2.119334697,2815.3883
4/29/17,DOC,5.510714286,7320.599501,4.815060622,6396.472137,127.8044133,7074.135308,5.573251271,7403.675523
4/30/17,SPM,2.414285714,5255.612294,2.03314095,4425.905564,48.94992,4439.922607,2.722456281,5926.462893
4/30/17,DOC,5.507142857,11988.39372,5.48354975,11937.03434,131.1079892,11891.93619,5.914415063,12874.97678
5/1/17,SPM,2.447142857,3798.996882,2.299327112,3569.524559,43.93128,2841.660756,2.278558923,3537.283579
5/1/17,DOC,5.503571429,8543.86193,6.276126063,9743.192258,133.7083181,8648.818801,5.663318584,8791.856829
5/2/17,SPM,2.48,3084.657569,2.48,3084.657569,40.89792,2119.55777,2.059184865,2561.242009
5/2/17,DOC,5.5,6840.974448,5.5,6840.974448,135.0804876,7000.622455,5.539226714,6889.765166
5/3/17,SPM,2.479512195,2715.057046,1.583095182,1733.483601,39.042,1781.285472,1.953398154,2138.96404
