station_name,datetime,CDOM_µg_L_corr_2022,Conductivity_mS_m,pH,Temp_C,Turbidity_NTU
Lundevannet,2019-01-24T08:50:00Z,66.52715688,NA,6.38,2.49,NA
Lundevannet,2019-01-24T09:50:00Z,67.54355907,NA,6.39,3.61,NA
Lundevannet,2019-01-24T10:50:00Z,66.53652767,NA,6.38,2.53,NA
Lundevannet,2019-01-24T11:50:00Z,66.410431,NA,6.38,2.57,NA
Lundevannet,2019-01-24T12:50:00Z,66.54968236,NA,6.37,2.55,NA
Lundevannet,2019-01-24T13:50:00Z,67.28258125,NA,6.37,2.57,NA
Lundevannet,2019-01-24T14:50:00Z,67.17718968,NA,6.37,2.52,NA
Lundevannet,2019-01-24T15:50:00Z,66.87753311,NA,6.37,2.47,NA
Lundevannet,2019-01-24T16:50:00Z,66.62059677,NA,6.38,2.42,NA
Lundevannet,2019-01-24T17:50:00Z,67.0466079,NA,6.38,2.47,NA
Lundevannet,2019-01-24T18:50:00Z,66.93066143,NA,6.38,2.48,NA
Lundevannet,2019-01-24T19:50:00Z,66.80144945,NA,6.37,2.47,NA
Lundevannet,2019-01-24T20:50:00Z,66.85583813,NA,6.37,2.45,NA
Lundevannet,2019-01-24T21:50:00Z,66.76894929,NA,6.38,2.44,NA
Lundevannet,2019-01-24T22:50:00Z,66.94275517,NA,6.37,2.46,NA
Lundevannet,2019-01-24T23:50:00Z,66.72907318,NA,6.37,2.45,NA
Lundevannet,2019-01-25T00:50:00Z,66.6530142,NA,6.37,2.45,NA
Lundevannet,2019-01-25T01:50:00Z,66.51689727,NA,6.37,2.41,NA
Lundevannet,2019-01-25T02:50:00Z,66.46243395,NA,6.37,2.43,NA
Lundevannet,2019-01-25T03:50:00Z,66.39866002,NA,6.38,2.41,NA
Lundevannet,2019-01-25T04:50:00Z,66.53521548,NA,6.37,2.38,NA
Lundevannet,2019-01-25T05:50:00Z,66.45165903,NA,6.39,2.42,NA
Lundevannet,2019-01-25T06:50:00Z,66.44088761,NA,6.37,2.41,NA
Lundevannet,2019-01-25T07:50:00Z,66.54783727,NA,6.38,2.47,NA
Lundevannet,2019-01-25T08:50:00Z,66.45337773,NA,6.37,2.5,NA
Lundevannet,2019-01-25T09:50:00Z,66.99601269,NA,6.39,3.59,NA
Lundevannet,2019-01-25T10:50:00Z,66.33653694,NA,6.37,2.58,NA
Lundevannet,2019-01-25T11:50:00Z,66.61419006,NA,6.37,2.68,NA
Lundevannet,2019-01-25T12:50:00Z,66.47671141,NA,6.38,2.6,NA
Lundevannet,2019-01-25T13:50:00Z,66.67730547,NA,6.37,2.66,NA
Lundevannet,2019-01-25T14:50:00Z,66.39281781,NA,6.37,2.64,NA
Lundevannet,2019-01-25T15:50:00Z,66.66918995,NA,6.37,2.59,NA
Lundevannet,2019-01-25T16:50:00Z,66.30420529,NA,6.37,2.55,NA
Lundevannet,2019-01-25T17:50:00Z,66.29192283,NA,6.37,2.46,NA
Lundevannet,2019-01-25T18:50:00Z,67.60686511,NA,6.37,2.58,NA
Lundevannet,2019-01-25T19:50:00Z,67.49580729,NA,6.37,2.61,NA
Lundevannet,2019-01-25T20:50:00Z,68.31354291,NA,6.37,2.53,NA
Lundevannet,2019-01-25T21:50:00Z,68.59278816,NA,6.37,2.53,NA
Lundevannet,2019-01-25T22:50:00Z,68.35849292,NA,6.37,2.54,NA
Lundevannet,2019-01-25T23:50:00Z,67.83136942,NA,6.37,2.63,NA
Lundevannet,2019-01-26T00:50:00Z,67.0079992,NA,6.38,2.59,NA
Lundevannet,2019-01-26T01:50:00Z,67.07332728,NA,6.38,2.58,NA
Lundevannet,2019-01-26T02:50:00Z,66.84483225,NA,6.38,2.51,NA
Lundevannet,2019-01-26T03:50:00Z,66.76894929,NA,6.38,2.44,NA
Lundevannet,2019-01-26T04:50:00Z,66.69661875,NA,6.38,2.42,NA
Lundevannet,2019-01-26T05:50:00Z,66.78976062,NA,6.38,2.35,NA
Lundevannet,2019-01-26T06:50:00Z,66.87187483,NA,6.38,2.27,NA
Lundevannet,2019-01-26T07:50:00Z,66.75970164,NA,6.38,2.33,NA
Lundevannet,2019-01-26T08:50:00Z,66.58583382,NA,6.37,2.2,NA
Lundevannet,2019-01-26T09:50:00Z,67.07400421,NA,6.39,3.07,NA
Lundevannet,2019-01-26T10:50:00Z,66.23774186,NA,6.36,2.15,NA
Lundevannet,2019-01-26T11:50:00Z,66.32107242,NA,6.37,2.11,NA
Lundevannet,2019-01-26T12:50:00Z,66.25539092,NA,6.37,2.08,NA
Lundevannet,2019-01-26T13:50:00Z,66.0660754,NA,6.37,2.06,NA
Lundevannet,2019-01-26T14:50:00Z,65.8892294,NA,6.36,2.02,NA
Lundevannet,2019-01-26T15:50:00Z,66.06772058,NA,6.37,2.03,NA
Lundevannet,2019-01-26T16:50:00Z,66.02408603,NA,6.36,2.06,NA
Lundevannet,2019-01-26T17:50:00Z,66.1300283,NA,6.36,2.12,NA
Lundevannet,2019-01-26T18:50:00Z,66.10932987,NA,6.36,2.14,NA
Lundevannet,2019-01-26T19:50:00Z,65.95179935,NA,6.36,2.15,NA
Lundevannet,2019-01-26T20:50:00Z,66.03814949,NA,6.36,2.16,NA
Lundevannet,2019-01-26T21:50:00Z,66.03814949,NA,6.36,2.16,NA
Lundevannet,2019-01-26T22:50:00Z,65.80484149,NA,6.36,2.17,NA
Lundevannet,2019-01-26T23:50:00Z,65.9641446,NA,6.37,2.13,NA
Lundevannet,2019-01-27T00:50:00Z,66.13164413,NA,6.37,2.09,NA
Lundevannet,2019-01-27T01:50:00Z,65.9714634,NA,6.37,2.05,NA
Lundevannet,2019-01-27T02:50:00Z,65.9496778,NA,6.36,1.99,NA
Lundevannet,2019-01-27T03:50:00Z,66.03522091,NA,6.37,1.96,NA
Lundevannet,2019-01-27T04:50:00Z,65.95084779,NA,6.36,1.92,NA
Lundevannet,2019-01-27T05:50:00Z,66.00559327,NA,6.36,1.94,NA
Lundevannet,2019-01-27T06:50:00Z,66.19135808,NA,6.36,2.02,NA
Lundevannet,2019-01-27T07:50:00Z,66.07489428,NA,6.35,1.95,NA
Lundevannet,2019-01-27T08:50:00Z,65.98436366,NA,6.36,1.92,NA
Lundevannet,2019-01-27T09:50:00Z,66.35122815,NA,6.37,2.68,NA
Lundevannet,2019-01-27T10:50:00Z,65.81501711,NA,6.35,1.76,NA
Lundevannet,2019-01-27T11:50:00Z,65.74855544,NA,6.34,1.8,NA
Lundevannet,2019-01-27T12:50:00Z,65.79036958,NA,6.35,1.8,NA
Lundevannet,2019-01-27T13:50:00Z,65.88899915,NA,6.35,1.83,NA
Lundevannet,2019-01-27T14:50:00Z,65.66275065,NA,6.35,1.79,NA
Lundevannet,2019-01-27T15:50:00Z,65.65839973,NA,6.34,1.77,NA
Lundevannet,2019-01-27T16:50:00Z,65.46421928,NA,6.35,1.8,NA
Lundevannet,2019-01-27T17:50:00Z,65.59152931,NA,6.35,1.77,NA
Lundevannet,2019-01-27T18:50:00Z,65.62311301,NA,6.35,1.8,NA
Lundevannet,2019-01-27T19:50:00Z,65.47472843,NA,6.35,1.81,NA
Lundevannet,2019-01-27T20:50:00Z,65.45606695,NA,6.34,1.84,NA
Lundevannet,2019-01-27T21:50:00Z,65.50867374,NA,6.34,1.89,NA
Lundevannet,2019-01-27T22:50:00Z,65.62592271,NA,6.34,1.89,NA
Lundevannet,2019-01-27T23:50:00Z,65.45413194,NA,6.34,1.87,NA
Lundevannet,2019-01-28T00:50:00Z,65.47709952,NA,6.34,1.86,NA
Lundevannet,2019-01-28T01:50:00Z,65.34529288,NA,6.34,1.87,NA
Lundevannet,2019-01-28T02:50:00Z,65.39108672,NA,6.34,1.81,NA
Lundevannet,2019-01-28T03:50:00Z,65.52681253,NA,6.33,1.78,NA
Lundevannet,2019-01-28T04:50:00Z,65.41404231,NA,6.33,1.8,NA
Lundevannet,2019-01-28T05:50:00Z,65.58129887,NA,6.33,1.8,NA
Lundevannet,2019-01-28T06:50:00Z,65.21133713,NA,6.33,1.87,NA
Lundevannet,2019-01-28T07:50:00Z,65.20928315,NA,6.32,1.9,NA
Lundevannet,2019-01-28T08:50:00Z,65.30578158,NA,6.32,1.96,NA
Lundevannet,2019-01-28T09:50:00Z,66.06070242,NA,6.34,2.82,NA
Lundevannet,2019-01-28T10:50:00Z,64.85935766,NA,6.32,1.95,NA
Lundevannet,2019-01-28T11:50:00Z,65.23877787,NA,6.32,2,NA
Lundevannet,2019-01-28T12:50:00Z,65.40925885,NA,6.32,2.13,NA
Lundevannet,2019-01-28T13:50:00Z,65.42019209,NA,6.32,2.22,NA
Lundevannet,2019-01-28T14:50:00Z,65.13391874,NA,6.32,2.14,NA
Lundevannet,2019-01-28T15:50:00Z,65.35836902,NA,6.32,2.01,NA
Lundevannet,2019-01-28T16:50:00Z,65.37238494,NA,6.32,1.84,NA
Lundevannet,2019-01-28T17:50:00Z,65.39501182,NA,6.32,1.75,NA
Lundevannet,2019-01-28T18:50:00Z,64.98161887,NA,6.32,1.65,NA
Lundevannet,2019-01-28T19:50:00Z,64.94038634,NA,6.32,1.49,NA
Lundevannet,2019-01-28T20:50:00Z,64.67840519,NA,6.32,1.47,NA
Lundevannet,2019-01-28T21:50:00Z,64.27133289,NA,6.32,1.43,NA
Lundevannet,2019-01-28T22:50:00Z,64.7225321,NA,6.32,1.4,NA
Lundevannet,2019-01-28T23:50:00Z,64.07315668,NA,6.31,1.35,NA
Lundevannet,2019-01-29T00:50:00Z,64.29698013,NA,6.31,1.22,NA
Lundevannet,2019-01-29T01:50:00Z,63.40931755,NA,6.31,1.26,NA
Lundevannet,2019-01-29T02:50:00Z,63.70319337,NA,6.32,1.28,NA
Lundevannet,2019-01-29T03:50:00Z,64.05669502,NA,6.31,1.22,NA
Lundevannet,2019-01-29T04:50:00Z,64.83352563,NA,6.31,1.21,NA
Lundevannet,2019-01-29T05:50:00Z,63.43634422,NA,6.31,1.18,NA
Lundevannet,2019-01-29T06:50:00Z,63.61938475,NA,6.31,1.23,NA
Lundevannet,2019-01-29T07:50:00Z,63.97383809,NA,6.31,1.22,NA
Lundevannet,2019-01-29T08:50:00Z,64.37106975,NA,6.31,1.26,NA
Lundevannet,2019-01-29T09:50:00Z,65.45261229,NA,6.33,1.98,NA
Lundevannet,2019-01-29T10:50:00Z,65.16099833,NA,6.31,1.67,NA
Lundevannet,2019-01-29T11:50:00Z,65.49814561,NA,6.3,1.88,NA
Lundevannet,2019-01-29T12:50:00Z,65.07310672,NA,6.3,1.97,NA
Lundevannet,2019-01-29T13:50:00Z,65.23263689,NA,6.3,2.09,NA
Lundevannet,2019-01-29T14:50:00Z,65.06255061,NA,6.3,2.04,NA
Lundevannet,2019-01-29T15:50:00Z,65.39013097,NA,6.3,2.08,NA
Lundevannet,2019-01-29T16:50:00Z,65.89070324,NA,6.3,2.14,NA
Lundevannet,2019-01-29T17:50:00Z,66.33102928,NA,6.3,2.19,NA
Lundevannet,2019-01-29T18:50:00Z,67.19318257,NA,6.31,2.24,NA
Lundevannet,2019-01-29T19:50:00Z,66.29199549,NA,6.3,2.24,NA
Lundevannet,2019-01-29T20:50:00Z,65.7152571,NA,6.3,2.26,NA
Lundevannet,2019-01-29T21:50:00Z,67.14994588,NA,6.31,2.27,NA
Lundevannet,2019-01-29T22:50:00Z,68.41552015,NA,6.31,2.34,NA
Lundevannet,2019-01-29T23:50:00Z,66.96094479,NA,6.31,2.29,NA
Lundevannet,2019-01-30T00:50:00Z,67.84521398,NA,6.31,2.32,NA
Lundevannet,2019-01-30T01:50:00Z,68.1649775,NA,6.31,2.22,NA
Lundevannet,2019-01-30T02:50:00Z,69.03787788,NA,6.32,2.21,3.66
Lundevannet,2019-01-30T03:50:00Z,69.92732996,NA,6.32,2.2,3.51
Lundevannet,2019-01-30T04:50:00Z,70.58575006,NA,6.33,2.15,3.49
Lundevannet,2019-01-30T05:50:00Z,71.25769033,NA,6.32,2.12,3.5
Lundevannet,2019-01-30T06:50:00Z,72.47801668,NA,6.32,2.15,3.38
Lundevannet,2019-01-30T07:50:00Z,73.41535581,NA,6.32,2.21,3.12
Lundevannet,2019-01-30T08:50:00Z,74.44960071,NA,6.32,2.23,3.02
Lundevannet,2019-01-30T09:50:00Z,77.70163737,NA,6.34,3.17,3.09
Lundevannet,2019-01-30T10:50:00Z,75.6087151,NA,6.32,2.2,2.6
Lundevannet,2019-01-30T11:50:00Z,76.40439164,NA,6.32,2.19,2.51
Lundevannet,2019-01-30T12:50:00Z,76.58810689,NA,6.32,2.08,2.45
Lundevannet,2019-01-30T13:50:00Z,77.44427984,NA,6.32,2.14,2.46
Lundevannet,2019-01-30T14:50:00Z,78.39014605,NA,6.33,2.11,2.49
Lundevannet,2019-01-30T15:50:00Z,78.93212026,NA,6.32,2.1,2.54
Lundevannet,2019-01-30T16:50:00Z,79.16872189,NA,6.32,2.18,2.59
Lundevannet,2019-01-30T17:50:00Z,79.38828716,NA,6.32,2.22,2.87
Lundevannet,2019-01-30T18:50:00Z,79.25250853,NA,6.32,2.16,2.59
Lundevannet,2019-01-30T19:50:00Z,79.16872189,NA,6.32,2.18,2.82
Lundevannet,2019-01-30T20:50:00Z,79.27005219,NA,6.33,2.2,2.61
Lundevannet,2019-01-30T21:50:00Z,79.24076874,NA,6.33,2.21,2.65
Lundevannet,2019-01-30T22:50:00Z,79.02652696,NA,6.33,2.24,2.65
Lundevannet,2019-01-30T23:50:00Z,78.82439154,NA,6.33,2.24,2.66
Lundevannet,2019-01-31T00:50:00Z,78.3698662,NA,6.33,2.32,2.69
Lundevannet,2019-01-31T01:50:00Z,78.14639445,NA,6.33,2.25,2.71
Lundevannet,2019-01-31T02:50:00Z,77.80551736,NA,6.34,2.2,2.73
Lundevannet,2019-01-31T03:50:00Z,77.35100654,NA,6.33,2.2,2.73
Lundevannet,2019-01-31T04:50:00Z,76.68796849,NA,6.34,2.12,2.75
Lundevannet,2019-01-31T05:50:00Z,76.24245032,NA,6.34,2.12,2.8
Lundevannet,2019-01-31T06:50:00Z,76.0723153,NA,6.34,2.18,2.8
Lundevannet,2019-01-31T07:50:00Z,75.56495789,NA,6.34,2.24,2.78
Lundevannet,2019-01-31T08:50:00Z,74.83803613,NA,6.34,2.21,2.8
Lundevannet,2019-01-31T09:50:00Z,75.37671582,NA,6.36,3.15,3.04
Lundevannet,2019-01-31T10:50:00Z,73.07851773,NA,6.33,2.16,2.96
Lundevannet,2019-01-31T11:50:00Z,72.2561017,NA,6.34,2.14,3.16
Lundevannet,2019-01-31T12:50:00Z,71.89133322,NA,6.34,2.13,2.96
Lundevannet,2019-01-31T13:50:00Z,71.4258104,NA,6.34,2.12,3
Lundevannet,2019-01-31T14:50:00Z,71.04830412,NA,6.33,2.15,2.98
Lundevannet,2019-01-31T15:50:00Z,70.37800847,NA,6.33,2.13,3.04
Lundevannet,2019-01-31T16:50:00Z,70.03095678,NA,6.33,2.18,3.06
Lundevannet,2019-01-31T17:50:00Z,69.24854831,NA,6.34,2.15,3.07
Lundevannet,2019-01-31T18:50:00Z,69.06253993,NA,6.33,2.3,3.09
Lundevannet,2019-01-31T19:50:00Z,68.14494901,NA,6.33,2.5,3.07
Lundevannet,2019-01-31T20:50:00Z,66.97533498,NA,6.33,2.56,3.05
Lundevannet,2019-01-31T21:50:00Z,66.41293647,NA,6.34,2.69,3.04
Lundevannet,2019-01-31T22:50:00Z,65.63901885,NA,6.34,2.72,3.1
Lundevannet,2019-01-31T23:50:00Z,64.81980996,NA,6.35,2.74,3.04
Lundevannet,2019-02-01T00:50:00Z,64.28686658,NA,6.35,2.75,3.46
Lundevannet,2019-02-01T01:50:00Z,60.56861008,NA,6.35,2.76,2.98
Lundevannet,2019-02-01T02:50:00Z,NA,NA,6.35,2.65,1.71
Lundevannet,2019-02-01T03:50:00Z,61.24824197,NA,6.36,2.59,1.72
Lundevannet,2019-02-01T04:50:00Z,61.53703133,NA,6.36,2.54,2.27
Lundevannet,2019-02-01T05:50:00Z,61.58703106,NA,6.36,2.48,1.95
Lundevannet,2019-02-01T06:50:00Z,62.00615292,NA,6.36,2.51,1.73
Lundevannet,2019-02-01T07:50:00Z,61.57396494,NA,6.36,2.45,2.35
Lundevannet,2019-02-01T08:50:00Z,62.53568637,NA,6.36,2.44,1.76
Lundevannet,2019-02-01T09:50:00Z,63.81971163,NA,6.38,3.55,2.02
Lundevannet,2019-02-01T10:50:00Z,63.65291023,NA,6.35,2.45,1.75
Lundevannet,2019-02-01T11:50:00Z,63.21345838,NA,6.35,2.45,1.73
Lundevannet,2019-02-01T12:50:00Z,63.4662234,NA,6.35,2.4,1.75
Lundevannet,2019-02-01T13:50:00Z,63.4662234,NA,6.35,2.4,1.73
Lundevannet,2019-02-01T14:50:00Z,63.47389707,NA,6.35,2.35,1.79
Lundevannet,2019-02-01T15:50:00Z,63.06003402,NA,6.35,2.3,2.59
Lundevannet,2019-02-01T16:50:00Z,63.47680866,NA,6.35,2.32,1.9
Lundevannet,2019-02-01T17:50:00Z,63.48814655,NA,6.35,2.29,1.86
Lundevannet,2019-02-01T18:50:00Z,63.68763903,NA,6.34,2.32,1.87
Lundevannet,2019-02-01T19:50:00Z,63.68014334,NA,6.34,2.28,1.87
Lundevannet,2019-02-01T20:50:00Z,63.6464323,NA,6.34,2.28,1.85
Lundevannet,2019-02-01T21:50:00Z,63.63987074,NA,6.34,2.29,1.85
Lundevannet,2019-02-01T22:50:00Z,63.85630333,NA,6.34,2.32,1.85
Lundevannet,2019-02-01T23:50:00Z,63.8712649,NA,6.34,2.31,1.84
Lundevannet,2019-02-02T00:50:00Z,63.89465212,NA,6.34,2.3,1.84
Lundevannet,2019-02-02T01:50:00Z,64.0184631,NA,6.33,2.33,1.84
Lundevannet,2019-02-02T02:50:00Z,63.79537825,NA,6.33,2.31,1.84
Lundevannet,2019-02-02T03:50:00Z,64.01918123,NA,6.34,2.29,1.88
Lundevannet,2019-02-02T04:50:00Z,63.99847396,NA,6.34,2.27,1.9
Lundevannet,2019-02-02T05:50:00Z,64.08855329,NA,6.34,2.3,1.9
Lundevannet,2019-02-02T06:50:00Z,64.05994426,NA,6.34,2.37,1.91
Lundevannet,2019-02-02T07:50:00Z,64.26053589,NA,6.34,2.36,1.88
Lundevannet,2019-02-02T08:50:00Z,64.26306592,NA,6.34,2.33,1.87
Lundevannet,2019-02-02T09:50:00Z,64.41375003,NA,6.35,3.34,2.33
Lundevannet,2019-02-02T10:50:00Z,64.0937728,NA,6.34,2.24,1.97
Lundevannet,2019-02-02T11:50:00Z,64.31472691,NA,6.34,2.25,1.91
Lundevannet,2019-02-02T12:50:00Z,64.21814897,NA,6.34,2.23,1.87
Lundevannet,2019-02-02T13:50:00Z,64.23891388,NA,6.34,2.25,1.85
Lundevannet,2019-02-02T14:50:00Z,64.0834138,NA,6.34,2.23,1.84
Lundevannet,2019-02-02T15:50:00Z,64.07373974,NA,6.34,2.18,1.82
Lundevannet,2019-02-02T16:50:00Z,63.98044269,NA,6.34,2.22,1.85
Lundevannet,2019-02-02T17:50:00Z,64.06008356,NA,6.34,2.24,1.86
Lundevannet,2019-02-02T18:50:00Z,64.24930137,NA,6.34,2.26,1.8
Lundevannet,2019-02-02T19:50:00Z,64.19288612,NA,6.34,2.23,1.8
Lundevannet,2019-02-02T20:50:00Z,64.35634611,NA,6.34,2.29,1.82
Lundevannet,2019-02-02T21:50:00Z,64.35634611,NA,6.34,2.29,1.83
Lundevannet,2019-02-02T22:50:00Z,64.37717591,NA,6.34,2.31,1.83
Lundevannet,2019-02-02T23:50:00Z,64.34294019,NA,6.34,2.35,1.84
Lundevannet,2019-02-03T00:50:00Z,64.31512392,NA,6.34,2.38,1.83
Lundevannet,2019-02-03T01:50:00Z,64.54707447,NA,6.33,2.4,1.81
Lundevannet,2019-02-03T02:50:00Z,64.4397463,NA,6.33,2.37,1.85
Lundevannet,2019-02-03T03:50:00Z,64.38759587,NA,6.34,2.32,1.86
Lundevannet,2019-02-03T04:50:00Z,64.54745095,NA,6.34,2.36,1.84
Lundevannet,2019-02-03T05:50:00Z,64.48436942,NA,6.34,2.34,1.85
Lundevannet,2019-02-03T06:50:00Z,64.51570671,NA,6.34,2.37,1.87
Lundevannet,2019-02-03T07:50:00Z,64.61901478,NA,6.34,2.38,1.87
Lundevannet,2019-02-03T08:50:00Z,64.44730396,NA,6.34,2.45,1.88
Lundevannet,2019-02-03T09:50:00Z,65.12112982,NA,6.35,3.68,2.47
Lundevannet,2019-02-03T10:50:00Z,64.70204803,NA,6.33,2.58,1.97
Lundevannet,2019-02-03T11:50:00Z,64.70437191,NA,6.34,2.55,1.93
Lundevannet,2019-02-03T12:50:00Z,64.69357917,NA,6.34,2.58,1.89
Lundevannet,2019-02-03T13:50:00Z,64.65185432,NA,6.34,2.5,1.9
Lundevannet,2019-02-03T14:50:00Z,64.63996011,NA,6.34,2.4,1.88
Lundevannet,2019-02-03T15:50:00Z,64.5826195,NA,6.34,2.2,1.84
Lundevannet,2019-02-03T16:50:00Z,64.62802008,NA,6.34,2.05,1.89
Lundevannet,2019-02-03T17:50:00Z,64.67897836,NA,6.33,1.97,1.92
Lundevannet,2019-02-03T18:50:00Z,64.48535565,NA,6.33,1.84,1.88
Lundevannet,2019-02-03T19:50:00Z,64.42084292,NA,6.33,1.81,1.89
Lundevannet,2019-02-03T20:50:00Z,64.41339675,NA,6.32,1.73,1.88
Lundevannet,2019-02-03T21:50:00Z,64.24745756,NA,6.32,1.65,1.87
Lundevannet,2019-02-03T22:50:00Z,64.21719338,NA,6.32,1.58,1.86
Lundevannet,2019-02-03T23:50:00Z,64.01980693,NA,6.32,1.55,1.89
Lundevannet,2019-02-04T00:50:00Z,64.13449511,NA,6.31,1.54,1.85
Lundevannet,2019-02-04T01:50:00Z,64.20692398,NA,6.31,1.57,1.85
Lundevannet,2019-02-04T02:50:00Z,64.44570697,NA,6.31,1.64,1.84
Lundevannet,2019-02-04T03:50:00Z,64.33037398,NA,6.31,1.69,1.82
Lundevannet,2019-02-04T04:50:00Z,63.97140615,NA,6.31,1.69,1.8
Lundevannet,2019-02-04T05:50:00Z,63.99264026,NA,6.3,1.67,1.82
Lundevannet,2019-02-04T06:50:00Z,64.05212843,NA,6.3,1.85,1.81
Lundevannet,2019-02-04T07:50:00Z,63.97532096,NA,6.3,1.93,1.82
Lundevannet,2019-02-04T08:50:00Z,63.72023121,NA,6.3,2,1.84
Lundevannet,2019-02-04T09:50:00Z,64.43859178,NA,6.31,3.04,3.23
Lundevannet,2019-02-04T10:50:00Z,64.2756793,NA,6.29,2.18,1.94
Lundevannet,2019-02-04T11:50:00Z,63.82300153,NA,6.3,2.1,1.84
Lundevannet,2019-02-04T12:50:00Z,64.18776367,NA,6.3,2.29,1.83
Lundevannet,2019-02-04T13:50:00Z,64.17748887,NA,6.3,2.41,1.85
Lundevannet,2019-02-04T14:50:00Z,64.4159593,NA,6.3,2.42,1.82
Lundevannet,2019-02-04T15:50:00Z,64.39859238,NA,6.31,2.46,1.84
Lundevannet,2019-02-04T16:50:00Z,64.18178433,NA,6.31,2.13,1.82
Lundevannet,2019-02-04T17:50:00Z,64.47677726,NA,6.33,2.26,1.82
Lundevannet,2019-02-04T18:50:00Z,64.51249958,NA,6.33,2.48,1.79
Lundevannet,2019-02-04T19:50:00Z,64.42749363,NA,6.34,2.52,1.79
Lundevannet,2019-02-04T20:50:00Z,64.4996129,NA,6.33,2.5,1.79
Lundevannet,2019-02-04T21:50:00Z,64.44886576,NA,6.34,2.5,1.79
Lundevannet,2019-02-04T22:50:00Z,64.46821735,NA,6.34,2.47,1.78
Lundevannet,2019-02-04T23:50:00Z,64.27260856,NA,6.34,2.25,1.82
Lundevannet,2019-02-05T00:50:00Z,64.29088495,NA,6.35,2.3,1.79
Lundevannet,2019-02-05T01:50:00Z,64.50485372,NA,6.35,2.4,1.79
Lundevannet,2019-02-05T02:50:00Z,64.72618686,NA,6.35,2.45,1.78
Lundevannet,2019-02-05T03:50:00Z,64.7366871,NA,6.35,2.46,1.76
Lundevannet,2019-02-05T04:50:00Z,64.65043786,NA,6.36,2.41,1.77
Lundevannet,2019-02-05T05:50:00Z,64.66325687,NA,6.36,2.39,1.78
Lundevannet,2019-02-05T06:50:00Z,64.63589761,NA,6.35,2.38,1.81
Lundevannet,2019-02-05T07:50:00Z,64.61901478,NA,6.35,2.38,1.82
Lundevannet,2019-02-05T08:50:00Z,64.57716482,NA,6.36,2.34,1.82
Lundevannet,2019-02-05T09:50:00Z,65.10178484,NA,6.37,3.55,2.82
Lundevannet,2019-02-05T10:50:00Z,64.13132948,NA,6.44,2,1.03
Lundevannet,2019-02-05T11:50:00Z,64.50967726,NA,6.43,2.34,1.03
Lundevannet,2019-02-05T12:50:00Z,64.349865,NA,6.43,2.47,1.03
Lundevannet,2019-02-05T13:50:00Z,64.41257137,NA,6.42,2.53,1.05
Lundevannet,2019-02-05T14:50:00Z,64.37075355,NA,6.43,2.49,1.06
Lundevannet,2019-02-05T15:50:00Z,64.19619279,NA,6.42,2.29,1.07
Lundevannet,2019-02-05T16:50:00Z,64.20913385,NA,6.42,2.27,1.07
Lundevannet,2019-02-05T17:50:00Z,63.97468721,NA,6.42,2.19,1.06
Lundevannet,2019-02-05T18:50:00Z,63.9119638,NA,6.42,2.17,1.07
Lundevannet,2019-02-05T19:50:00Z,63.78938836,NA,6.42,2.1,1.05
Lundevannet,2019-02-05T20:50:00Z,63.8758451,NA,6.41,1.98,1.06
Lundevannet,2019-02-05T21:50:00Z,63.88583206,NA,6.41,1.9,1.06
Lundevannet,2019-02-05T22:50:00Z,63.83723477,NA,6.41,1.82,1.06
Lundevannet,2019-02-05T23:50:00Z,64.05857741,NA,6.4,1.84,1.05
Lundevannet,2019-02-06T00:50:00Z,63.85076821,NA,6.41,1.67,1.04
Lundevannet,2019-02-06T01:50:00Z,63.79235031,NA,6.41,1.67,1.06
Lundevannet,2019-02-06T02:50:00Z,63.87122908,NA,6.41,1.69,1.05
Lundevannet,2019-02-06T03:50:00Z,63.68385992,NA,6.4,1.67,1.04
Lundevannet,2019-02-06T04:50:00Z,63.43859534,NA,6.4,1.79,1.05
Lundevannet,2019-02-06T05:50:00Z,63.46991228,NA,6.4,1.87,1.05
Lundevannet,2019-02-06T06:50:00Z,63.52094742,NA,6.4,1.92,1.04
Lundevannet,2019-02-06T07:50:00Z,63.58144618,NA,6.4,1.93,1.04
Lundevannet,2019-02-06T08:50:00Z,63.64094954,NA,6.39,2.07,1.04
Lundevannet,2019-02-06T09:50:00Z,64.55914669,NA,6.42,3.38,1.34
Lundevannet,2019-02-06T10:50:00Z,64.35636159,NA,6.39,2.12,1.03
Lundevannet,2019-02-06T11:50:00Z,64.22874517,NA,6.39,2.37,1.03
Lundevannet,2019-02-06T12:50:00Z,64.20282542,NA,6.4,2.41,1.04
Lundevannet,2019-02-06T13:50:00Z,64.41396337,NA,6.4,2.41,1.03
Lundevannet,2019-02-06T14:50:00Z,64.25546844,NA,6.4,2.42,1.02
Lundevannet,2019-02-06T15:50:00Z,64.27796408,NA,6.4,2.32,1.01
Lundevannet,2019-02-06T16:50:00Z,64.20342503,NA,6.4,2.37,1.01
Lundevannet,2019-02-06T17:50:00Z,64.41396337,NA,6.41,2.41,1.04
Lundevannet,2019-02-06T18:50:00Z,64.22423228,NA,6.4,2.39,1.04
Lundevannet,2019-02-06T19:50:00Z,64.29931544,NA,6.41,2.3,1.04
Lundevannet,2019-02-06T20:50:00Z,64.16505104,NA,6.4,2.26,1
Lundevannet,2019-02-06T21:50:00Z,64.22598664,NA,6.4,2.27,1.01
Lundevannet,2019-02-06T22:50:00Z,64.42731331,NA,6.4,2.35,1.01
