datetime,FDOM,Turbidity,Q,Event_no
2019-05-25 12:00:00+00:00,24.37,8.19,211.7075,2
2019-05-25 13:00:00+00:00,24.08,8.57,210.1415,2
2019-05-25 14:00:00+00:00,23.74,8.99,208.2615,2
2019-05-25 15:00:00+00:00,23.74,10.15,206.6633,2
2019-05-25 16:00:00+00:00,23.79,7.66,205.0273,2
2019-05-25 17:00:00+00:00,23.69,8.21,203.3968,2
2019-05-25 18:00:00+00:00,23.98,8.7,202.3593,2
2019-05-25 19:00:00+00:00,24.18,6.86,201.1898,2
2019-05-25 20:00:00+00:00,24.32,7.64,200.0688,2
2019-05-25 21:00:00+00:00,24.57,6.85,198.5943,2
2019-05-25 22:00:00+00:00,25.01,7.77,197.1695,2
2019-05-25 23:00:00+00:00,24.96,6.46,196.2376,2
2019-05-26 00:00:00+00:00,25.15,5.99,195.0432,2
2019-05-26 01:00:00+00:00,24.86,7.31,194.0725,2
2019-05-26 02:00:00+00:00,25.01,6.33,192.9729,2
2019-05-26 03:00:00+00:00,25.01,6.24,191.964,2
2019-05-26 04:00:00+00:00,25.01,7.07,191.1765,2
2019-05-26 05:00:00+00:00,24.52,10.07,190.2162,2
2019-05-26 06:00:00+00:00,24.52,8.43,189.5196,2
2019-05-26 07:00:00+00:00,24.27,6.54,188.6074,2
2019-05-26 08:00:00+00:00,24.13,5.97,187.6974,2
2019-05-26 09:00:00+00:00,24.13,6.44,186.5309,2
2019-05-26 10:00:00+00:00,23.98,7.43,184.9818,2
2019-05-26 11:00:00+00:00,23.79,6.51,183.696,2
2019-05-26 12:00:00+00:00,23.35,5.39,182.0314,2
2019-05-26 13:00:00+00:00,23.3,7.08,180.8413,2
2019-05-26 14:00:00+00:00,23.1,7.2,179.8246,2
2019-05-26 15:00:00+00:00,22.81,5.94,178.7689,2
2019-05-26 16:00:00+00:00,22.95,6.13,177.5904,2
2019-05-26 17:00:00+00:00,23.1,5.64,176.2068,2
2019-05-26 18:00:00+00:00,23.1,4.89,174.9958,2
2019-05-26 19:00:00+00:00,23,5.51,173.7887,2
2019-05-26 20:00:00+00:00,23.1,6.18,172.7937,2
2019-05-26 21:00:00+00:00,23.1,7.87,171.8013,2
2019-05-26 22:00:00+00:00,23.2,5.77,170.8534,2
2019-05-26 23:00:00+00:00,23.49,4.21,169.867,2
2019-05-27 00:00:00+00:00,23.3,4.78,169.334,2
2019-05-27 01:00:00+00:00,23.49,5.6,169.1702,2
2019-05-27 02:00:00+00:00,23.64,5.86,169.5799,2
2019-05-27 03:00:00+00:00,23.54,4.88,170.0722,2
2019-05-27 04:00:00+00:00,23.79,9.96,170.7709,2
2019-05-27 05:00:00+00:00,23.2,4.33,170.9766,2
2019-05-27 06:00:00+00:00,22.95,5.17,170.9766,2
2019-05-27 07:00:00+00:00,22.71,6.23,170.6475,2
2019-05-27 08:00:00+00:00,22.47,5.93,169.9491,2
2019-05-27 09:00:00+00:00,22.08,5.64,169.0066,2
2019-05-27 10:00:00+00:00,21.68,5.02,168.0669,2
2019-05-27 11:00:00+00:00,21.73,5.31,167.0894,2
2019-05-27 12:00:00+00:00,22.12,6.09,166.1147,2
2019-05-27 13:00:00+00:00,21.83,5.77,165.0221,2
2019-05-27 14:00:00+00:00,22.03,6.23,163.9733,2
2019-05-27 15:00:00+00:00,21.88,5.69,163.0486,2
2019-05-27 16:00:00+00:00,21.54,5.36,162.3269,2
2019-05-27 17:00:00+00:00,21.98,5.17,161.6468,2
2019-05-27 18:00:00+00:00,21.59,5.84,160.8089,2
2019-05-27 19:00:00+00:00,22.08,6.73,160.2913,2
2019-05-27 20:00:00+00:00,22.12,6.94,159.8541,2
2019-05-27 21:00:00+00:00,22.17,6.59,159.6158,2
2019-05-27 22:00:00+00:00,22.12,6.49,159.4174,2
2019-05-27 23:00:00+00:00,22.42,6.2,159.0607,2
2019-05-28 00:00:00+00:00,22.47,6.02,159.0211,2
2019-05-28 01:00:00+00:00,22.32,8.09,159.0607,2
2019-05-28 02:00:00+00:00,22.66,9.14,159.1795,2
2019-05-28 03:00:00+00:00,22.52,6.11,159.1399,2
2019-05-28 04:00:00+00:00,22.47,5.92,159.0211,2
2019-05-28 05:00:00+00:00,22.12,9.47,158.7836,2
2019-05-28 06:00:00+00:00,21.88,6.47,158.388,2
2019-05-28 07:00:00+00:00,21.88,8.05,158.388,2
2019-05-28 08:00:00+00:00,21.73,7.61,158.072,2
2019-05-28 09:00:00+00:00,22.52,6.15,157.6774,2
2019-05-28 10:00:00+00:00,21.49,6.28,157.0473,2
2019-05-28 11:00:00+00:00,21.1,6.08,156.1439,2
2019-05-28 12:00:00+00:00,21.59,6.48,155.4384,2
2019-05-28 13:00:00+00:00,21.44,3.73,155.0865,2
2019-05-28 14:00:00+00:00,21.49,6.45,154.7349,2
2019-05-28 15:00:00+00:00,21.54,6.56,154.228,2
2019-05-28 16:00:00+00:00,21.39,5.78,153.7217,3
2019-05-28 17:00:00+00:00,21.73,7.52,153.7996,3
2019-05-28 18:00:00+00:00,22.17,6.23,153.8774,3
2019-05-28 19:00:00+00:00,22.27,7.38,154.1111,3
2019-05-28 20:00:00+00:00,22.86,7.5,154.696,3
2019-05-28 21:00:00+00:00,22.17,6.45,155.6735,3
2019-05-28 22:00:00+00:00,22.81,7.62,157.0479,3
2019-05-28 23:00:00+00:00,23.15,6.06,158.9029,3
2019-05-29 00:00:00+00:00,23.35,6.15,161.1694,3
2019-05-29 01:00:00+00:00,23.44,7.07,164.1764,3
2019-05-29 02:00:00+00:00,23.39,7.69,167.2534,3
2019-05-29 03:00:00+00:00,23.3,7.29,170.0327,3
2019-05-29 04:00:00+00:00,23.3,7.31,172.7535,3
2019-05-29 05:00:00+00:00,23.1,7.09,175.6649,3
2019-05-29 06:00:00+00:00,23.1,8.46,178.6436,3
2019-05-29 07:00:00+00:00,23.2,8.61,181.4373,3
2019-05-29 08:00:00+00:00,23.25,9.43,185.07,3
2019-05-29 09:00:00+00:00,23.44,6.91,188.6087,3
2019-05-29 10:00:00+00:00,23.64,7.74,191.7908,3
2019-05-29 11:00:00+00:00,23.64,7.97,195.0002,3
2019-05-29 12:00:00+00:00,23.49,8.2,198.3289,3
2019-05-29 13:00:00+00:00,23.15,5.13,202.3164,3
2019-05-29 14:00:00+00:00,22.81,7.16,206.5753,3
2019-05-29 15:00:00+00:00,22.81,12.68,210.4189,3
2019-05-29 16:00:00+00:00,22.71,8.28,214.2093,3
2019-05-29 17:00:00+00:00,23.05,9.34,218.4589,3
2019-05-29 18:00:00+00:00,23.59,7.75,223.5115,3
2019-05-29 19:00:00+00:00,23.79,7.31,229.5428,3
2019-05-29 20:00:00+00:00,23.98,7.73,237.032,3
2019-05-29 21:00:00+00:00,24.13,8.44,245.7405,3
2019-05-29 22:00:00+00:00,24.27,9.56,253.6546,3
2019-05-29 23:00:00+00:00,24.52,9.25,262.7385,3
2019-05-30 00:00:00+00:00,24.57,8.08,272.8373,3
2019-05-30 01:00:00+00:00,24.86,9.09,284.3279,3
2019-05-30 02:00:00+00:00,25.1,9.73,296.5116,3
2019-05-30 03:00:00+00:00,25.79,9.79,309.6493,3
2019-05-30 04:00:00+00:00,25.74,11.26,324.0164,3
2019-05-30 05:00:00+00:00,26.23,9.96,337.8952,3
2019-05-30 06:00:00+00:00,26.37,13.94,350.6345,3
2019-05-30 07:00:00+00:00,26.23,11.71,362.2115,3
2019-05-30 08:00:00+00:00,26.32,20.69,371.9902,3
2019-05-30 09:00:00+00:00,26.42,15.61,380.0165,3
2019-05-30 10:00:00+00:00,27.06,17.51,387.242,3
2019-05-30 11:00:00+00:00,27.16,19.19,393.19,3
2019-05-30 12:00:00+00:00,27.35,21.58,398.2167,3
2019-05-30 13:00:00+00:00,28.28,18.77,402.6265,3
2019-05-30 14:00:00+00:00,29.01,23.7,406.1542,3
2019-05-30 15:00:00+00:00,28.18,22.1,408.4472,3
2019-05-30 16:00:00+00:00,28.57,29.12,409.4258,3
2019-05-30 17:00:00+00:00,28.77,26.17,409.0697,3
2019-05-30 18:00:00+00:00,29.55,28.75,407.914,3
2019-05-30 19:00:00+00:00,30.28,34.93,405.2504,3
2019-05-30 20:00:00+00:00,30.57,24.5,402.821,3
2019-05-30 21:00:00+00:00,31.36,31.4,399.2514,3
2019-05-30 22:00:00+00:00,31.21,31.17,395.5694,3
2019-05-30 23:00:00+00:00,32.38,30.27,391.3286,3
2019-05-31 00:00:00+00:00,32.58,32.69,386.7943,3
2019-05-31 01:00:00+00:00,32.97,26.84,382.1609,3
2019-05-31 02:00:00+00:00,33.21,29.75,377.5578,3
2019-05-31 03:00:00+00:00,33.16,23.38,372.6721,3
2019-05-31 04:00:00+00:00,33.06,22.19,367.8825,3
2019-05-31 05:00:00+00:00,33.16,21.28,362.6337,3
2019-05-31 06:00:00+00:00,32.38,19.14,357.7302,3
2019-05-31 07:00:00+00:00,32.19,16.85,352.4384,3
2019-05-31 08:00:00+00:00,32.04,16.03,347.1283,3
2019-05-31 09:00:00+00:00,31.6,17.58,342.0399,3
2019-05-31 10:00:00+00:00,31.11,16.5,336.992,3
2019-05-31 11:00:00+00:00,30.43,15.95,331.6322,3
2019-05-31 12:00:00+00:00,29.5,18.22,326.2015,3
2019-05-31 13:00:00+00:00,29.55,16.43,321.4526,3
2019-05-31 14:00:00+00:00,29.06,13.8,316.9128,3
2019-05-31 15:00:00+00:00,28.72,15.17,312.7484,3
2019-05-31 16:00:00+00:00,28.47,18.13,309.2342,3
2019-05-31 17:00:00+00:00,27.94,13.12,305.5743,3
2019-05-31 18:00:00+00:00,27.94,13.66,302.1027,3
2019-05-31 19:00:00+00:00,27.45,14.27,299.3199,3
2019-05-31 20:00:00+00:00,28.08,18.4,296.5505,3
2019-05-31 21:00:00+00:00,27.59,11.21,293.9046,3
2019-05-31 22:00:00+00:00,27.55,13.08,291.4905,3
2019-05-31 23:00:00+00:00,27.4,14.3,289.087,3
2019-06-01 00:00:00+00:00,27.16,12.4,286.7484,3
2019-06-01 01:00:00+00:00,26.91,18.23,284.8521,3
2019-06-01 02:00:00+00:00,26.67,11.99,283.0709,3
2019-06-01 03:00:00+00:00,26.23,11.41,281.0805,3
2019-06-01 04:00:00+00:00,26.08,10.38,278.8838,3
2019-06-01 05:00:00+00:00,28.13,13.87,277.1223,3
2019-06-01 06:00:00+00:00,25.79,12.32,274.8361,3
2019-06-01 07:00:00+00:00,25.54,7.82,272.6657,3
2019-06-01 08:00:00+00:00,25.54,13.43,270.662,3
2019-06-01 09:00:00+00:00,25.4,12.64,268.5618,3
2019-06-01 10:00:00+00:00,25.3,12.82,266.2092,3
2019-06-01 11:00:00+00:00,25.25,12.62,264.1273,3
2019-06-01 12:00:00+00:00,25.35,11.05,262.0026,3
2019-06-01 13:00:00+00:00,24.81,13.19,259.5269,3
2019-06-01 14:00:00+00:00,24.71,16.03,257.2167,3
2019-06-01 15:00:00+00:00,24.76,12.21,255.1728,3
2019-06-01 16:00:00+00:00,24.91,14.2,252.9854,3
2019-06-01 17:00:00+00:00,24.96,12.7,250.8078,3
2019-06-01 18:00:00+00:00,25.35,11.46,249.2439,3
2019-06-01 19:00:00+00:00,25.15,13.13,247.6356,3
2019-06-01 20:00:00+00:00,25.25,16.29,246.0325,3
2019-06-01 21:00:00+00:00,25.35,12.26,244.7838,3
2019-06-01 22:00:00+00:00,25.4,14.94,243.4397,3
2019-06-01 23:00:00+00:00,25.45,15.49,242.0494,3
2019-06-02 00:00:00+00:00,25.54,12.96,240.96,3
2019-06-02 01:00:00+00:00,25.69,13.55,239.9226,3
2019-06-02 02:00:00+00:00,25.79,14.97,239.134,3
2019-06-02 03:00:00+00:00,25.79,14.39,238.1991,3
2019-06-02 04:00:00+00:00,25.45,9.61,237.4625,3
2019-06-02 05:00:00+00:00,25.1,13.11,236.727,3
2019-06-02 06:00:00+00:00,25.4,9.25,236.4821,3
2019-06-02 07:00:00+00:00,25.3,7.08,236.4331,3
2019-06-02 08:00:00+00:00,25.1,10.75,236.4821,3
2019-06-02 09:00:00+00:00,25.1,8.24,236.5311,3
2019-06-02 10:00:00+00:00,24.71,7.75,236.3842,3
2019-06-02 11:00:00+00:00,24.47,8.46,236.2374,3
2019-06-02 12:00:00+00:00,24.27,8.64,235.016,3
2019-06-02 13:00:00+00:00,24.32,7.24,233.9925,3
2019-06-02 14:00:00+00:00,24.52,10.44,232.3405,3
2019-06-02 15:00:00+00:00,24.52,8.18,231.0811,3
2019-06-02 16:00:00+00:00,24.66,11.26,229.8738,3
2019-06-02 17:00:00+00:00,24.66,8.49,228.8142,3
2019-06-02 18:00:00+00:00,24.86,9.5,227.5174,3
2019-06-02 19:00:00+00:00,24.91,7.4,226.607,3
2019-06-02 20:00:00+00:00,25.1,8.94,225.6509,3
2019-06-02 21:00:00+00:00,25.05,11.49,224.7447,3
2019-06-02 22:00:00+00:00,25.35,9.62,223.9355,3
2019-06-02 23:00:00+00:00,25.3,8.66,223.2702,3
2019-06-03 00:00:00+00:00,25.2,9.64,222.4165,3
2019-06-03 01:00:00+00:00,25.4,9.42,221.8955,3
2019-06-03 02:00:00+00:00,25.05,8.94,221.0447,3
2019-06-03 03:00:00+00:00,25.45,7.69,220.2426,3
2019-06-03 04:00:00+00:00,25.3,9.27,219.3011,3
2019-06-03 05:00:00+00:00,25.25,7.65,218.3147,3
2019-06-03 06:00:00+00:00,24.91,7.28,217.4242,3
2019-06-03 07:00:00+00:00,24.76,8.07,216.4426,3
2019-06-03 08:00:00+00:00,24.47,8.8,215.3232,3
2019-06-03 09:00:00+00:00,23.98,6.66,213.9289,3
2019-06-03 10:00:00+00:00,23.59,6.89,212.585,3
2019-06-03 11:00:00+00:00,23.79,6.73,211.1081,3
2019-06-03 12:00:00+00:00,23.15,8.52,209.7278,3
2019-06-03 13:00:00+00:00,23,6.81,208.3528,3
2019-06-03 14:00:00+00:00,23.54,7.07,207.1646,3
2019-06-03 15:00:00+00:00,23.44,7.21,206.481,3
2019-06-03 16:00:00+00:00,23.3,8.04,205.1629,3
2019-06-03 17:00:00+00:00,23.15,7.43,204.3013,3
2019-06-03 18:00:00+00:00,23,8.14,203.9844,3
2019-06-03 19:00:00+00:00,22.91,7.93,204.0296,3
2019-06-03 20:00:00+00:00,23.2,6.58,204.1654,3
2019-06-03 21:00:00+00:00,23.15,6.11,204.1654,3
2019-06-03 22:00:00+00:00,23.3,8.05,204.5732,3
2019-06-03 23:00:00+00:00,23.25,5.57,205.3442,3
2019-06-04 00:00:00+00:00,23.49,4.71,206.2989,4
2019-06-04 01:00:00+00:00,23.3,7.49,207.2103,4
2019-06-04 02:00:00+00:00,23.3,5.17,208.2611,4
2019-06-04 03:00:00+00:00,23.1,6.16,209.177,4
2019-06-04 04:00:00+00:00,23.39,7,210.0953,4
2019-06-04 05:00:00+00:00,23,5.94,211.1077,4
2019-06-04 06:00:00+00:00,23.49,5.68,212.1691,4
2019-06-04 07:00:00+00:00,23.15,6.36,213.233,4
2019-06-04 08:00:00+00:00,23.15,5.58,213.6501,4
2019-06-04 09:00:00+00:00,23.35,6.58,213.0015,4
2019-06-04 10:00:00+00:00,23.54,6.34,212.1689,4
2019-06-04 11:00:00+00:00,23.59,7.25,213.0953,4
2019-06-04 12:00:00+00:00,23.54,6.84,217.4755,4
2019-06-04 13:00:00+00:00,23.1,6.7,222.8941,4
2019-06-04 14:00:00+00:00,22.81,8.76,226.6079,4
2019-06-04 15:00:00+00:00,23.15,7.36,228.9108,4
2019-06-04 16:00:00+00:00,23.2,8.8,230.2598,4
2019-06-04 17:00:00+00:00,23.49,7.33,231.7104,4
2019-06-04 18:00:00+00:00,23.79,7.52,233.0684,4
2019-06-04 19:00:00+00:00,23.74,6.43,234.4797,4
2019-06-04 20:00:00+00:00,23.98,6.91,236.4336,4
2019-06-04 21:00:00+00:00,21.1,15.8,237.9537,4
2019-06-04 22:00:00+00:00,,392.4,239.8244,4
2019-06-04 23:00:00+00:00,,,241.6035,4
2019-06-05 00:00:00+00:00,,,243.1911,4
2019-06-05 01:00:00+00:00,,,244.5347,4
2019-06-05 02:00:00+00:00,,464.2,245.8323,4
2019-06-05 03:00:00+00:00,,293.4,246.9333,4
2019-06-05 04:00:00+00:00,,152.4,247.7357,4
2019-06-05 05:00:00+00:00,,124.8,248.3885,4
2019-06-05 06:00:00+00:00,,84.7,248.992,4
2019-06-05 07:00:00+00:00,,65.61,249.143,4
2019-06-05 08:00:00+00:00,,32.01,249.294,4
2019-06-05 09:00:00+00:00,,,249.294,4
2019-06-05 10:00:00+00:00,,65.73,249.294,4
2019-06-05 11:00:00+00:00,14.85,36.92,249.2437,4
2019-06-05 12:00:00+00:00,16.56,59.02,249.0926,4
2019-06-05 13:00:00+00:00,14.41,35.95,248.9417,4
2019-06-05 14:00:00+00:00,18.12,26.55,248.8913,4
2019-06-05 15:00:00+00:00,18.32,19.09,248.9417,4
2019-06-05 16:00:00+00:00,18.85,35.46,249.143,4
2019-06-05 17:00:00+00:00,19.29,20.85,249.8989,4
2019-06-05 18:00:00+00:00,19.15,18.83,251.1106,4
2019-06-05 19:00:00+00:00,19.29,13.75,252.6299,4
2019-06-05 20:00:00+00:00,19.54,18.45,254.4086,4
2019-06-05 21:00:00+00:00,19.44,18.85,257.0124,4
2019-06-05 22:00:00+00:00,19.68,10.31,259.939,4
2019-06-05 23:00:00+00:00,19.39,19.63,263.1422,4
2019-06-06 00:00:00+00:00,19.78,19.85,266.1577,4
2019-06-06 01:00:00+00:00,19.54,18.79,269.5591,4
2019-06-06 02:00:00+00:00,19.73,10.53,272.9837,4
2019-06-06 03:00:00+00:00,19.15,16.37,276.6977,4
2019-06-06 04:00:00+00:00,19.24,20.93,280.7061,4
2019-06-06 05:00:00+00:00,18.75,17.96,285.125,4
2019-06-06 06:00:00+00:00,18.56,17.32,289.9072,4
2019-06-06 07:00:00+00:00,17.68,14.96,294.4565,4
2019-06-06 08:00:00+00:00,15.48,21.93,299.433,4
2019-06-06 09:00:00+00:00,13.58,35.52,304.5655,4
2019-06-06 10:00:00+00:00,14.07,25.84,309.9152,4
2019-06-06 11:00:00+00:00,13.92,63.72,316.114,4
2019-06-06 12:00:00+00:00,13.82,29.52,323.1322,4
2019-06-06 13:00:00+00:00,12.26,57.53,331.4605,4
2019-06-06 14:00:00+00:00,9.62,101.5,339.6628,4
2019-06-06 15:00:00+00:00,11.14,41.85,347.0104,4
2019-06-06 16:00:00+00:00,11.04,79.98,355.1745,4
2019-06-06 17:00:00+00:00,11.23,82.6,363.1908,4
2019-06-06 18:00:00+00:00,10.55,50.21,371.2416,4
2019-06-06 19:00:00+00:00,10.31,65.4,379.2607,4
2019-06-06 20:00:00+00:00,10.26,90.4,387.0524,4
2019-06-06 21:00:00+00:00,8.6,136.5,394.6708,4
2019-06-06 22:00:00+00:00,7.473,111.3,402.4305,4
2019-06-06 23:00:00+00:00,7.814,177.5,410.7698,4
2019-06-07 00:00:00+00:00,9.08,81.1,418.2198,4
2019-06-07 01:00:00+00:00,9.62,50.54,425.3936,4
2019-06-07 02:00:00+00:00,10.35,62.08,431.2615,4
2019-06-07 03:00:00+00:00,10.4,119.6,434.9576,4
2019-06-07 04:00:00+00:00,10.65,67.88,438.2081,4
2019-06-07 05:00:00+00:00,11.43,68.52,440.4458,4
2019-06-07 06:00:00+00:00,12.16,58.16,441.1937,4
2019-06-07 07:00:00+00:00,12.6,48.55,441.2872,4
2019-06-07 08:00:00+00:00,12.99,66.61,441.1001,4
2019-06-07 09:00:00+00:00,13.24,66.18,440.7261,4
2019-06-07 10:00:00+00:00,14.02,35.4,440.3524,4
2019-06-07 11:00:00+00:00,14.31,38.79,440.3524,4
2019-06-07 12:00:00+00:00,14.7,38.52,441.1002,4
2019-06-07 13:00:00+00:00,15.14,73.66,443.0674,4
2019-06-07 14:00:00+00:00,15.53,54.09,445.6057,4
2019-06-07 15:00:00+00:00,15.48,30.65,449.5708,4
2019-06-07 16:00:00+00:00,15.63,39.05,454.0374,4
2019-06-07 17:00:00+00:00,15.19,30.14,459.6849,4
2019-06-07 18:00:00+00:00,15.24,47.35,466.3481,4
2019-06-07 19:00:00+00:00,14.85,55.77,474.64,4
2019-06-07 20:00:00+00:00,14.75,33.62,483.1294,4
2019-06-07 21:00:00+00:00,14.36,38.98,491.417,4
2019-06-07 22:00:00+00:00,15.63,56.27,500.4031,4
2019-06-07 23:00:00+00:00,13.04,32.45,508.4693,4
2019-06-08 00:00:00+00:00,12.94,66.74,516.9355,4
2019-06-08 01:00:00+00:00,12.5,62.61,525.4885,4
2019-06-08 02:00:00+00:00,11.77,38.62,532.4438,4
2019-06-08 03:00:00+00:00,11.62,42.91,538.7069,4
2019-06-08 04:00:00+00:00,11.48,65.63,543.8405,4
2019-06-08 05:00:00+00:00,11.48,75,547.712,4
2019-06-08 06:00:00+00:00,11.18,36.39,550.6267,4
2019-06-08 07:00:00+00:00,10.79,59.7,553.9871,4
2019-06-08 08:00:00+00:00,10.84,103,556.2703,4
2019-06-08 09:00:00+00:00,11.23,70.98,558.4518,4
2019-06-08 10:00:00+00:00,10.99,73.77,557.9052,4
2019-06-08 11:00:00+00:00,10.74,59.93,556.8152,4
2019-06-08 12:00:00+00:00,10.99,49.16,556.5969,4
2019-06-08 13:00:00+00:00,10.84,51.9,555.8358,4
2019-06-08 14:00:00+00:00,11.18,44.11,553.1191,4
2019-06-08 15:00:00+00:00,11.23,74.34,550.4099,4
2019-06-08 16:00:00+00:00,11.67,53.15,548.1431,4
2019-06-08 17:00:00+00:00,12.01,39.88,545.7731,4
2019-06-08 18:00:00+00:00,11.82,79.98,543.7321,4
2019-06-08 19:00:00+00:00,12.26,46.09,540.0944,4
2019-06-08 20:00:00+00:00,12.5,45,535.8322,4
2019-06-08 21:00:00+00:00,12.75,30.84,533.3912,4
2019-06-08 22:00:00+00:00,12.99,47.64,530.4319,4
2019-06-08 23:00:00+00:00,13.09,44.31,526.4313,4
2019-06-09 00:00:00+00:00,12.7,41.06,522.8667,4
2019-06-09 01:00:00+00:00,13.38,41.89,519.8428,4
2019-06-09 02:00:00+00:00,13.72,38.62,514.3406,4
2019-06-09 03:00:00+00:00,13.38,47.02,514.4432,4
2019-06-09 04:00:00+00:00,15.63,28.83,510.1112,4
2019-06-09 05:00:00+00:00,13.48,49.85,505.5977,4
2019-06-09 06:00:00+00:00,13.38,34.62,502.9425,4
2019-06-09 07:00:00+00:00,13.38,30.4,499.1812,4
2019-06-09 08:00:00+00:00,13.48,21.28,495.4355,4
2019-06-09 09:00:00+00:00,13.72,38.36,490.7114,4
2019-06-09 10:00:00+00:00,13.24,24.92,486.5081,4
2019-06-09 11:00:00+00:00,13.53,32.63,483.3225,4
2019-06-09 12:00:00+00:00,13.87,24.72,480.4486,4
2019-06-09 13:00:00+00:00,13.82,23,475.0318,4
2019-06-09 14:00:00+00:00,13.87,28.63,473.5575,4
2019-06-09 15:00:00+00:00,13.72,44.34,471.5029,4
2019-06-09 16:00:00+00:00,13.97,22.95,470.0382,4
2019-06-09 17:00:00+00:00,14.07,20.88,470.038,4
2019-06-09 18:00:00+00:00,14.02,26.75,470.1355,4
2019-06-09 19:00:00+00:00,14.07,32.25,472.8723,4
2019-06-09 20:00:00+00:00,13.97,31.67,473.0674,4
2019-06-09 21:00:00+00:00,14.07,23.18,475.323,4
2019-06-09 22:00:00+00:00,13.92,25.72,476.0103,4
2019-06-09 23:00:00+00:00,13.87,20.03,477.1921,4
2019-06-10 00:00:00+00:00,13.87,32.17,476.6004,4
2019-06-10 01:00:00+00:00,13.53,22.38,476.8957,4
2019-06-10 02:00:00+00:00,13.24,24.27,478.0783,4
2019-06-10 03:00:00+00:00,13.48,30.4,479.7561,4
2019-06-10 04:00:00+00:00,13.77,27.71,482.2313,4
2019-06-10 05:00:00+00:00,15.63,34.49,484.8135,4
2019-06-10 06:00:00+00:00,13.53,28.5,488.7053,4
2019-06-10 07:00:00+00:00,13.87,30.47,492.9177,4
2019-06-10 08:00:00+00:00,15.63,35.74,496.1441,4
2019-06-10 09:00:00+00:00,13.92,24.27,500.8047,4
2019-06-10 10:00:00+00:00,14.02,25.65,504.4732,4
2019-06-10 11:00:00+00:00,14.07,47.24,507.6448,4
2019-06-10 12:00:00+00:00,14.07,33.6,509.0816,4
2019-06-10 13:00:00+00:00,14.11,36.95,511.3451,4
2019-06-10 14:00:00+00:00,15.63,38.29,511.551,4
2019-06-10 15:00:00+00:00,14.16,34.18,510.7277,4
2019-06-10 16:00:00+00:00,14.41,36.34,507.8505,4
2019-06-10 17:00:00+00:00,14.36,57.94,505.1872,4
2019-06-10 18:00:00+00:00,14.41,31.62,501.8216,4
2019-06-10 19:00:00+00:00,14.7,30.97,497.5629,4
2019-06-10 20:00:00+00:00,15.63,28.42,491.7121,4
2019-06-10 21:00:00+00:00,15.78,25.28,486.1125,4
2019-06-10 22:00:00+00:00,16.36,36.3,478.772,4
2019-06-10 23:00:00+00:00,17.09,37.07,472.3844,4
2019-06-11 00:00:00+00:00,17.29,29.06,465.8634,4
2019-06-11 01:00:00+00:00,17.29,18.95,458.1486,4
2019-06-11 02:00:00+00:00,17.83,44.11,449.2981,4
2019-06-11 03:00:00+00:00,18.36,26.51,442.6067,4
2019-06-11 04:00:00+00:00,18.75,18.64,432.9263,4
2019-06-11 05:00:00+00:00,19,31.84,424.6669,4
2019-06-11 06:00:00+00:00,18.8,19.93,416.5057,4
2019-06-11 07:00:00+00:00,18.66,20.89,407.6156,4
2019-06-11 08:00:00+00:00,18.46,24.89,399.3833,4
2019-06-11 09:00:00+00:00,18.46,19.58,392.5485,4
2019-06-11 10:00:00+00:00,18.17,15.21,386.4145,4
2019-06-11 11:00:00+00:00,18.46,13.66,380.3927,4
2019-06-11 12:00:00+00:00,18.61,20.84,374.2979,4
2019-06-11 13:00:00+00:00,18.27,10.73,368.5042,4
2019-06-11 14:00:00+00:00,18.46,18.37,362.2652,4
2019-06-11 15:00:00+00:00,18.46,19.39,357.0591,4
2019-06-11 16:00:00+00:00,18.85,19.3,351.6522,4
2019-06-11 17:00:00+00:00,18.46,12.98,345.9868,4
2019-06-11 18:00:00+00:00,19.05,13.82,341.0268,4
2019-06-11 19:00:00+00:00,18.66,9.73,336.4596,4
2019-06-11 20:00:00+00:00,18.56,15.35,331.6897,4
2019-06-11 21:00:00+00:00,18.17,10.4,326.7251,4
2019-06-11 22:00:00+00:00,18.66,12.43,322.0302,4
2019-06-11 23:00:00+00:00,18.41,14.96,317.4845,4
2019-06-12 00:00:00+00:00,18.07,12.49,313.545,4
2019-06-12 01:00:00+00:00,18.66,9.08,310.0828,4
2019-06-12 02:00:00+00:00,17.83,7.71,305.8553,4
2019-06-12 03:00:00+00:00,17.78,11.88,301.8246,4
2019-06-12 04:00:00+00:00,17.88,9.68,298.4878,4
2019-06-12 05:00:00+00:00,17.92,9.59,295.0067,4
2019-06-12 06:00:00+00:00,17.78,11.82,291.2176,4
2019-06-12 07:00:00+00:00,17.48,12.29,287.6724,4
2019-06-12 08:00:00+00:00,17.88,16.81,284.2591,4
2019-06-12 09:00:00+00:00,17.63,10.92,280.1159,4
2019-06-12 10:00:00+00:00,17.78,8.26,277.0169,4
2019-06-12 11:00:00+00:00,18.56,5.74,273.4067,4
2019-06-12 12:00:00+00:00,18.07,7.04,270.2944,4
2019-06-12 13:00:00+00:00,17.68,14.08,267.3063,4
2019-06-12 14:00:00+00:00,17.63,7.07,264.2839,4
2019-06-12 15:00:00+00:00,17.44,6.47,261.4346,4
2019-06-12 16:00:00+00:00,17.53,5.8,258.4985,4
2019-06-12 17:00:00+00:00,17.48,7.95,255.9393,4
2019-06-12 18:00:00+00:00,17.39,7.54,253.1884,4
2019-06-12 19:00:00+00:00,17.39,9.27,251.2626,4
