datetime,value,station_id,par,parameter_name,unit
2015-05-02T11:00:00Z,49.9918372,Malselvfossen,discharge,Vannforing,m3/s
2015-05-03T11:00:00Z,52.17148096,Malselvfossen,discharge,Vannforing,m3/s
2015-05-04T11:00:00Z,51.01810766,Malselvfossen,discharge,Vannforing,m3/s
2015-05-05T11:00:00Z,51.59307571,Malselvfossen,discharge,Vannforing,m3/s
2015-05-06T11:00:00Z,61.13610066,Malselvfossen,discharge,Vannforing,m3/s
2015-05-07T11:00:00Z,125.1968902,Malselvfossen,discharge,Vannforing,m3/s
2015-05-08T11:00:00Z,181.4730486,Malselvfossen,discharge,Vannforing,m3/s
2015-05-09T11:00:00Z,212.5869059,Malselvfossen,discharge,Vannforing,m3/s
2015-05-10T11:00:00Z,245.0153173,Malselvfossen,discharge,Vannforing,m3/s
2015-05-11T11:00:00Z,240.7943632,Malselvfossen,discharge,Vannforing,m3/s
2015-05-12T11:00:00Z,228.3662232,Malselvfossen,discharge,Vannforing,m3/s
2015-05-13T11:00:00Z,255.4682626,Malselvfossen,discharge,Vannforing,m3/s
2015-05-14T11:00:00Z,281.3378731,Malselvfossen,discharge,Vannforing,m3/s
2015-05-15T11:00:00Z,236.0925689,Malselvfossen,discharge,Vannforing,m3/s
2015-05-16T11:00:00Z,187.6236499,Malselvfossen,discharge,Vannforing,m3/s
2015-05-17T11:00:00Z,164.1039807,Malselvfossen,discharge,Vannforing,m3/s
2015-05-18T11:00:00Z,156.2892236,Malselvfossen,discharge,Vannforing,m3/s
2015-05-19T11:00:00Z,159.6435991,Malselvfossen,discharge,Vannforing,m3/s
2015-05-20T11:00:00Z,147.058653,Malselvfossen,discharge,Vannforing,m3/s
2015-05-21T11:00:00Z,169.9353637,Malselvfossen,discharge,Vannforing,m3/s
2015-05-22T11:00:00Z,189.9295142,Malselvfossen,discharge,Vannforing,m3/s
2015-05-23T11:00:00Z,219.525453,Malselvfossen,discharge,Vannforing,m3/s
2015-05-24T11:00:00Z,222.7872998,Malselvfossen,discharge,Vannforing,m3/s
2015-05-25T11:00:00Z,184.8766477,Malselvfossen,discharge,Vannforing,m3/s
2015-05-26T11:00:00Z,169.7174416,Malselvfossen,discharge,Vannforing,m3/s
2015-05-27T11:00:00Z,195.9949759,Malselvfossen,discharge,Vannforing,m3/s
2015-05-28T11:00:00Z,270.8860306,Malselvfossen,discharge,Vannforing,m3/s
2015-05-29T11:00:00Z,370.9581532,Malselvfossen,discharge,Vannforing,m3/s
2015-05-30T11:00:00Z,441.3582407,Malselvfossen,discharge,Vannforing,m3/s
2015-05-31T11:00:00Z,501.8584595,Malselvfossen,discharge,Vannforing,m3/s
2015-06-01T11:00:00Z,607.0825208,Malselvfossen,discharge,Vannforing,m3/s
2015-06-02T11:00:00Z,740.6531816,Malselvfossen,discharge,Vannforing,m3/s
2015-06-03T11:00:00Z,742.5682713,Malselvfossen,discharge,Vannforing,m3/s
2015-06-04T11:00:00Z,630.9938468,Malselvfossen,discharge,Vannforing,m3/s
2015-06-05T11:00:00Z,533.4683764,Malselvfossen,discharge,Vannforing,m3/s
2015-06-06T11:00:00Z,455.6330941,Malselvfossen,discharge,Vannforing,m3/s
2015-06-07T11:00:00Z,390.0669584,Malselvfossen,discharge,Vannforing,m3/s
2015-06-08T11:00:00Z,349.1508709,Malselvfossen,discharge,Vannforing,m3/s
2015-06-09T11:00:00Z,328.0477549,Malselvfossen,discharge,Vannforing,m3/s
2015-06-10T11:00:00Z,337.7246652,Malselvfossen,discharge,Vannforing,m3/s
2015-06-11T11:00:00Z,360.4548446,Malselvfossen,discharge,Vannforing,m3/s
2015-06-12T11:00:00Z,323.1119737,Malselvfossen,discharge,Vannforing,m3/s
2015-06-13T11:00:00Z,278.7761488,Malselvfossen,discharge,Vannforing,m3/s
2015-06-14T11:00:00Z,247.9400613,Malselvfossen,discharge,Vannforing,m3/s
2015-06-15T11:00:00Z,233.5018031,Malselvfossen,discharge,Vannforing,m3/s
2015-06-16T11:00:00Z,260.919256,Malselvfossen,discharge,Vannforing,m3/s
2015-06-17T11:00:00Z,302.8769803,Malselvfossen,discharge,Vannforing,m3/s
2015-06-18T11:00:00Z,300.2119562,Malselvfossen,discharge,Vannforing,m3/s
2015-06-19T11:00:00Z,305.8528228,Malselvfossen,discharge,Vannforing,m3/s
2015-06-20T11:00:00Z,302.2836499,Malselvfossen,discharge,Vannforing,m3/s
2015-06-21T11:00:00Z,297.8537068,Malselvfossen,discharge,Vannforing,m3/s
2015-06-22T11:00:00Z,334.5867046,Malselvfossen,discharge,Vannforing,m3/s
2015-06-23T11:00:00Z,414.2365339,Malselvfossen,discharge,Vannforing,m3/s
2015-06-24T11:00:00Z,666.204,Malselvfossen,discharge,Vannforing,m3/s
2015-06-25T11:00:00Z,700.5778293,Malselvfossen,discharge,Vannforing,m3/s
2015-06-26T11:00:00Z,726.3729978,Malselvfossen,discharge,Vannforing,m3/s
2015-06-27T11:00:00Z,602.78786,Malselvfossen,discharge,Vannforing,m3/s
2015-06-28T11:00:00Z,488.7362626,Malselvfossen,discharge,Vannforing,m3/s
2015-06-29T11:00:00Z,452.6851904,Malselvfossen,discharge,Vannforing,m3/s
2015-06-30T11:00:00Z,401.3644989,Malselvfossen,discharge,Vannforing,m3/s
2015-07-01T11:00:00Z,358.5033611,Malselvfossen,discharge,Vannforing,m3/s
2015-07-02T11:00:00Z,336.4676061,Malselvfossen,discharge,Vannforing,m3/s
2015-07-03T11:00:00Z,495.2741094,Malselvfossen,discharge,Vannforing,m3/s
2015-07-04T11:00:00Z,546.8082013,Malselvfossen,discharge,Vannforing,m3/s
2015-07-05T11:00:00Z,460.0742495,Malselvfossen,discharge,Vannforing,m3/s
2015-07-06T11:00:00Z,375.2711947,Malselvfossen,discharge,Vannforing,m3/s
2015-07-07T11:00:00Z,469.025488,Malselvfossen,discharge,Vannforing,m3/s
2015-07-08T11:00:00Z,439.5457155,Malselvfossen,discharge,Vannforing,m3/s
2015-07-09T11:00:00Z,428.0395536,Malselvfossen,discharge,Vannforing,m3/s
2015-07-10T11:00:00Z,514.7725864,Malselvfossen,discharge,Vannforing,m3/s
2015-07-11T11:00:00Z,496.0464683,Malselvfossen,discharge,Vannforing,m3/s
2015-07-12T11:00:00Z,407.9473786,Malselvfossen,discharge,Vannforing,m3/s
2015-07-13T11:00:00Z,374.6059956,Malselvfossen,discharge,Vannforing,m3/s
2015-07-14T11:00:00Z,360.1291379,Malselvfossen,discharge,Vannforing,m3/s
2015-07-15T11:00:00Z,351.075151,Malselvfossen,discharge,Vannforing,m3/s
2015-07-16T11:00:00Z,333.0236061,Malselvfossen,discharge,Vannforing,m3/s
2015-07-17T11:00:00Z,299.0315449,Malselvfossen,discharge,Vannforing,m3/s
2015-07-18T11:00:00Z,275.0977943,Malselvfossen,discharge,Vannforing,m3/s
2015-07-19T11:00:00Z,283.3389847,Malselvfossen,discharge,Vannforing,m3/s
2015-07-20T11:00:00Z,335.2129365,Malselvfossen,discharge,Vannforing,m3/s
2015-07-21T11:00:00Z,354.2945383,Malselvfossen,discharge,Vannforing,m3/s
2015-07-22T11:00:00Z,342.4610153,Malselvfossen,discharge,Vannforing,m3/s
2015-07-23T11:00:00Z,309.4442363,Malselvfossen,discharge,Vannforing,m3/s
2015-07-24T11:00:00Z,290.8383282,Malselvfossen,discharge,Vannforing,m3/s
2015-07-25T11:00:00Z,271.725663,Malselvfossen,discharge,Vannforing,m3/s
2015-07-26T11:00:00Z,273.4089716,Malselvfossen,discharge,Vannforing,m3/s
2015-07-27T11:00:00Z,324.6500744,Malselvfossen,discharge,Vannforing,m3/s
2015-07-28T11:00:00Z,428.0395536,Malselvfossen,discharge,Vannforing,m3/s
2015-07-29T11:00:00Z,389.3877899,Malselvfossen,discharge,Vannforing,m3/s
2015-07-30T11:00:00Z,426.9692429,Malselvfossen,discharge,Vannforing,m3/s
2015-07-31T11:00:00Z,559.9118337,Malselvfossen,discharge,Vannforing,m3/s
2015-08-01T11:00:00Z,479.2058468,Malselvfossen,discharge,Vannforing,m3/s
2015-08-02T11:00:00Z,414.2365339,Malselvfossen,discharge,Vannforing,m3/s
2015-08-03T11:00:00Z,426.9692429,Malselvfossen,discharge,Vannforing,m3/s
2015-08-04T11:00:00Z,396.5505821,Malselvfossen,discharge,Vannforing,m3/s
2015-08-05T11:00:00Z,333.0236061,Malselvfossen,discharge,Vannforing,m3/s
2015-08-06T11:00:00Z,339.6149409,Malselvfossen,discharge,Vannforing,m3/s
2015-08-07T11:00:00Z,331.4643676,Malselvfossen,discharge,Vannforing,m3/s
2015-08-08T11:00:00Z,305.8528228,Malselvfossen,discharge,Vannforing,m3/s
2015-08-09T11:00:00Z,289.3880875,Malselvfossen,discharge,Vannforing,m3/s
2015-08-10T11:00:00Z,249.543046,Malselvfossen,discharge,Vannforing,m3/s
2015-08-11T11:00:00Z,226.0750635,Malselvfossen,discharge,Vannforing,m3/s
2015-08-12T11:00:00Z,269.2109934,Malselvfossen,discharge,Vannforing,m3/s
2015-08-13T11:00:00Z,263.9434398,Malselvfossen,discharge,Vannforing,m3/s
2015-08-14T11:00:00Z,228.3662232,Malselvfossen,discharge,Vannforing,m3/s
2015-08-15T11:00:00Z,205.0434486,Malselvfossen,discharge,Vannforing,m3/s
2015-08-16T11:00:00Z,189.2361926,Malselvfossen,discharge,Vannforing,m3/s
2015-08-17T11:00:00Z,179.2228044,Malselvfossen,discharge,Vannforing,m3/s
2015-08-18T11:00:00Z,169.7174416,Malselvfossen,discharge,Vannforing,m3/s
2015-08-19T11:00:00Z,161.9717961,Malselvfossen,discharge,Vannforing,m3/s
2015-08-20T11:00:00Z,155.2487816,Malselvfossen,discharge,Vannforing,m3/s
2015-08-21T11:00:00Z,142.8536166,Malselvfossen,discharge,Vannforing,m3/s
2015-08-22T11:00:00Z,129.6831702,Malselvfossen,discharge,Vannforing,m3/s
2015-08-23T11:00:00Z,126.3105427,Malselvfossen,discharge,Vannforing,m3/s
2015-08-24T11:00:00Z,129.6831702,Malselvfossen,discharge,Vannforing,m3/s
2015-08-25T11:00:00Z,134.6386188,Malselvfossen,discharge,Vannforing,m3/s
2015-08-26T11:00:00Z,128.3659694,Malselvfossen,discharge,Vannforing,m3/s
2015-08-27T11:00:00Z,121.8874556,Malselvfossen,discharge,Vannforing,m3/s
2015-08-28T11:00:00Z,123.3524744,Malselvfossen,discharge,Vannforing,m3/s
2015-08-29T11:00:00Z,139.6934521,Malselvfossen,discharge,Vannforing,m3/s
2015-08-30T11:00:00Z,133.103312,Malselvfossen,discharge,Vannforing,m3/s
2015-08-31T11:00:00Z,124.2728534,Malselvfossen,discharge,Vannforing,m3/s
2015-09-01T11:00:00Z,134.2539282,Malselvfossen,discharge,Vannforing,m3/s
2015-09-02T11:00:00Z,124.4573593,Malselvfossen,discharge,Vannforing,m3/s
2015-09-03T11:00:00Z,113.4689646,Malselvfossen,discharge,Vannforing,m3/s
2015-09-04T11:00:00Z,107.2379107,Malselvfossen,discharge,Vannforing,m3/s
2015-09-05T11:00:00Z,106.2176691,Malselvfossen,discharge,Vannforing,m3/s
2015-09-06T11:00:00Z,120.6132473,Malselvfossen,discharge,Vannforing,m3/s
2015-09-07T11:00:00Z,122.4357532,Malselvfossen,discharge,Vannforing,m3/s
2015-09-08T11:00:00Z,116.4768446,Malselvfossen,discharge,Vannforing,m3/s
2015-09-09T11:00:00Z,112.2426565,Malselvfossen,discharge,Vannforing,m3/s
2015-09-10T11:00:00Z,110.6764149,Malselvfossen,discharge,Vannforing,m3/s
2015-09-11T11:00:00Z,105.8787466,Malselvfossen,discharge,Vannforing,m3/s
2015-09-12T11:00:00Z,101.0292263,Malselvfossen,discharge,Vannforing,m3/s
2015-09-13T11:00:00Z,96.14004026,Malselvfossen,discharge,Vannforing,m3/s
2015-09-14T11:00:00Z,93.42691379,Malselvfossen,discharge,Vannforing,m3/s
2015-09-15T11:00:00Z,88.27850416,Malselvfossen,discharge,Vannforing,m3/s
2015-09-16T11:00:00Z,84.93265733,Malselvfossen,discharge,Vannforing,m3/s
2015-09-17T11:00:00Z,84.33173567,Malselvfossen,discharge,Vannforing,m3/s
2015-09-18T11:00:00Z,84.03212954,Malselvfossen,discharge,Vannforing,m3/s
2015-09-19T11:00:00Z,121.3404998,Malselvfossen,discharge,Vannforing,m3/s
2015-09-20T11:00:00Z,139.4971825,Malselvfossen,discharge,Vannforing,m3/s
2015-09-21T11:00:00Z,128.1783939,Malselvfossen,discharge,Vannforing,m3/s
2015-09-22T11:00:00Z,117.0119816,Malselvfossen,discharge,Vannforing,m3/s
2015-09-23T11:00:00Z,114.5257838,Malselvfossen,discharge,Vannforing,m3/s
2015-09-24T11:00:00Z,116.2987352,Malselvfossen,discharge,Vannforing,m3/s
2015-09-25T11:00:00Z,111.8936061,Malselvfossen,discharge,Vannforing,m3/s
2015-09-26T11:00:00Z,114.8792088,Malselvfossen,discharge,Vannforing,m3/s
2015-09-27T11:00:00Z,149.8982389,Malselvfossen,discharge,Vannforing,m3/s
2015-09-28T11:00:00Z,136.1833549,Malselvfossen,discharge,Vannforing,m3/s
2015-09-29T11:00:00Z,126.6829549,Malselvfossen,discharge,Vannforing,m3/s
2015-09-30T11:00:00Z,148.2720578,Malselvfossen,discharge,Vannforing,m3/s
2015-10-01T11:00:00Z,185.3328578,Malselvfossen,discharge,Vannforing,m3/s
2015-10-02T11:00:00Z,174.5461182,Malselvfossen,discharge,Vannforing,m3/s
2015-10-03T11:00:00Z,161.7594066,Malselvfossen,discharge,Vannforing,m3/s
2015-10-04T11:00:00Z,147.462533,Malselvfossen,discharge,Vannforing,m3/s
2015-10-05T11:00:00Z,135.023916,Malselvfossen,discharge,Vannforing,m3/s
2015-10-06T11:00:00Z,120.2504849,Malselvfossen,discharge,Vannforing,m3/s
2015-10-07T11:00:00Z,112.7673532,Malselvfossen,discharge,Vannforing,m3/s
2015-10-08T11:00:00Z,107.579186,Malselvfossen,discharge,Vannforing,m3/s
2015-10-09T11:00:00Z,102.8544158,Malselvfossen,discharge,Vannforing,m3/s
2015-10-10T11:00:00Z,94.85811204,Malselvfossen,discharge,Vannforing,m3/s
2015-10-11T11:00:00Z,96.78443239,Malselvfossen,discharge,Vannforing,m3/s
2015-10-12T11:00:00Z,145.2484989,Malselvfossen,discharge,Vannforing,m3/s
2015-10-13T11:00:00Z,222.7872998,Malselvfossen,discharge,Vannforing,m3/s
2015-10-14T11:00:00Z,189.6982845,Malselvfossen,discharge,Vannforing,m3/s
2015-10-15T11:00:00Z,183.965698,Malselvfossen,discharge,Vannforing,m3/s
2015-10-16T11:00:00Z,212.3411554,Malselvfossen,discharge,Vannforing,m3/s
2015-10-17T11:00:00Z,245.8112035,Malselvfossen,discharge,Vannforing,m3/s
2015-10-18T11:00:00Z,316.6945208,Malselvfossen,discharge,Vannforing,m3/s
2015-10-19T11:00:00Z,299.6213829,Malselvfossen,discharge,Vannforing,m3/s
2015-10-20T11:00:00Z,257.4497068,Malselvfossen,discharge,Vannforing,m3/s
2015-10-21T11:00:00Z,225.7993523,Malselvfossen,discharge,Vannforing,m3/s
2015-10-22T11:00:00Z,201.5948534,Malselvfossen,discharge,Vannforing,m3/s
2015-10-23T11:00:00Z,177.5854845,Malselvfossen,discharge,Vannforing,m3/s
2015-10-24T11:00:00Z,162.4474713,Malselvfossen,discharge,Vannforing,m3/s
2015-10-25T11:00:00Z,153.2527982,Malselvfossen,discharge,Vannforing,m3/s
2015-10-26T11:00:00Z,147.5997453,Malselvfossen,discharge,Vannforing,m3/s
2015-10-27T11:00:00Z,130.7684796,Malselvfossen,discharge,Vannforing,m3/s
2015-10-28T11:00:00Z,125.0965313,Malselvfossen,discharge,Vannforing,m3/s
2015-10-29T11:00:00Z,133.1042862,Malselvfossen,discharge,Vannforing,m3/s
2015-10-30T11:00:00Z,120.6222722,Malselvfossen,discharge,Vannforing,m3/s
2015-10-31T11:00:00Z,111.5055702,Malselvfossen,discharge,Vannforing,m3/s
2015-11-01T11:00:00Z,146.7207597,Malselvfossen,discharge,Vannforing,m3/s
2015-11-02T11:00:00Z,274.5053829,Malselvfossen,discharge,Vannforing,m3/s
2015-11-03T11:00:00Z,333.138302,Malselvfossen,discharge,Vannforing,m3/s
2015-11-04T11:00:00Z,295.8888053,Malselvfossen,discharge,Vannforing,m3/s
2015-11-05T11:00:00Z,247.4101444,Malselvfossen,discharge,Vannforing,m3/s
2015-11-06T11:00:00Z,202.1721926,Malselvfossen,discharge,Vannforing,m3/s
2015-11-07T11:00:00Z,179.1488219,Malselvfossen,discharge,Vannforing,m3/s
2015-11-08T11:00:00Z,164.6204061,Malselvfossen,discharge,Vannforing,m3/s
2015-11-09T11:00:00Z,150.5095274,Malselvfossen,discharge,Vannforing,m3/s
2015-11-10T11:00:00Z,138.0040595,Malselvfossen,discharge,Vannforing,m3/s
2015-11-11T11:00:00Z,126.8156823,Malselvfossen,discharge,Vannforing,m3/s
2015-11-12T11:00:00Z,118.3962906,Malselvfossen,discharge,Vannforing,m3/s
2015-11-13T11:00:00Z,110.2184586,Malselvfossen,discharge,Vannforing,m3/s
