Date,variable,concentration_linear,daily_flux_linear,concentration_logqc,daily_flux_logqc,concentration_sensor,daily_flux_sensor,concentration_qc,daily_flux_qc
6/25/19,DOC,1.12,44602.93,1.85,73507.47,40.71,67466.58,2.08,82694.20
6/26/19,SPM,2.48,87391.18,3.03,106773.15,55.97,82177.05,7.01,246870.13
6/26/19,DOC,1.12,39391.47,1.35,47620.44,37.91,55659.30,1.99,70029.49
6/27/19,SPM,2.48,85024.98,2.69,92164.34,56.95,81349.62,6.84,234336.84
6/27/19,DOC,1.11,38202.47,1.26,43156.31,36.62,52307.63,1.97,67470.99
6/28/19,SPM,2.48,79459.64,2.54,81501.17,56.26,75113.55,6.43,206141.63
6/28/19,DOC,1.11,35587.48,2.29,73274.44,36.79,49114.91,1.92,61598.68
6/29/19,SPM,2.48,74924.56,2.62,79213.66,56.25,70810.13,6.11,184497.68
6/29/19,DOC,1.11,33448.46,1.37,41240.26,40.18,50573.18,1.89,56964.28
6/30/19,SPM,2.48,70845.32,2.70,77094.28,54.75,65170.48,5.81,166050.86
6/30/19,DOC,1.10,31525.35,0.70,20113.09,44.41,52863.62,1.85,52911.39
7/1/19,SPM,2.48,62471.28,2.48,62471.28,52.72,55329.53,5.21,131214.32
7/1/19,DOC,1.10,27709.04,1.10,27709.04,45.64,47905.18,1.78,44934.81
7/2/19,SPM,2.45,76660.32,2.58,80525.55,54.93,71537.42,6.29,196683.76
7/2/19,DOC,1.09,33950.21,3.17,99006.07,44.50,57955.66,1.91,59588.35
7/3/19,SPM,2.43,68931.09,2.71,76898.13,52.13,61727.80,5.79,164418.55
7/3/19,DOC,1.07,30479.07,0.66,18801.16,44.01,52108.65,1.85,52547.64
7/4/19,SPM,2.40,63514.89,2.30,60806.47,51.46,56774.22,5.44,144044.59
7/4/19,DOC,1.06,28038.85,2.43,64286.76,40.59,44783.93,1.81,47928.28
7/5/19,SPM,2.37,64184.19,2.22,60091.84,50.92,57427.16,5.54,150061.31
7/5/19,DOC,1.05,28287.44,3.43,92916.92,38.55,43476.91,1.82,49308.49
7/6/19,SPM,2.34,64265.96,2.32,63469.87,53.06,60607.22,5.61,153699.24
7/6/19,DOC,1.03,28275.46,2.43,66552.77,35.96,41078.39,1.83,50136.27
7/7/19,SPM,2.32,70553.21,2.61,79513.89,52.38,66456.98,6.15,187233.59
7/7/19,DOC,1.02,30987.73,2.32,70566.59,34.36,43594.00,1.89,57556.89
7/8/19,SPM,2.29,73446.48,2.54,81541.24,56.84,75965.31,6.44,206537.40
7/8/19,DOC,1.00,32200.99,2.26,72379.89,29.99,40080.41,1.92,61682.34
7/9/19,SPM,2.26,66830.11,2.65,78347.45,55.15,67868.30,5.99,176776.72
7/9/19,DOC,0.99,29246.61,1.04,30823.95,27.74,34132.90,1.87,55280.41
7/10/19,SPM,2.24,62456.83,2.53,70746.23,52.77,61425.88,5.70,159234.32
7/10/19,DOC,0.98,27281.46,1.14,31737.38,26.87,31280.72,1.84,51386.43
7/11/19,SPM,2.21,57201.00,2.38,61539.99,52.06,56185.44,5.34,138195.98
7/11/19,DOC,0.96,24937.56,1.71,44245.05,26.53,28624.62,1.80,46572.57
7/12/19,SPM,2.18,53782.61,0.77,18934.49,52.28,53706.71,5.11,126066.39
7/12/19,DOC,0.95,23400.90,1.06,26252.70,25.66,26361.88,1.77,43712.75
7/13/19,SPM,2.15,50204.66,0.30,7011.08,50.35,48892.54,4.87,113535.93
7/13/19,DOC,0.94,21799.74,0.85,19839.22,24.87,24144.84,1.75,40681.65
7/14/19,SPM,2.13,47698.37,2.97,66637.32,51.06,47708.34,4.71,105712.57
7/14/19,DOC,0.92,20668.23,1.76,39431.67,25.52,23842.62,1.73,38743.98
7/15/19,SPM,2.10,42662.12,4.02,81622.12,51.41,43513.83,4.34,88114.08
7/15/19,DOC,0.91,18446.29,1.34,27230.32,25.51,21592.55,1.69,34233.73
7/16/19,SPM,2.07,37324.02,4.78,86064.23,51.12,38352.76,3.92,70663.34
7/16/19,DOC,0.89,16102.57,0.94,16867.35,26.20,19653.44,1.64,29500.44
7/17/19,SPM,2.05,34034.86,4.85,80758.30,50.44,34962.47,3.68,61218.74
7/17/19,DOC,0.88,14650.20,1.23,20421.82,26.91,18652.82,1.61,26796.47
7/18/19,SPM,2.02,33035.81,4.87,79697.13,49.69,33883.91,3.63,59427.08
7/18/19,DOC,0.87,14186.93,1.30,21249.92,26.29,17925.12,1.61,26269.76
7/19/19,SPM,1.99,33276.58,4.85,81042.37,50.39,35080.39,3.69,61703.80
7/19/19,DOC,0.85,14255.93,1.21,20207.46,25.12,17489.74,1.61,26938.26
7/20/19,SPM,1.96,35401.61,4.78,86127.94,50.29,37767.88,3.93,70781.73
7/20/19,DOC,0.84,15128.72,0.93,16829.89,23.79,17865.69,1.64,29533.63
7/21/19,SPM,1.94,38295.05,4.29,84873.34,51.15,42130.39,4.24,83812.21
7/21/19,DOC,0.83,16323.40,1.08,21264.11,22.86,18832.86,1.67,33094.12
7/22/19,SPM,1.91,42850.04,2.85,63833.96,55.47,51852.19,4.72,105807.64
7/22/19,DOC,0.81,18216.88,1.82,40913.60,22.45,20986.66,1.73,38767.75
7/23/19,SPM,1.88,42849.36,0.45,10162.77,54.91,52066.21,4.77,108645.81
7/23/19,DOC,0.80,18167.09,1.12,25575.56,21.61,20493.49,1.73,39474.87
7/24/19,SPM,1.86,42336.51,0.31,7140.60,57.37,54531.13,4.78,109146.07
7/24/19,DOC,0.78,17899.32,0.94,21481.09,21.41,20353.02,1.74,39598.98
7/25/19,SPM,1.83,40838.16,4.26,95237.56,54.16,50398.03,4.70,104926.13
7/25/19,DOC,0.77,17215.83,1.30,29021.25,21.71,20203.28,1.73,38547.09
7/26/19,SPM,1.80,40609.02,1.74,39227.75,54.00,50721.87,4.74,106753.21
7/26/19,DOC,0.76,17068.03,2.21,49863.94,21.46,20152.61,1.73,39003.90
7/27/19,SPM,1.77,38678.00,1.88,41022.38,57.08,51845.02,4.60,100334.35
7/27/19,DOC,0.74,16206.14,1.27,27783.61,20.17,18320.58,1.72,37389.32
7/28/19,SPM,1.75,32802.99,4.74,89010.65,56.42,44135.10,4.06,76263.97
7/28/19,DOC,0.73,13700.55,0.81,15244.54,20.35,15920.59,1.65,31053.01
7/29/19,SPM,1.72,27997.02,4.87,79349.73,52.55,35638.13,3.62,58847.49
7/29/19,DOC,0.72,11654.57,1.32,21530.72,20.14,13661.32,1.60,26098.34
7/30/19,SPM,1.69,23458.55,0.97,13381.10,52.23,30159.36,3.18,44102.33
7/30/19,DOC,0.70,9731.83,1.12,15500.87,20.51,11840.98,1.55,21539.23
7/31/19,SPM,1.67,19923.30,1.87,22364.93,53.10,26462.70,2.84,34010.17
7/31/19,DOC,0.69,8235.87,0.91,10906.32,21.50,10713.10,1.52,18131.96
8/1/19,SPM,1.64,17745.53,0.80,8675.14,51.56,23266.45,2.64,28604.35
8/1/19,DOC,0.67,7308.62,1.19,12894.24,22.43,10121.66,1.49,16169.50
8/2/19,SPM,1.61,16565.18,0.89,9185.65,51.13,21902.27,2.54,26140.41
8/2/19,DOC,0.66,6796.42,1.47,15152.85,23.20,9938.86,1.48,15233.73
8/3/19,SPM,1.58,15112.87,1.11,10579.06,50.89,20229.02,2.41,22993.99
8/3/19,DOC,0.65,6175.97,1.31,12483.55,23.21,9224.26,1.47,13993.21
8/4/19,SPM,1.56,12565.14,1.27,10228.19,51.67,17372.14,2.15,17330.06
8/4/19,DOC,0.63,5113.67,0.95,7665.89,22.57,7588.72,1.44,11596.85
8/5/19,SPM,1.53,11117.94,1.53,11117.94,52.02,15750.98,2.00,14563.06
8/5/19,DOC,0.62,4505.31,0.62,4505.31,22.01,6664.42,1.42,10325.09
8/6/19,SPM,1.51,10084.30,2.68,17917.47,51.46,14356.88,1.90,12735.53
8/6/19,DOC,0.62,4170.51,1.18,7923.49,22.06,6154.26,1.41,9436.56
8/7/19,SPM,1.48,9975.62,2.70,18139.29,52.03,14590.53,1.91,12843.51
8/7/19,DOC,0.63,4211.39,1.14,7653.16,21.80,6112.52,1.41,9490.30
8/8/19,SPM,1.46,9515.22,2.58,16852.48,50.15,13634.24,1.87,12212.25
8/8/19,DOC,0.63,4101.59,1.44,9418.86,22.43,6099.48,1.41,9173.72
8/9/19,SPM,1.43,9009.59,2.45,15395.77,51.44,13462.97,1.83,11482.54
8/9/19,DOC,0.63,3966.37,1.94,12155.36,22.61,5917.23,1.40,8800.16
8/10/19,SPM,1.41,8622.24,2.36,14435.17,49.69,12657.62,1.80,10991.59
8/10/19,DOC,0.63,3877.72,2.38,14578.24,22.71,5784.92,1.40,8543.90
8/11/19,SPM,1.39,8738.48,2.46,15519.97,49.32,12953.67,1.83,11545.43
8/11/19,DOC,0.64,4015.83,1.89,11882.92,23.39,6142.38,1.40,8832.69
8/12/19,SPM,1.36,9594.50,1.33,9398.14,50.08,14694.51,1.96,13829.50
8/12/19,DOC,0.64,4506.77,1.05,7421.75,23.30,6837.31,1.42,9973.63
8/13/19,SPM,1.34,9972.86,1.03,7645.50,51.68,16043.61,2.04,15176.11
8/13/19,DOC,0.64,4789.53,0.99,7391.36,21.60,6703.82,1.42,10613.90
8/14/19,SPM,1.31,9737.73,1.04,7707.25,50.92,15715.69,2.03,15030.74
8/14/19,DOC,0.65,4782.89,1.00,7373.50,21.23,6551.42,1.42,10545.81
8/15/19,SPM,1.29,12406.79,1.08,10427.58,53.52,21434.45,2.42,23295.89
8/15/19,DOC,0.65,6234.29,1.32,12733.03,22.04,8826.67,1.47,14114.69
8/16/19,SPM,1.27,12945.27,0.91,9289.20,53.42,22745.22,2.53,25874.59
8/16/19,DOC,0.65,6656.94,1.46,14921.58,23.92,10183.73,1.48,15131.00
8/17/19,SPM,1.24,12245.02,1.01,9953.03,50.92,20905.15,2.47,24300.20
8/17/19,DOC,0.65,6446.23,1.38,13573.30,24.98,10253.11,1.47,14514.92
8/18/19,SPM,1.22,11536.36,1.13,10737.73,50.52,19920.58,2.40,22686.75
8/18/19,DOC,0.66,6219.43,1.29,12231.15,24.18,9534.20,1.47,13869.00
8/19/19,SPM,1.20,11879.35,0.98,9786.19,55.77,23100.02,2.48,24676.09
8/19/19,DOC,0.66,6560.98,1.40,13891.80,23.75,9835.95,1.48,14663.24
8/20/19,SPM,1.17,18784.74,4.89,78419.85,55.35,36990.85,3.57,57312.90
8/20/19,DOC,0.66,10632.66,1.39,22307.10,24.42,16322.92,1.60,25641.96
8/21/19,SPM,1.15,16981.56,13.11,194077.92,57.18,35269.90,3.35,49616.97
8/21/19,DOC,0.67,9854.80,2.75,40689.32,28.54,17603.42,1.57,23293.17
8/22/19,SPM,1.12,13656.15,1.55,18873.34,52.59,26640.06,2.88,35000.03
8/22/19,DOC,0.67,8128.56,0.87,10541.69,27.92,14141.70,1.52,18479.60
8/23/19,SPM,1.10,11848.40,0.78,8399.75,49.47,22215.01,2.63,28368.60
8/23/19,DOC,0.67,7236.84,1.59,17131.27,25.91,11638.04,1.49,16081.19
8/24/19,SPM,1.08,10668.93,0.99,9822.72,49.78,20577.88,2.48,24592.71
8/24/19,DOC,0.67,6689.79,1.39,13820.97,24.82,10258.82,1.47,14630.41
8/25/19,SPM,1.05,9938.22,1.14,10764.00,47.78,18817.99,2.39,22636.74
8/25/19,DOC,0.68,6400.43,1.29,12190.20,25.61,10085.14,1.47,13848.73
8/26/19,SPM,1.03,10326.16,0.95,9586.82,48.77,20420.70,2.50,25142.15
8/26/19,DOC,0.68,6833.86,1.42,14289.70,27.06,11329.92,1.48,14846.05
8/27/19,SPM,1.00,10202.50,0.92,9380.53,49.28,20873.11,2.52,25644.97
8/27/19,DOC,0.68,6942.06,1.45,14722.62,28.40,12030.01,1.48,15041.97
8/28/19,SPM,0.98,10808.07,1.71,18878.52,50.52,23221.58,2.68,29540.01
8/28/19,DOC,0.69,7565.26,0.86,9542.31,27.00,12413.92,1.50,16517.58
8/29/19,SPM,0.96,10460.45,1.25,13683.30,50.70,23123.92,2.66,29134.46
8/29/19,DOC,0.69,7536.52,0.79,8595.65,24.91,11361.13,1.50,16367.18
8/30/19,SPM,0.93,11609.50,1.17,14639.77,52.59,27304.14,2.93,36538.72
8/30/19,DOC,0.69,8614.79,0.80,10018.70,24.40,12666.38,1.53,19013.60
8/31/19,SPM,0.91,11696.75,1.03,13253.49,53.60,28771.60,3.01,38761.57
8/31/19,DOC,0.69,8945.11,0.85,10976.89,28.08,15072.11,1.53,19772.15
9/1/19,SPM,0.88,9268.91,0.84,8847.39,53.37,23316.87,2.58,27051.51
9/1/19,DOC,0.70,7310.27,1.52,15953.33,30.18,13187.39,1.49,15583.13
9/2/19,SPM,0.86,9323.93,0.86,9323.93,51.19,23123.96,2.64,28658.84
9/2/19,DOC,0.70,7589.24,0.70,7589.24,29.77,13447.15,1.49,16189.88
9/3/19,SPM,0.89,9509.11,0.80,8539.70,49.17,21888.21,2.62,27942.17
9/3/19,DOC,0.71,7555.39,1.57,16747.25,30.38,13526.64,1.49,15920.82
9/4/19,SPM,0.92,8625.59,1.17,10930.44,52.19,20388.55,2.38,22325.41
9/4/19,DOC,0.71,6696.89,1.27,11936.26,28.62,11178.51,1.46,13722.17
9/5/19,SPM,0.95,8240.62,1.46,12659.50,50.43,18227.52,2.26,19567.70
9/5/19,DOC,0.72,6257.92,1.12,9758.00,28.73,10383.47,1.45,12572.57
9/6/19,SPM,0.98,9635.89,1.02,9990.87,49.43,20249.77,2.46,24216.68
9/6/19,DOC,0.73,7163.71,1.37,13502.82,28.76,11781.60,1.47,14481.86
9/7/19,SPM,1.01,10032.07,0.99,9801.33,51.30,21229.78,2.48,24641.45
9/7/19,DOC,0.74,7307.66,1.40,13862.36,33.26,13764.06,1.47,14649.60
9/8/19,SPM,1.04,9511.19,1.25,11456.12,50.54,19257.71,2.34,21400.53
9/8/19,DOC,0.74,6793.70,1.22,11191.25,38.09,14513.28,1.46,13342.51
9/9/19,SPM,1.07,9126.40,0.99,8447.65,50.10,17803.86,2.23,19019.49
9/9/19,DOC,0.75,6397.01,0.99,8428.28,34.21,12157.44,1.45,12337.37
9/10/19,SPM,1.10,9567.10,1.45,12596.26,48.02,17403.02,2.26,19655.46
9/10/19,DOC,0.76,6585.15,1.13,9825.28,31.77,11514.65,1.45,12610.00
9/11/19,SPM,1.13,9668.49,1.52,12991.75,49.28,17567.12,2.23,19120.40
9/11/19,DOC,0.76,6539.37,1.10,9417.25,30.39,10835.77,1.45,12380.84
9/12/19,SPM,1.16,11306.82,1.04,10156.63,49.45,20081.69,2.45,23858.00
9/12/19,DOC,0.77,7519.31,1.35,13201.39,30.80,12509.45,1.47,14339.42
9/13/19,SPM,1.19,13410.83,3.68,41476.45,50.99,23943.01,2.72,30651.90
9/13/19,DOC,0.78,8774.19,1.10,12342.78,32.98,15486.46,1.50,16926.39
9/14/19,SPM,1.22,12642.43,0.87,9047.45,52.37,22610.41,2.56,26504.53
9/14/19,DOC,0.79,8142.08,1.49,15471.33,37.14,16034.86,1.48,15373.86
9/15/19,SPM,1.25,11934.74,1.11,10561.15,51.13,20342.62,2.41,23029.24
9/15/19,DOC,0.79,7570.04,1.31,12512.60,37.92,15087.20,1.47,14007.42
9/16/19,SPM,1.28,11791.65,1.23,11299.57,47.28,18146.23,2.35,21667.11
9/16/19,DOC,0.80,7369.78,1.24,11404.52,36.27,13920.90,1.46,13452.52
9/17/19,SPM,1.31,11906.58,1.28,11590.72,47.10,17838.67,2.33,21176.97
9/17/19,DOC,0.81,7336.11,1.21,11013.32,34.81,13184.32,1.46,13249.87
9/18/19,SPM,1.34,12671.68,1.14,10754.61,47.68,18786.01,2.40,22654.58
9/18/19,DOC,0.81,7700.28,1.29,12204.81,34.83,13721.79,1.47,13855.96
9/19/19,SPM,1.37,13018.69,1.12,10656.03,48.63,19255.99,2.40,22843.82
9/19/19,DOC,0.82,7805.78,1.30,12359.99,35.77,14164.44,1.47,13932.57
9/20/19,SPM,1.40,12353.52,1.39,12257.14,47.41,17432.66,2.28,20141.21
9/20/19,DOC,0.83,7311.26,1.16,10200.16,41.11,15115.92,1.45,12816.12
9/21/19,SPM,1.43,12058.89,1.15,9714.33,48.67,17101.04,2.21,18658.58
9/21/19,DOC,0.84,7047.40,0.98,8257.72,40.82,14343.84,1.44,12181.21
9/22/19,SPM,1.46,11684.92,0.87,6925.29,48.50,16173.15,2.14,17093.91
9/22/19,DOC,0.84,6745.70,0.95,7614.66,47.06,15694.33,1.44,11491.32
9/23/19,SPM,1.49,11540.74,0.94,7245.95,47.84,15438.88,2.09,16185.87
9/23/19,DOC,0.85,6583.64,0.97,7511.68,44.14,14246.53,1.43,11080.57
9/24/19,SPM,1.52,11331.36,1.02,7639.17,47.96,14898.30,2.04,15191.16
9/24/19,DOC,0.86,6389.87,0.99,7393.21,40.35,12534.04,1.42,10620.94
9/25/19,SPM,1.55,11352.17,1.19,8692.74,47.99,14645.86,2.01,14753.12
9/25/19,DOC,0.86,6330.01,0.86,6321.02,37.30,11383.82,1.42,10415.09
9/26/19,SPM,1.58,12283.00,0.93,7209.16,49.28,15962.18,2.09,16285.34
9/26/19,DOC,0.87,6774.53,0.97,7523.19,36.58,11849.36,1.43,11125.96
9/27/19,SPM,1.61,12262.84,0.97,7415.81,47.97,15224.95,2.07,15741.31
9/27/19,DOC,0.88,6691.79,0.98,7459.50,36.08,11451.76,1.43,10876.45
9/28/19,SPM,1.64,12121.24,1.05,7730.50,46.45,14304.45,2.03,14976.69
9/28/19,DOC,0.89,6546.31,1.00,7366.82,36.24,11161.26,1.42,10520.42
9/29/19,SPM,1.67,12645.31,0.99,7476.27,47.77,15070.32,2.06,15588.66
9/29/19,DOC,0.89,6760.75,0.98,7441.30,35.81,11298.56,1.43,10805.88
9/30/19,SPM,1.70,13176.20,0.93,7239.18,48.59,15692.00,2.09,16204.08
9/30/19,DOC,0.90,6975.63,0.97,7513.79,37.19,12010.79,1.43,11088.89
10/1/19,SPM,1.73,14409.60,1.36,11304.62,48.73,16911.72,2.19,18275.27
10/1/19,DOC,0.91,7555.82,0.97,8076.54,38.81,13469.82,1.44,12014.18
10/2/19,SPM,1.76,14166.99,1.07,8605.22,50.14,16815.81,2.14,17258.56
10/2/19,DOC,0.91,7359.47,0.95,7646.95,44.98,15084.67,1.44,11564.95
10/3/19,SPM,1.79,14159.17,0.89,7038.32,48.27,15908.75,2.12,16762.95
10/3/19,DOC,0.92,7288.64,0.96,7577.67,41.92,13816.49,1.43,11342.54
10/4/19,SPM,1.82,14183.74,0.92,7184.61,49.21,15979.89,2.10,16352.37
10/4/19,DOC,0.93,7236.60,0.97,7530.92,37.96,12324.94,1.43,11156.49
10/5/19,SPM,1.85,13993.30,0.99,7487.33,49.98,15750.61,2.06,15561.04
10/5/19,DOC,0.94,7077.69,0.98,7437.99,35.01,11035.25,1.43,10793.09
10/6/19,SPM,1.88,14167.07,1.00,7526.17,50.31,15796.28,2.05,15464.79
10/6/19,DOC,0.94,7105.07,0.99,7426.43,34.66,10881.36,1.43,10748.43
10/7/19,SPM,1.91,15504.53,1.91,15504.53,52.53,17767.80,2.16,17503.52
10/7/19,DOC,0.95,7711.68,0.95,7711.68,35.96,12163.30,1.44,11674.04
10/8/19,SPM,1.94,15275.97,0.90,7093.56,51.33,16822.37,2.11,16605.61
10/8/19,DOC,0.95,7458.20,0.96,7559.87,40.86,13390.15,1.43,11271.44
10/9/19,SPM,1.97,14376.86,1.43,10403.85,49.52,15025.92,2.01,14614.07
10/9/19,DOC,0.95,6891.95,0.68,4936.27,39.48,11978.80,1.42,10349.29
10/10/19,SPM,2.01,14079.43,1.40,9834.51,50.86,14871.44,1.96,13750.09
10/10/19,DOC,0.94,6628.71,1.08,7597.04,36.11,10557.74,1.42,9935.18
10/11/19,SPM,2.04,13717.07,2.69,18127.93,50.15,14061.03,1.91,12837.99
10/11/19,DOC,0.94,6344.26,1.14,7666.69,34.45,9657.29,1.41,9487.56
10/12/19,SPM,2.07,13240.46,2.51,16059.24,49.86,13283.99,1.85,11817.00
10/12/19,DOC,0.94,6017.35,1.69,10791.26,33.05,8806.05,1.40,8972.43
10/13/19,SPM,2.10,13142.42,2.43,15211.30,50.45,13138.60,1.82,11388.89
10/13/19,DOC,0.94,5870.34,2.01,12575.84,32.25,8397.30,1.40,8751.59
10/14/19,SPM,2.14,11924.35,1.59,8857.29,49.97,11629.30,1.70,9514.02
10/14/19,DOC,0.94,5236.10,1.14,6368.78,31.25,7272.52,1.39,7745.76
10/15/19,SPM,2.17,12172.35,2.10,11803.00,49.60,11608.90,1.71,9599.58
10/15/19,DOC,0.94,5255.69,1.23,6892.45,30.20,7068.46,1.39,7793.17
10/16/19,SPM,2.20,11461.81,0.76,3970.25,50.69,11007.77,1.64,8529.54
10/16/19,DOC,0.93,4867.27,1.08,5634.18,29.50,6405.04,1.38,7188.25
10/17/19,SPM,2.23,9437.25,1.20,5061.97,50.96,8980.05,1.46,6178.87
10/17/19,DOC,0.93,3942.26,1.42,5987.49,29.17,5141.14,1.36,5749.17
10/18/19,SPM,2.26,9867.91,1.36,5907.59,52.61,9555.86,1.48,6470.59
10/18/19,DOC,0.93,4055.84,1.04,4518.10,28.19,5119.63,1.36,5937.66
10/19/19,SPM,2.30,11077.53,0.75,3628.82,53.25,10706.05,1.57,7564.02
10/19/19,DOC,0.93,4480.64,1.41,6792.01,28.02,5633.61,1.37,6617.70
10/20/19,SPM,2.33,9722.28,1.14,4774.25,56.54,9838.44,1.45,6062.41
10/20/19,DOC,0.93,3870.71,1.60,6668.57,28.19,4904.78,1.36,5673.00
10/21/19,SPM,2.36,11358.77,0.75,3618.09,61.01,12235.02,1.57,7534.22
10/21/19,DOC,0.93,4452.06,1.42,6840.94,27.45,5505.20,1.37,6599.67
10/22/19,SPM,2.39,11976.37,0.76,3787.83,61.19,12764.95,1.60,8010.36
10/22/19,DOC,0.92,4622.11,1.22,6121.56,27.79,5797.88,1.38,6884.63
10/23/19,SPM,2.42,10691.03,1.42,6264.81,57.44,10554.54,1.49,6585.43
10/23/19,DOC,0.92,4063.47,0.92,4059.56,27.81,5109.58,1.36,6010.99
10/24/19,SPM,2.46,10968.28,1.49,6674.41,58.22,10831.56,1.50,6711.85
10/24/19,DOC,0.92,4106.33,0.97,4320.31,27.39,5095.19,1.36,6091.17
10/25/19,SPM,2.49,11167.59,1.53,6846.90,50.80,9498.97,1.51,6763.53
10/25/19,DOC,0.92,4118.93,1.04,4688.07,27.38,5118.94,1.36,6123.79
10/26/19,SPM,2.52,11551.47,1.59,7268.38,49.19,9391.57,1.52,6984.71
10/26/19,DOC,0.92,4198.00,1.40,6437.88,28.28,5399.45,1.37,6262.34
10/27/19,SPM,2.55,9363.52,1.98,7256.63,50.46,7712.16,1.36,4990.51
10/27/19,DOC,0.91,3353.47,2.84,10401.08,28.17,4304.67,1.35,4944.34
10/28/19,SPM,2.59,9057.97,2.58,9044.46,49.56,7235.20,1.33,4665.00
10/28/19,DOC,0.91,3197.44,1.72,6020.38,27.72,4047.00,1.34,4711.90
10/29/19,SPM,2.62,11896.03,1.61,7308.80,51.55,9762.38,1.52,6897.80
10/29/19,DOC,0.91,4139.58,1.27,5777.95,28.02,5306.32,1.37,6208.09
10/30/19,SPM,2.65,14198.63,0.77,4104.74,52.09,11631.49,1.66,8913.11
10/30/19,DOC,0.91,4871.33,1.04,5572.51,27.57,6157.12,1.38,7408.17
10/31/19,SPM,2.68,15594.52,2.20,12820.59,50.19,12161.23,1.74,10146.58
10/31/19,DOC,0.91,5275.72,3.50,20372.28,28.16,6823.46,1.39,8092.69
11/1/19,SPM,2.71,15228.74,2.06,11557.38,49.59,11594.82,1.71,9586.81
11/1/19,DOC,0.91,5080.92,1.20,6710.62,28.00,6547.43,1.39,7786.11
11/2/19,SPM,2.75,14523.58,0.76,4041.08,49.55,10921.10,1.65,8730.82
11/2/19,DOC,0.90,4779.48,1.06,5601.37,28.23,6220.84,1.38,7304.10
11/3/19,SPM,2.78,16494.32,2.27,13468.90,51.59,12763.39,1.77,10489.05
11/3/19,DOC,0.90,5354.61,2.99,17725.43,27.22,6734.20,1.39,8277.17
11/4/19,SPM,2.81,19495.79,2.81,19495.79,50.11,14485.91,1.95,13496.78
11/4/19,DOC,0.90,6244.20,0.90,6244.20,28.34,8191.21,1.41,9811.98
11/5/19,SPM,2.75,21011.32,0.97,7389.19,52.50,16704.24,2.07,15809.42
11/5/19,DOC,0.91,6916.50,0.98,7467.57,27.88,8870.20,1.43,10907.85
11/6/19,SPM,2.69,24282.55,1.30,11765.18,50.61,19016.17,2.32,20894.70
11/6/19,DOC,0.91,8218.71,1.20,10789.88,28.24,10609.22,1.46,13132.42
11/7/19,SPM,2.63,24600.93,1.18,11012.15,49.60,19300.14,2.37,22175.95
11/7/19,DOC,0.92,8564.97,1.27,11814.91,28.56,11114.96,1.46,13661.20
11/8/19,SPM,2.58,24999.15,1.05,10238.90,53.41,21600.53,2.44,23684.22
11/8/19,DOC,0.92,8956.99,1.35,13056.06,28.19,11399.30,1.47,14270.14
11/9/19,SPM,2.52,24847.43,1.00,9916.93,58.41,24024.63,2.47,24380.48
11/9/19,DOC,0.93,9166.19,1.38,13641.15,28.20,11599.21,1.47,14546.67
11/10/19,SPM,2.46,24161.38,1.02,10000.73,58.24,23846.25,2.46,24195.01
11/10/19,DOC,0.93,9181.61,1.37,13484.56,28.87,11822.32,1.47,14473.28
11/11/19,SPM,2.40,27037.62,3.70,41626.91,53.04,24898.55,2.72,30633.28
11/11/19,DOC,0.94,10589.73,1.10,12351.73,28.93,13580.40,1.50,16919.59
11/12/19,SPM,2.34,24727.95,0.83,8729.07,53.92,23728.39,2.59,27386.67
11/12/19,DOC,0.95,9987.74,1.54,16250.78,28.79,12670.80,1.49,15710.65
11/13/19,SPM,2.28,28356.85,1.22,15108.18,51.03,26413.70,2.93,36344.11
11/13/19,DOC,0.95,11818.31,0.81,10082.11,28.95,14986.17,1.53,18946.47
11/14/19,SPM,2.22,21292.97,1.10,10508.79,48.94,19519.28,2.42,23132.96
11/14/19,DOC,0.96,9162.68,1.32,12598.21,28.87,11517.04,1.47,14049.19
11/15/19,SPM,2.17,20161.43,1.19,11077.89,49.81,19322.38,2.37,22057.27
11/15/19,DOC,0.96,8963.59,1.26,11718.81,28.58,11086.22,1.46,13612.68
11/16/19,SPM,2.11,18359.97,1.44,12553.05,50.47,18324.05,2.26,19715.93
11/16/19,DOC,0.97,8439.36,1.13,9871.72,28.27,10261.98,1.45,12635.75
11/17/19,SPM,2.05,16667.00,1.85,15080.59,51.96,17615.05,2.16,17569.82
11/17/19,DOC,0.97,7926.70,0.95,7743.02,27.43,9298.13,1.44,11703.47
11/18/19,SPM,1.99,21157.57,0.81,8619.45,52.30,23169.99,2.61,27705.29
11/18/19,DOC,0.98,10419.31,1.56,16535.01,27.16,12030.44,1.49,15831.37
11/19/19,SPM,1.93,16042.66,1.41,11697.19,53.31,18449.59,2.19,18190.14
11/19/19,DOC,0.99,8187.45,0.97,8036.30,27.48,9511.24,1.44,11976.92
11/20/19,SPM,1.87,13958.14,1.03,7641.98,52.52,16310.02,2.04,15184.47
11/20/19,DOC,0.99,7388.98,0.99,7392.39,27.65,8587.30,1.42,10617.81
11/21/19,SPM,1.81,11241.14,2.41,14901.56,49.96,12899.02,1.81,11230.98
11/21/19,DOC,1.00,6178.20,2.15,13327.37,27.71,7154.33,1.40,8669.37
11/22/19,SPM,1.76,8462.46,0.75,3624.14,50.59,10160.74,1.57,7551.01
11/22/19,DOC,1.00,4833.73,1.41,6813.30,27.63,5549.42,1.37,6609.83
11/23/19,SPM,1.70,6847.40,1.32,5326.42,55.57,9341.74,1.43,5754.22
