,ID,par,datetime,mean_altitude_m,full_name,unit,time_resolution,value_min,value_median,value_max,value_mean,value_std,value_count
24,1,rr,1/25/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.4,5.2,1.185202436,1.404432645,5582
25,1,rr,1/26/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,7.5,1.486474382,1.814640574,5582
26,1,rr,1/27/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,5.9,0.240236474,0.876249244,5582
27,1,rr,1/28/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1,0.001988535,0.030193568,5582
28,1,rr,1/29/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,1.5,0.369831602,0.449092665,5582
29,1,rr,1/30/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.5,5.3,0.973522035,1.138120128,5582
30,1,rr,1/31/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,2,0.372733787,0.442632674,5582
31,1,rr,2/1/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.9,0.179290577,0.326631363,5582
32,1,rr,2/2/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
33,1,rr,2/3/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,2.1,0.542547474,0.607402962,5582
34,1,rr,2/4/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,4.8,0.474399857,0.832039797,5582
35,1,rr,2/5/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.2,0.025456826,0.052516983,5582
36,1,rr,2/6/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,7.7,14.2,23.2,14.5094948,3.366416046,5582
37,1,rr,2/7/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,1.9,9,19.6,9.793389466,4.080993439,5582
38,1,rr,2/8/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,6.3,11.2,16.9,11.0925833,1.638940716,5582
39,1,rr,2/9/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.7,2.8,4.7,2.935220351,0.723850184,5582
40,1,rr,2/10/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,8.1,12.8,22.9,12.96121462,2.329887801,5582
41,1,rr,2/11/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,7.2,12.7,17.4,12.53457542,1.562554966,5582
42,1,rr,2/12/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,4.7,8.1,11.8,7.950197062,1.17293699,5582
43,1,rr,2/13/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,9.5,13.2,18.7,13.52151559,1.697350084,5582
44,1,rr,2/14/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,2.7,5.8,9.9,5.883195987,1.52529316,5582
45,1,rr,2/15/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.4,3.2,0.678842709,0.713568214,5582
46,1,rr,2/16/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.5,0.138032963,0.201346303,5582
47,1,rr,2/17/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.3,0.109333572,0.140966867,5582
48,1,rr,2/18/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.2,5.5,1.476065926,1.057587699,5582
49,1,rr,2/19/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,2.4,5,2.429577212,0.924089483,5582
50,1,rr,2/20/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,0.8,3.4,0.997599427,0.631977671,5582
51,1,rr,2/21/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,5.4,0.351218201,0.806060932,5582
52,1,rr,2/22/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,6.5,1.013579362,1.692446126,5582
53,1,rr,2/23/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,1.1,3.4,1.203923325,0.54295575,5582
54,1,rr,2/24/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,5.4,0.617699749,0.828673484,5582
55,1,rr,2/25/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.3,2,0.397563597,0.381625749,5582
56,1,rr,2/26/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.7,0.02255464,0.088720999,5582
57,1,rr,2/27/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.1,5.5,1.219276245,1.285958925,5582
58,1,rr,2/28/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.6,1.5,0.519329989,0.457226961,5582
59,1,rr,3/1/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
60,1,rr,3/2/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,1.6,0.269509137,0.349025432,5582
61,1,rr,3/3/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,1,0.225546399,0.266641795,5582
62,1,rr,3/4/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.6,4.2,2.332156933,1.064943478,5582
63,1,rr,3/5/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
64,1,rr,3/6/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,2.4,0.306431387,0.418429396,5582
65,1,rr,3/7/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.8,6,1.220673594,1.404798536,5582
66,1,rr,3/8/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,4,7.8,13.5,8.085399498,2.176131704,5582
67,1,rr,3/9/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,2.6,6,12.2,6.287190971,1.913104881,5582
68,1,rr,3/10/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,1.9,3.6,6.8,3.785757793,0.739251686,5582
69,1,rr,3/11/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,1,4.2,11,4.472608384,1.755272694,5582
70,1,rr,3/12/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.7,3.8,1.455195271,1.010289682,5582
71,1,rr,3/13/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,4.3,0.705499821,0.913117015,5582
72,1,rr,3/14/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,3.6,8.2,3.273969903,1.567167148,5582
73,1,rr,3/15/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.8,0.414922967,0.612693028,5582
74,1,rr,3/16/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
75,1,rr,3/17/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
76,1,rr,3/18/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1,8.7,1.598495163,1.852726111,5582
77,1,rr,3/19/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,6.1,0.414797564,0.886217885,5582
78,1,rr,3/20/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.8,5.9,10.9,5.702454317,1.897946172,5582
79,1,rr,3/21/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.9,3,0.920655679,0.621107611,5582
80,1,rr,3/22/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,3.2,0.234073809,0.374500602,5582
81,1,rr,3/23/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,2.9,5.7,8.9,5.764349695,1.140634652,5582
82,1,rr,3/24/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.2,3,5.9,3.030293802,1.070944078,5582
83,1,rr,3/25/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,5.7,1.136778932,1.458886435,5582
84,1,rr,3/26/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,4.2,9.4,3.942475815,2.43497109,5582
85,1,rr,3/27/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
86,1,rr,3/28/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.5,7.5,2.504962379,1.929899993,5582
87,1,rr,3/29/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.6,0.128161949,0.11512786,5582
88,1,rr,3/30/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,2.6,0.106718022,0.349909266,5582
89,1,rr,3/31/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,3.5,0.182568972,0.634222879,5582
90,1,rr,4/1/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1,4,1.210229308,0.918819727,5582
91,1,rr,4/2/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.6,5.1,2.471426012,1.15000467,5582
92,1,rr,4/3/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,4.6,9.1,4.541597994,2.098346246,5582
93,1,rr,4/4/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.3,1.8,0.442368327,0.422004901,5582
94,1,rr,4/5/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,1.8,0.306288069,0.318398747,5582
95,1,rr,4/6/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.7,3.6,0.986348979,1.010658109,5582
96,1,rr,4/7/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,5.4,10,5.182461483,1.818977237,5582
97,1,rr,4/8/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,4.1,10.8,18.2,11.2947689,2.99415806,5582
98,1,rr,4/9/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,15.1,24.6,14.3878359,5.854661271,5582
99,1,rr,4/10/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,5.2,11.5,5.206144751,2.506686247,5582
100,1,rr,4/11/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.9,3.5,10.4,4.003923325,2.30855797,5582
101,1,rr,4/12/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.7,0.010838409,0.046590002,5582
102,1,rr,4/13/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,4.4,12.1,4.010587603,3.770436977,5582
103,1,rr,4/14/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,5.2,12,5.517395199,3.463669194,5582
104,1,rr,4/15/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,3.3,0.037800072,0.248444069,5582
105,1,rr,4/16/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,0.014493013,0.035206192,5582
106,1,rr,4/17/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,0.000125403,0.003539326,5582
107,1,rr,4/18/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,4.5,0.439448226,0.973754632,5582
108,1,rr,4/19/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.9,7.2,2.074883554,1.4808954,5582
109,1,rr,4/20/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.4,5.5,1.338946614,1.471026577,5582
110,1,rr,4/21/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,14.2,2.133840917,3.020882272,5582
111,1,rr,4/22/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1,2.7,0.993532784,0.657940695,5582
112,1,rr,4/23/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,3,0.573754927,0.702998046,5582
113,1,rr,4/24/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,0.032192762,0.046725725,5582
114,1,rr,4/25/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,0.030867073,0.04619863,5582
115,1,rr,4/26/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.2,0.000698674,0.011097095,5582
116,1,rr,4/27/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
117,1,rr,4/28/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,3.2,6.4,2.686402723,2.183515556,5582
118,1,rr,4/29/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.2,0.7,1.5,0.697259047,0.290625207,5582
119,1,rr,4/30/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,0.000125403,0.003539326,5582
120,1,rr,5/1/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.8,0.027051236,0.160347714,5582
121,1,rr,5/2/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1,0.005087782,0.046745942,5582
122,1,rr,5/3/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,0.002454317,0.015474203,5582
123,1,rr,5/4/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.3,2.7,0.56990326,0.713162871,5582
124,1,rr,5/5/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.8,0.152257255,0.190721223,5582
125,1,rr,5/6/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.4,1.6,0.435166607,0.413615867,5582
126,1,rr,5/7/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,2.3,7.8,12.5,7.372572555,2.20350224,5582
127,1,rr,5/8/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.3,1.1,0.308939448,0.282552398,5582
128,1,rr,5/9/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.8,0.087423862,0.250803102,5582
129,1,rr,5/10/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.4,6.2,2.46372268,1.024346505,5582
130,1,rr,5/11/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,2,0.234450018,0.34156728,5582
131,1,rr,5/12/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.6,0.100429953,0.098108767,5582
132,1,rr,5/13/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.6,0.094750985,0.155088223,5582
133,1,rr,5/14/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,0.9,3.9,1.033751344,0.632736121,5582
134,1,rr,5/15/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,2,3,1.785327839,0.70361245,5582
135,1,rr,5/16/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.7,0.138445002,0.168432225,5582
136,1,rr,5/17/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
137,1,rr,5/18/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.5,0.13855249,0.12940916,5582
138,1,rr,5/19/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
139,1,rr,5/20/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,2.3,3.6,7,3.67251881,0.811026897,5582
140,1,rr,5/21/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.3,7.3,1.286259405,1.849896538,5582
141,1,rr,5/22/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,2.8,0.498244357,0.732752198,5582
142,1,rr,5/23/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,1.9,4.2,6.6,4.316212827,0.943608222,5582
143,1,rr,5/24/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.2,6.6,2.56538875,1.471373689,5582
144,1,rr,5/25/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,1.4,0.210050161,0.319156686,5582
145,1,rr,5/26/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
146,1,rr,5/27/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,0.000125403,0.003539326,5582
147,1,rr,5/28/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,4.75,13.5,5.371157291,3.429625673,5582
148,1,rr,5/29/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.4,4.1,9.1,4.392690792,2.570836321,5582
149,1,rr,5/30/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.6,0.235775708,0.377347657,5582
150,1,rr,5/31/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.5,0.047939807,0.0839272,5582
151,1,rr,6/1/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.7,6.7,2.166517377,2.138552868,5582
152,1,rr,6/2/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.2,3,6.8,3.117108563,1.198330689,5582
153,1,rr,6/3/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,10,2.561805804,3.126113978,5582
154,1,rr,6/4/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.9,2.7,1.037620924,0.57816688,5582
155,1,rr,6/5/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,8.2,17.9,7.272035113,3.413352279,5582
156,1,rr,6/6/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,3.6,13.5,3.993676102,2.784295258,5582
157,1,rr,6/7/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,1.79E-05,0.001338459,5582
158,1,rr,6/8/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.1,4.8,2.018810462,0.812316154,5582
159,1,rr,6/9/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.7,1.7,0.689376568,0.435460125,5582
160,1,rr,6/10/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.3,8.7,2.696452884,1.921250646,5582
161,1,rr,6/11/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,6.6,18.9,6.339591544,3.640005234,5582
162,1,rr,6/12/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,3.5,0.887871731,1.085039319,5582
163,1,rr,6/13/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.5,2.4,0.556198495,0.503540686,5582
164,1,rr,6/14/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,6.3,0.756198495,1.37341595,5582
165,1,rr,6/15/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.6,0.019688284,0.068863685,5582
166,1,rr,6/16/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,1.8,3.9,16.1,5.179290577,2.99701476,5582
167,1,rr,6/17/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,6.6,1.694303117,1.997384907,5582
168,1,rr,6/18/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.3,1.4,0.319921175,0.277278079,5582
169,1,rr,6/19/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,1.3,0.261125045,0.283470485,5582
170,1,rr,6/20/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.6,0.060874239,0.080509636,5582
171,1,rr,6/21/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,0.009279828,0.029017554,5582
172,1,rr,6/22/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
173,1,rr,6/23/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.4,5.1,2.185327839,1.510087229,5582
174,1,rr,6/24/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,5.8,8.9,17.3,9.718434253,2.638729676,5582
175,1,rr,6/25/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.4,1.9,5.3,2.021927625,0.830645783,5582
176,1,rr,6/26/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,2.3,3.7,4.5,3.63919742,0.378546623,5582
177,1,rr,6/27/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
178,1,rr,6/28/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.2,0.007864565,0.027119839,5582
179,1,rr,6/29/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.8,11.5,2.967520602,1.795504025,5582
180,1,rr,6/30/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.7,5.3,1.168810462,1.198161997,5582
181,1,rr,7/1/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.3,0.066714439,0.121741192,5582
182,1,rr,7/2/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.3,0.027946972,0.084828603,5582
183,1,rr,7/3/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,5.3,14.7,23,14.26605159,4.451440938,5582
184,1,rr,7/4/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.3,4.8,0.751791473,0.87518059,5582
185,1,rr,7/5/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,0.9,0.237782157,0.232281727,5582
186,1,rr,7/6/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.5,0.032748119,0.063174182,5582
187,1,rr,7/7/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,7.7,14.3,23.6,14.63944823,2.768696231,5582
188,1,rr,7/8/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.5,1.1,1.8,1.080186313,0.184320233,5582
189,1,rr,7/9/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.4,2.6,0.591938373,0.547741732,5582
190,1,rr,7/10/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.6,0.151952705,0.177549121,5582
191,1,rr,7/11/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.2,0.064385525,0.075031908,5582
192,1,rr,7/12/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.2,0.061214618,0.073479285,5582
193,1,rr,7/13/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.3,0.014475099,0.054456333,5582
194,1,rr,7/14/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.2,0.046954497,0.0501623,5582
195,1,rr,7/15/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.2,0.063955571,0.075707096,5582
196,1,rr,7/16/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,1.1,0.17255464,0.225809726,5582
197,1,rr,7/17/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.4,0.071891795,0.220723437,5582
198,1,rr,7/18/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.3,0.8,0.321802221,0.211383897,5582
199,1,rr,7/19/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.7,0.181225367,0.279558749,5582
200,1,rr,7/20/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,1.6,7.4,14,7.147742745,1.843675979,5582
201,1,rr,7/21/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.6,3.9,9.9,4.019329989,1.684055964,5582
202,1,rr,7/22/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.2,2.5,0.860032247,0.728082754,5582
203,1,rr,7/23/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,0.3,0.124973128,0.087673085,5582
204,1,rr,7/24/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.2,5.7,1.515317091,1.319703098,5582
205,1,rr,7/25/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.1,6,2.363095665,1.519624815,5582
206,1,rr,7/26/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.5,6,1.628054461,1.092215346,5582
207,1,rr,7/27/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,2.1,12.7,2.796990326,2.413004153,5582
208,1,rr,7/28/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,6.3,9,5.058419921,2.585878819,5582
209,1,rr,7/29/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.3,0.12187388,0.136953831,5582
210,1,rr,7/30/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,1.2,13.2,22.2,12.61830885,5.993584171,5582
211,1,rr,7/31/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,1.6,3.1,5.9,3.308384092,0.91406298,5582
212,1,rr,8/1/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,3.1,9.7,3.853529201,2.43946328,5582
213,1,rr,8/2/15 6:00,678.9593336,Dognnedbor v2.0,mm,1440,2.1,3.4,4.7,3.32551057,0.547841506,5582
