,ID,par,datetime,mean_altitude_m,full_name,unit,time_resolution,value_min,value_median,value_max,value_mean,value_std,value_count
1095,1,rr,12/31/17 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,0.7,1.8,0.71114296,0.335646343,5582
1096,1,rr,1/1/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,2.4,0.674220709,0.760536731,5582
1097,1,rr,1/2/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,1.1,0.249838767,0.302013447,5582
1098,1,rr,1/3/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.3,0.8,2.4,1.009656037,0.520989221,5582
1099,1,rr,1/4/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,1.7,3.8,7.4,3.735471157,1.177891416,5582
1100,1,rr,1/5/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,1,0.272017198,0.200138407,5582
1101,1,rr,1/6/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,0.3,1,0.339519885,0.135389775,5582
1102,1,rr,1/7/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.8,4.2,1.433912576,1.534592481,5582
1103,1,rr,1/8/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,3.7,8.7,4.091114296,1.334989366,5582
1104,1,rr,1/9/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,3.3,8.3,15.4,8.232479398,2.205022751,5582
1105,1,rr,1/10/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,3.2,6.8,3.081780724,1.187015179,5582
1106,1,rr,1/11/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.4,0.7,0.386599785,0.173642978,5582
1107,1,rr,1/12/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.5,0.072751702,0.136052267,5582
1108,1,rr,1/13/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,2.5,0.272877105,0.480949308,5582
1109,1,rr,1/14/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.4,0.025116446,0.078073326,5582
1110,1,rr,1/15/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.6,0.15326048,0.166434224,5582
1111,1,rr,1/16/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.5,4.5,1.52482981,1.370575325,5582
1112,1,rr,1/17/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.8,2.2,0.79446435,0.677453064,5582
1113,1,rr,1/18/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.6,1.3,0.569544966,0.460012278,5582
1114,1,rr,1/19/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.4,0.9,0.363543533,0.313173441,5582
1115,1,rr,1/20/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,0.005840201,0.023452306,5582
1116,1,rr,1/21/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.6,0.146847008,0.168118005,5582
1117,1,rr,1/22/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.3,0.093461125,0.267357925,5582
1118,1,rr,1/23/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.4,0.002060193,0.022583171,5582
1119,1,rr,1/24/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,0.5,0.15098531,0.152568396,5582
1120,1,rr,1/25/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.9,5.5,1.917699749,1.651294946,5582
1121,1,rr,1/26/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,0.8,0.193944823,0.168711579,5582
1122,1,rr,1/27/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,3.1,0.010229308,0.148844866,5582
1123,1,rr,1/28/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.5,0.032156933,0.107818218,5582
1124,1,rr,1/29/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.4,0.162002866,0.164710933,5582
1125,1,rr,1/30/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1126,1,rr,1/31/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,1.4,0.28366177,0.379144057,5582
1127,1,rr,2/1/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.6,0.045521319,0.129726901,5582
1128,1,rr,2/2/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,0.7,0.206897169,0.186377331,5582
1129,1,rr,2/3/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.3,0.058993192,0.080184724,5582
1130,1,rr,2/4/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,0.047939807,0.049962013,5582
1131,1,rr,2/5/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1132,1,rr,2/6/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,3.6,0.428627732,0.88813934,5582
1133,1,rr,2/7/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,0.3,0.192475815,0.075702508,5582
1134,1,rr,2/8/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.2,0.6,1.3,0.64670369,0.260440253,5582
1135,1,rr,2/9/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.9,0.025259764,0.093142756,5582
1136,1,rr,2/10/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,0.8,0.188659979,0.183708525,5582
1137,1,rr,2/11/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.2,3.6,1.234181297,1.216743829,5582
1138,1,rr,2/12/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.8,1.8,0.693604443,0.445925968,5582
1139,1,rr,2/13/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.8,2.1,0.748298101,0.752131157,5582
1140,1,rr,2/14/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.6,1.2,0.559297743,0.245194797,5582
1141,1,rr,2/15/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.4,0.166750269,0.168591268,5582
1142,1,rr,2/16/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.3,0.12061985,0.120840881,5582
1143,1,rr,2/17/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.3,0.000752418,0.012817128,5582
1144,1,rr,2/18/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1145,1,rr,2/19/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.7,0.046936582,0.147147893,5582
1146,1,rr,2/20/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1,0.034181297,0.138268277,5582
1147,1,rr,2/21/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.6,0.003135077,0.034009222,5582
1148,1,rr,2/22/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1149,1,rr,2/23/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,0.2,0.104675743,0.09787929,5582
1150,1,rr,2/24/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.5,0.093228234,0.110222875,5582
1151,1,rr,2/25/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.4,0.014260122,0.067175987,5582
1152,1,rr,2/26/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1153,1,rr,2/27/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1154,1,rr,2/28/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.2,0.074668578,0.081552461,5582
1155,1,rr,3/1/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.2,2.8,1.069276245,0.595437602,5582
1156,1,rr,3/2/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.3,0.7,0.300770333,0.17240496,5582
1157,1,rr,3/3/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.8,1.6,2,1.530526693,0.222364616,5582
1158,1,rr,3/4/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.2,3.5,1.190630598,1.133840366,5582
1159,1,rr,3/5/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,1,0.296273737,0.331784686,5582
1160,1,rr,3/6/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.3,0.000447868,0.009165897,5582
1161,1,rr,3/7/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,1.9,0.530472949,0.604084312,5582
1162,1,rr,3/8/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.4,0.9,0.359566464,0.236441755,5582
1163,1,rr,3/9/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,1,0.302382659,0.317776022,5582
1164,1,rr,3/10/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.6,0.147778574,0.159929351,5582
1165,1,rr,3/11/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.25,0.6,0.218040129,0.171313715,5582
1166,1,rr,3/12/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.3,3.7,1.247348621,1.157109616,5582
1167,1,rr,3/13/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.7,0.110623432,0.162426519,5582
1168,1,rr,3/14/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,3.3,0.383715514,0.829418958,5582
1169,1,rr,3/15/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,0.029129344,0.045439912,5582
1170,1,rr,3/16/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1171,1,rr,3/17/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1172,1,rr,3/18/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,7.4,16.2,8.1656933,4.056274994,5582
1173,1,rr,3/19/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,8.8,16.2,8.791777141,3.839027432,5582
1174,1,rr,3/20/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.6,0.9,0.51895378,0.276206509,5582
1175,1,rr,3/21/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.2,2.1,5.9,2.283572196,1.431888073,5582
1176,1,rr,3/22/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,2,4.5,7,4.374955213,1.125057783,5582
1177,1,rr,3/23/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.6,0.087782157,0.148869444,5582
1178,1,rr,3/24/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.5,0.012307417,0.065746551,5582
1179,1,rr,3/25/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.5,1.8,0.563167324,0.470952936,5582
1180,1,rr,3/26/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.7,3.8,0.999516302,0.913390471,5582
1181,1,rr,3/27/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.1,4.1,1.949229667,0.966367939,5582
1182,1,rr,3/28/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.3,4.3,2.262898603,0.922463136,5582
1183,1,rr,3/29/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,3.6,10.9,3.935919025,2.265758617,5582
1184,1,rr,3/30/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,3,4.1,2.926979577,0.712973548,5582
1185,1,rr,3/31/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,3.9,6.7,3.829451809,1.050836317,5582
1186,1,rr,4/1/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,3.5,0.435489072,0.805197194,5582
1187,1,rr,4/2/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,0.000412039,0.00640636,5582
1188,1,rr,4/3/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.6,0.001271946,0.020998926,5582
1189,1,rr,4/4/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.6,0.001612325,0.024990552,5582
1190,1,rr,4/5/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.5,2.3,0.56402723,0.558923099,5582
1191,1,rr,4/6/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.5,0.031404515,0.075323811,5582
1192,1,rr,4/7/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.9,6.9,2.72251881,2.499760224,5582
1193,1,rr,4/8/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.2,8.3,2.371981369,1.690817443,5582
1194,1,rr,4/9/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.2,2.8,1.132748119,0.565329549,5582
1195,1,rr,4/10/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,1.2,3.7,1.276728771,0.796125615,5582
1196,1,rr,4/11/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.5,1.8,0.567520602,0.571459008,5582
1197,1,rr,4/12/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.5,0.207362952,0.331861603,5582
1198,1,rr,4/13/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1,0.073754927,0.200100806,5582
1199,1,rr,4/14/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.3,0.001110713,0.016681903,5582
1200,1,rr,4/15/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,0.000573271,0.00755041,5582
1201,1,rr,4/16/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.9,0.002830527,0.042698943,5582
1202,1,rr,4/17/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.1,0.002669294,0.041883251,5582
1203,1,rr,4/18/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1204,1,rr,4/19/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,2.8,0.05716589,0.18570503,5582
1205,1,rr,4/20/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.3,1.9,4.5,2.04086349,0.803304526,5582
1206,1,rr,4/21/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,1.4,4.5,1.684037979,0.979509455,5582
1207,1,rr,4/22/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.4,2.1,0.506091007,0.539557396,5582
1208,1,rr,4/23/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.6,0.078591903,0.242549519,5582
1209,1,rr,4/24/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.4,1,0.361214618,0.29171593,5582
1210,1,rr,4/25/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.3,1,4.5,1.414080975,0.954476551,5582
1211,1,rr,4/26/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.7,1.8,0.687352204,0.384204119,5582
1212,1,rr,4/27/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,0.9,3.1,0.974776066,0.615645689,5582
1213,1,rr,4/28/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.6,0.056288069,0.194796256,5582
1214,1,rr,4/29/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,2.1,7.1,2.36501254,1.198688059,5582
1215,1,rr,4/30/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.6,1.9,0.56766392,0.362142715,5582
1216,1,rr,5/1/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,1.5,3.8,1.565424579,0.818445188,5582
1217,1,rr,5/2/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,3,0.231906127,0.60387679,5582
1218,1,rr,5/3/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,2,0.08006091,0.330845913,5582
1219,1,rr,5/4/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.8,0.22513436,0.239947005,5582
1220,1,rr,5/5/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.2,0.023163741,0.046359935,5582
1221,1,rr,5/6/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.8,2.8,0.839681118,0.359343164,5582
1222,1,rr,5/7/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.8,3,1.668362594,0.659506969,5582
1223,1,rr,5/8/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,3.2,5.1,7.7,5.018380509,0.714695134,5582
1224,1,rr,5/9/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.4,0.034288785,0.092407648,5582
1225,1,rr,5/10/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1226,1,rr,5/11/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1227,1,rr,5/12/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,2.7,8.2,14.8,8.155786456,2.703346526,5582
1228,1,rr,5/13/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,2.6,0.190469366,0.480177387,5582
1229,1,rr,5/14/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.6,0.017950555,0.086212542,5582
1230,1,rr,5/15/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1231,1,rr,5/16/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.4,0.043192404,0.111042616,5582
1232,1,rr,5/17/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.5,1.6,0.522232175,0.359430503,5582
1233,1,rr,5/18/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.7,2.1,0.697527768,0.413849533,5582
1234,1,rr,5/19/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1,2.4,0.930687925,0.552671536,5582
1235,1,rr,5/20/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.6,1,0.564242207,0.268585371,5582
1236,1,rr,5/21/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,6.5,13,6.443532784,3.053880408,5582
1237,1,rr,5/22/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.3,4.8,2.193676102,0.992596385,5582
1238,1,rr,5/23/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.2,2.2,5.9,2.377391616,1.137715471,5582
1239,1,rr,5/24/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.9,3.4,1.091759226,1.08578977,5582
1240,1,rr,5/25/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.3,0.020960229,0.056455117,5582
1241,1,rr,5/26/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.1,2.1,1.112665711,0.389090278,5582
1242,1,rr,5/27/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.9,0.258778216,0.506818738,5582
1243,1,rr,5/28/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.6,0.048871372,0.12891279,5582
1244,1,rr,5/29/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.4,0.04150842,0.090344162,5582
1245,1,rr,5/30/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.4,11.7,3.064313866,2.453689736,5582
1246,1,rr,5/31/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.7,0.154819061,0.278529095,5582
1247,1,rr,6/1/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.3,0.02156933,0.057858598,5582
1248,1,rr,6/2/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1249,1,rr,6/3/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2,4.8,1.959942673,0.99532532,5582
1250,1,rr,6/4/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,13,28.4,12.47787531,6.63597804,5582
1251,1,rr,6/5/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,4.3,16.6,4.699910426,3.356740991,5582
1252,1,rr,6/6/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2,3.6,1.712594052,0.889928984,5582
1253,1,rr,6/7/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,4.6,8.5,4.870745253,1.414881912,5582
1254,1,rr,6/8/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.2,3.8,1.929666786,1.106713172,5582
1255,1,rr,6/9/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.2,1.8,3.3,1.74833393,0.634113471,5582
1256,1,rr,6/10/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.5,2.1,5.9,2.271426012,1.160552764,5582
1257,1,rr,6/11/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,1.3,3.7,8.2,3.755732712,1.218437139,5582
1258,1,rr,6/12/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,2.7,6.2,2.831798638,0.918753405,5582
1259,1,rr,6/13/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,1.1,0.146649946,0.194141185,5582
1260,1,rr,6/14/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.1,0.120100322,0.302146874,5582
1261,1,rr,6/15/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.1,1.5,4.1,1.630580437,1.049231587,5582
1262,1,rr,6/16/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0.6,1.6,3.5,1.631673235,0.53540818,5582
1263,1,rr,6/17/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,3.8,0.45128986,0.870445447,5582
1264,1,rr,6/18/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.7,0.106950914,0.156899671,5582
1265,1,rr,6/19/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,3.8,5.6,12.4,6.129828019,1.586055276,5582
1266,1,rr,6/20/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,14.2,26.1,35,25.79872805,3.796612023,5582
1267,1,rr,6/21/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,10.9,20.8,40.2,22.09279828,7.264814711,5582
1268,1,rr,6/22/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,6.8,10.9,13.2,10.85417413,1.21740629,5582
1269,1,rr,6/23/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,4,6.8,15.2,7.214636331,1.900532947,5582
1270,1,rr,6/24/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,4.7,13.4,30.8,14.21540666,5.871982789,5582
1271,1,rr,6/25/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.9,3.2,1.038659979,0.64953737,5582
1272,1,rr,6/26/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,6.1,0.907183805,1.403354438,5582
1273,1,rr,6/27/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,5,15.8,5.728197779,2.942651453,5582
1274,1,rr,6/28/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,3.8,10.6,3.83169115,3.489756783,5582
1275,1,rr,6/29/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.8,4.2,1.7186134,0.970163757,5582
1276,1,rr,6/30/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.6,21.1,2.496327481,2.912647344,5582
1277,1,rr,7/1/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.6,0.062164099,0.1791242,5582
1278,1,rr,7/2/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.2,0.000806163,0.011870201,5582
1279,1,rr,7/3/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1280,1,rr,7/4/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.6,6.2,1.389985668,1.695972135,5582
1281,1,rr,7/5/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.7,0.210032247,0.230336025,5582
1282,1,rr,7/6/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1283,1,rr,7/7/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.4,2.7,1.459638123,0.647182704,5582
1284,1,rr,7/8/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.4,2.9,1.255804371,0.774465608,5582
1285,1,rr,7/9/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.1,0.000161233,0.004012498,5582
1286,1,rr,7/10/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1287,1,rr,7/11/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1288,1,rr,7/12/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.4,0.040272304,0.080900223,5582
1289,1,rr,7/13/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.9,0.001773558,0.029364779,5582
1290,1,rr,7/14/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,4,0.182443569,0.749039817,5582
1291,1,rr,7/15/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1292,1,rr,7/16/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.2,0.6,0.212629882,0.114899357,5582
1293,1,rr,7/17/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.6,0.037441777,0.111765064,5582
1294,1,rr,7/18/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.1,0.8,0.365872447,0.384418968,5582
1295,1,rr,7/19/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,1.9,0.225492655,0.499815841,5582
1296,1,rr,7/20/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,8.6,15.5,6.015424579,5.538494597,5582
1297,1,rr,7/21/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,1.8,5.1,1.779165174,0.662379787,5582
1298,1,rr,7/22/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.9,4.8,1.198799713,1.237760863,5582
1299,1,rr,7/23/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,5.5,9.3,4.567592261,3.083887979,5582
1300,1,rr,7/24/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0.8,0.10094948,0.176461551,5582
1301,1,rr,7/25/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,1.6,4.1,7.2,4.11929416,1.059482656,5582
1302,1,rr,7/26/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,6.9,12,17.9,11.89417771,2.17128731,5582
1303,1,rr,7/27/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.4,0.8,0.377194554,0.240537409,5582
1304,1,rr,7/28/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1305,1,rr,7/29/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
1306,1,rr,7/30/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0.8,0.8,0.431082049,0.387619103,5582
1307,1,rr,7/31/18 6:00,678.9593336,Dognnedbor v2.0,mm,1440,0,0,0,0,0,5582
