station_id,par,parameter_name,datetime,value,unit
Malselvfossen,discharge,Vannforing,2015-01-01T11:00:00Z,56.55856017505471,m³/s
Malselvfossen,discharge,Vannforing,2015-01-02T11:00:00Z,53.745497592997815,m³/s
Malselvfossen,discharge,Vannforing,2015-01-03T11:00:00Z,52.64772603938731,m³/s
Malselvfossen,discharge,Vannforing,2015-01-04T11:00:00Z,51.54993610503281,m³/s
Malselvfossen,discharge,Vannforing,2015-01-05T11:00:00Z,50.45788096280087,m³/s
Malselvfossen,discharge,Vannforing,2015-01-06T11:00:00Z,49.36009102844639,m³/s
Malselvfossen,discharge,Vannforing,2015-01-07T11:00:00Z,48.262319474835884,m³/s
Malselvfossen,discharge,Vannforing,2015-01-08T11:00:00Z,47.16452954048139,m³/s
Malselvfossen,discharge,Vannforing,2015-01-09T11:00:00Z,46.0667579868709,m³/s
Malselvfossen,discharge,Vannforing,2015-01-10T11:00:00Z,44.97468446389497,m³/s
Malselvfossen,discharge,Vannforing,2015-01-11T11:00:00Z,43.87689452954048,m³/s
Malselvfossen,discharge,Vannforing,2015-01-12T11:00:00Z,42.77912297592997,m³/s
Malselvfossen,discharge,Vannforing,2015-01-13T11:00:00Z,42.06442450765864,m³/s
Malselvfossen,discharge,Vannforing,2015-01-14T11:00:00Z,41.10958161925602,m³/s
Malselvfossen,discharge,Vannforing,2015-01-15T11:00:00Z,40.452065645514224,m³/s
Malselvfossen,discharge,Vannforing,2015-01-16T11:00:00Z,39.67446827133479,m³/s
Malselvfossen,discharge,Vannforing,2015-01-17T11:00:00Z,39.67446827133479,m³/s
Malselvfossen,discharge,Vannforing,2015-01-18T11:00:00Z,39.079832822757105,m³/s
Malselvfossen,discharge,Vannforing,2015-01-19T11:00:00Z,38.60527877461706,m³/s
Malselvfossen,discharge,Vannforing,2015-01-20T11:00:00Z,37.25591159737417,m³/s
Malselvfossen,discharge,Vannforing,2015-01-21T11:00:00Z,36.569813566739604,m³/s
Malselvfossen,discharge,Vannforing,2015-01-22T11:00:00Z,35.69501881838074,m³/s
Malselvfossen,discharge,Vannforing,2015-01-23T11:00:00Z,35.44344157549234,m³/s
Malselvfossen,discharge,Vannforing,2015-01-24T11:00:00Z,35.380542669584244,m³/s
Malselvfossen,discharge,Vannforing,2015-01-25T11:00:00Z,34.44286739606127,m³/s
Malselvfossen,discharge,Vannforing,2015-01-26T11:00:00Z,34.56864682713348,m³/s
Malselvfossen,discharge,Vannforing,2015-01-27T11:00:00Z,34.19700656455142,m³/s
Malselvfossen,discharge,Vannforing,2015-01-28T11:00:00Z,33.63095317286652,m³/s
Malselvfossen,discharge,Vannforing,2015-01-29T11:00:00Z,33.69385207877462,m³/s
Malselvfossen,discharge,Vannforing,2015-01-30T11:00:00Z,33.00773566739606,m³/s
Malselvfossen,discharge,Vannforing,2015-01-31T11:00:00Z,32.3845181619256,m³/s
Malselvfossen,discharge,Vannforing,2015-02-01T11:00:00Z,32.63609540481401,m³/s
Malselvfossen,discharge,Vannforing,2015-02-02T11:00:00Z,32.69327789934354,m³/s
Malselvfossen,discharge,Vannforing,2015-02-03T11:00:00Z,32.321637636761494,m³/s
Malselvfossen,discharge,Vannforing,2015-02-04T11:00:00Z,31.881363676148798,m³/s
Malselvfossen,discharge,Vannforing,2015-02-05T11:00:00Z,31.38394398249453,m³/s
Malselvfossen,discharge,Vannforing,2015-02-06T11:00:00Z,32.6989943107221,m³/s
Malselvfossen,discharge,Vannforing,2015-02-07T11:00:00Z,32.93342231947483,m³/s
Malselvfossen,discharge,Vannforing,2015-02-08T11:00:00Z,33.711001312910284,m³/s
Malselvfossen,discharge,Vannforing,2015-02-09T11:00:00Z,33.590938293216624,m³/s
Malselvfossen,discharge,Vannforing,2015-02-10T11:00:00Z,34.9059886214442,m³/s
Malselvfossen,discharge,Vannforing,2015-02-11T11:00:00Z,34.963171115973736,m³/s
Malselvfossen,discharge,Vannforing,2015-02-12T11:00:00Z,35.563504595186,m³/s
