,station_id,station_name,parameter,parameter_name,parameter_name_eng,method,datetime,value,unit,correction,quality
38,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-08 11:00:00+00:00,7.012519,m³/s,0,3
39,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-09 11:00:00+00:00,6.705732,m³/s,0,3
40,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-10 11:00:00+00:00,6.471017,m³/s,0,3
41,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-11 11:00:00+00:00,6.396116,m³/s,0,3
42,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-12 11:00:00+00:00,6.497649,m³/s,0,3
43,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-13 11:00:00+00:00,6.719916,m³/s,0,3
44,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-14 11:00:00+00:00,7.116364,m³/s,0,3
45,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-15 11:00:00+00:00,7.236062,m³/s,0,3
46,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-16 11:00:00+00:00,7.308615,m³/s,0,3
47,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-17 11:00:00+00:00,7.531746,m³/s,0,3
48,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-18 11:00:00+00:00,8.515156,m³/s,0,3
49,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-19 11:00:00+00:00,11.94854,m³/s,0,3
50,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-20 11:00:00+00:00,16.68108,m³/s,0,3
51,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-21 11:00:00+00:00,16.44799,m³/s,0,3
52,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-22 11:00:00+00:00,14.03881,m³/s,0,3
53,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-23 11:00:00+00:00,14.5432,m³/s,0,3
54,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-24 11:00:00+00:00,17.29949,m³/s,0,3
55,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-25 11:00:00+00:00,21.26065,m³/s,0,3
56,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-26 11:00:00+00:00,21.10871,m³/s,0,3
57,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-27 11:00:00+00:00,29.33358,m³/s,0,3
58,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-02-28 11:00:00+00:00,28.05277,m³/s,0,3
59,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-01 11:00:00+00:00,38.98279,m³/s,0,3
60,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-02 11:00:00+00:00,41.59062,m³/s,0,3
61,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-03 11:00:00+00:00,29.98787,m³/s,0,3
62,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-04 11:00:00+00:00,24.03973,m³/s,0,3
63,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-05 11:00:00+00:00,20.90527,m³/s,0,3
64,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-06 11:00:00+00:00,18.2407,m³/s,0,3
65,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-07 11:00:00+00:00,16.02397,m³/s,0,3
66,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-08 11:00:00+00:00,16.29845,m³/s,0,3
67,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-09 11:00:00+00:00,19.51948,m³/s,0,3
68,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-10 11:00:00+00:00,17.42489,m³/s,0,3
69,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-11 11:00:00+00:00,15.80521,m³/s,0,3
70,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-12 11:00:00+00:00,14.57375,m³/s,0,3
71,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-13 11:00:00+00:00,13.05643,m³/s,0,3
72,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-14 11:00:00+00:00,11.81469,m³/s,0,3
73,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-15 11:00:00+00:00,10.83138,m³/s,0,3
74,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-16 11:00:00+00:00,10.06982,m³/s,0,3
75,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-17 11:00:00+00:00,9.532259,m³/s,0,3
76,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-18 11:00:00+00:00,9.361719,m³/s,0,3
77,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-19 11:00:00+00:00,9.707624,m³/s,0,3
78,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-20 11:00:00+00:00,9.821874,m³/s,0,3
79,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-21 11:00:00+00:00,10.16628,m³/s,0,3
80,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-22 11:00:00+00:00,10.34818,m³/s,0,3
81,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-23 11:00:00+00:00,10.11704,m³/s,0,3
82,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-24 11:00:00+00:00,9.62493,m³/s,0,3
83,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-25 11:00:00+00:00,9.381685,m³/s,0,3
84,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-26 11:00:00+00:00,9.979108,m³/s,0,3
85,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-27 11:00:00+00:00,10.29458,m³/s,0,3
86,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-28 11:00:00+00:00,10.32139,m³/s,0,3
87,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-29 11:00:00+00:00,12.81239,m³/s,0,3
88,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-30 11:00:00+00:00,17.12013,m³/s,0,3
89,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-03-31 11:00:00+00:00,18.83179,m³/s,0,3
90,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-01 11:00:00+00:00,17.08747,m³/s,0,3
91,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-02 11:00:00+00:00,15.23402,m³/s,0,3
92,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-03 11:00:00+00:00,13.64134,m³/s,0,3
93,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-04 11:00:00+00:00,12.5076,m³/s,0,3
94,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-05 11:00:00+00:00,11.59081,m³/s,0,3
95,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-06 11:00:00+00:00,10.89189,m³/s,0,3
96,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-07 11:00:00+00:00,10.63642,m³/s,0,3
97,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-08 11:00:00+00:00,10.96333,m³/s,0,3
98,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-09 11:00:00+00:00,10.94844,m³/s,0,3
99,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-10 11:00:00+00:00,10.35962,m³/s,0,3
100,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-11 11:00:00+00:00,9.665812,m³/s,0,3
101,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-12 11:00:00+00:00,9.163157,m³/s,0,3
102,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-13 11:00:00+00:00,8.675994,m³/s,0,3
103,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-14 11:00:00+00:00,8.256111,m³/s,0,3
104,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-15 11:00:00+00:00,7.983089,m³/s,0,3
105,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-16 11:00:00+00:00,7.737674,m³/s,0,3
106,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-17 11:00:00+00:00,7.246857,m³/s,0,3
107,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-18 11:00:00+00:00,6.725784,m³/s,0,3
108,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-19 11:00:00+00:00,5.937403,m³/s,0,3
109,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-20 11:00:00+00:00,5.852866,m³/s,0,3
110,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-21 11:00:00+00:00,5.759295,m³/s,0,3
111,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-22 11:00:00+00:00,5.648967,m³/s,0,3
112,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-23 11:00:00+00:00,5.510249,m³/s,0,3
113,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-24 11:00:00+00:00,5.171247,m³/s,0,3
114,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-25 11:00:00+00:00,4.79181,m³/s,0,3
115,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-26 11:00:00+00:00,4.729723,m³/s,0,3
116,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-27 11:00:00+00:00,4.449961,m³/s,0,3
117,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-28 11:00:00+00:00,4.186227,m³/s,0,3
118,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-29 11:00:00+00:00,3.987819,m³/s,0,3
119,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-04-30 11:00:00+00:00,3.984273,m³/s,0,3
120,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-01 11:00:00+00:00,4.00125,m³/s,0,3
121,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-02 11:00:00+00:00,3.975609,m³/s,0,3
122,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-03 11:00:00+00:00,3.918674,m³/s,0,3
123,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-04 11:00:00+00:00,4.224678,m³/s,0,3
124,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-05 11:00:00+00:00,6.485633,m³/s,0,3
125,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-06 11:00:00+00:00,26.17603,m³/s,0,3
126,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-07 11:00:00+00:00,23.88467,m³/s,0,3
127,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-08 11:00:00+00:00,18.22877,m³/s,0,3
128,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-09 11:00:00+00:00,14.12468,m³/s,0,3
129,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-10 11:00:00+00:00,12.39661,m³/s,0,3
130,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-11 11:00:00+00:00,11.19695,m³/s,0,3
131,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-12 11:00:00+00:00,10.23985,m³/s,0,3
132,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-13 11:00:00+00:00,9.301429,m³/s,0,3
133,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-14 11:00:00+00:00,8.376601,m³/s,0,3
134,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-15 11:00:00+00:00,7.515738,m³/s,0,3
135,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-16 11:00:00+00:00,6.692548,m³/s,0,3
136,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-17 11:00:00+00:00,6.160955,m³/s,0,3
137,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-18 11:00:00+00:00,5.663225,m³/s,0,3
138,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-19 11:00:00+00:00,8.521039,m³/s,0,3
139,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-20 11:00:00+00:00,13.31242,m³/s,0,3
140,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-21 11:00:00+00:00,12.79897,m³/s,0,3
141,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-22 11:00:00+00:00,10.89581,m³/s,0,3
142,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-23 11:00:00+00:00,9.372166,m³/s,0,3
143,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-24 11:00:00+00:00,8.32902,m³/s,0,3
144,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-25 11:00:00+00:00,7.813873,m³/s,0,3
145,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-26 11:00:00+00:00,7.291575,m³/s,0,3
146,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-27 11:00:00+00:00,6.710429,m³/s,0,3
147,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-28 11:00:00+00:00,6.291017,m³/s,0,3
148,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-29 11:00:00+00:00,6.646663,m³/s,0,3
149,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-30 11:00:00+00:00,7.051583,m³/s,0,3
150,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-05-31 11:00:00+00:00,7.568241,m³/s,0,3
151,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-01 11:00:00+00:00,8.18952,m³/s,0,3
152,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-02 11:00:00+00:00,15.67962,m³/s,0,3
153,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-03 11:00:00+00:00,36.04468,m³/s,0,3
154,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-04 11:00:00+00:00,29.38974,m³/s,0,3
155,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-05 11:00:00+00:00,24.22182,m³/s,0,3
156,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-06 11:00:00+00:00,20.88622,m³/s,0,3
157,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-07 11:00:00+00:00,21.91655,m³/s,0,3
158,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-08 11:00:00+00:00,17.69561,m³/s,0,3
159,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-09 11:00:00+00:00,15.64863,m³/s,0,3
160,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-10 11:00:00+00:00,14.80415,m³/s,0,3
161,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-11 11:00:00+00:00,13.51036,m³/s,0,3
162,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-12 11:00:00+00:00,12.05483,m³/s,0,3
163,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-13 11:00:00+00:00,9.474773,m³/s,0,3
164,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-14 11:00:00+00:00,7.2064,m³/s,0,3
165,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-15 11:00:00+00:00,4.484936,m³/s,0,3
166,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-16 11:00:00+00:00,4.029128,m³/s,0,3
167,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-17 11:00:00+00:00,4.475183,m³/s,0,3
168,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-18 11:00:00+00:00,5.574933,m³/s,0,3
169,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-19 11:00:00+00:00,5.506006,m³/s,0,3
170,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-20 11:00:00+00:00,5.335127,m³/s,0,3
171,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-21 11:00:00+00:00,5.005283,m³/s,0,3
172,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-22 11:00:00+00:00,4.704224,m³/s,0,3
173,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-23 11:00:00+00:00,4.516075,m³/s,0,3
174,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-24 11:00:00+00:00,4.388731,m³/s,0,3
175,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-25 11:00:00+00:00,4.183275,m³/s,0,3
176,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-26 11:00:00+00:00,3.584825,m³/s,0,3
177,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-27 11:00:00+00:00,3.350065,m³/s,0,3
178,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-28 11:00:00+00:00,3.414662,m³/s,0,3
179,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-29 11:00:00+00:00,3.476313,m³/s,0,3
180,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-06-30 11:00:00+00:00,3.475753,m³/s,0,3
181,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-01 11:00:00+00:00,3.419483,m³/s,0,3
182,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-02 11:00:00+00:00,3.353093,m³/s,0,3
183,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-03 11:00:00+00:00,3.297554,m³/s,0,3
184,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-04 11:00:00+00:00,3.237868,m³/s,0,3
185,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-05 11:00:00+00:00,3.192591,m³/s,0,3
186,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-06 11:00:00+00:00,3.371938,m³/s,0,3
187,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-07 11:00:00+00:00,3.308192,m³/s,0,3
188,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-08 11:00:00+00:00,3.373263,m³/s,0,3
189,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-09 11:00:00+00:00,3.704249,m³/s,0,3
190,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-10 11:00:00+00:00,3.612507,m³/s,0,3
191,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-11 11:00:00+00:00,3.354441,m³/s,0,3
192,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-12 11:00:00+00:00,3.245964,m³/s,0,3
193,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-13 11:00:00+00:00,3.174909,m³/s,0,3
194,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-14 11:00:00+00:00,2.540615,m³/s,0,3
195,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-15 11:00:00+00:00,2.464275,m³/s,0,3
196,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-16 11:00:00+00:00,2.51598,m³/s,0,3
197,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-17 11:00:00+00:00,2.468185,m³/s,0,3
198,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-18 11:00:00+00:00,2.43522,m³/s,0,3
199,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-19 11:00:00+00:00,2.356878,m³/s,0,3
200,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-20 11:00:00+00:00,2.338208,m³/s,0,3
201,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-21 11:00:00+00:00,2.350805,m³/s,0,3
202,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-22 11:00:00+00:00,2.348375,m³/s,0,3
203,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-23 11:00:00+00:00,2.296812,m³/s,0,3
204,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-24 11:00:00+00:00,2.208579,m³/s,0,3
205,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-25 11:00:00+00:00,2.163728,m³/s,0,3
206,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-26 11:00:00+00:00,2.581158,m³/s,0,3
207,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-27 11:00:00+00:00,2.375833,m³/s,0,3
208,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-28 11:00:00+00:00,2.311208,m³/s,0,3
209,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-29 11:00:00+00:00,3.910215,m³/s,0,3
210,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-30 11:00:00+00:00,8.000251,m³/s,0,3
211,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-07-31 11:00:00+00:00,9.32811,m³/s,0,3
212,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-08-01 11:00:00+00:00,7.52051,m³/s,0,3
213,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-08-02 11:00:00+00:00,4.835637,m³/s,0,3
214,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-08-03 11:00:00+00:00,4.206146,m³/s,0,3
215,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-08-04 11:00:00+00:00,4.195397,m³/s,0,3
216,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-08-05 11:00:00+00:00,5.377434,m³/s,0,3
217,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-08-06 11:00:00+00:00,6.046778,m³/s,0,3
218,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-08-07 11:00:00+00:00,5.956526,m³/s,0,3
219,18.4.0,Lundevann,1001,Vannforing,Discharge,Mean,2015-08-08 11:00:00+00:00,5.48932,m³/s,0,3
