datetime,FDOM,Conductivity,pH,T_water,Turbidity
2018-01-01,11.065416666666666,4.930958333333334,7.453875,0.005750000000000001,
2018-01-02,10.9825,5.267291666666666,7.446124999999999,0.006166666666666667,
2018-01-03,10.799999999999999,5.097291666666667,7.432291666666667,0.005625000000000001,
2018-01-04,10.571666666666667,5.21975,7.435583333333334,0.004958333333333334,
2018-01-05,10.526666666666666,4.797,7.442166666666666,0.004083333333333334,
2018-01-06,10.440833333333332,4.641958333333333,7.42175,0.003875,
2018-01-07,10.389166666666666,4.72325,7.421333333333333,0.005333333333333333,
2018-01-08,10.32625,4.639208333333333,7.424458333333334,0.0053750000000000004,
2018-01-09,10.352083333333333,4.469291666666667,7.437458333333333,0.005125,
2018-01-10,10.414583333333333,4.4660416666666665,7.4472916666666675,0.0043749999999999995,
2018-01-11,10.299583333333333,4.3682083333333335,7.4405833333333335,0.0053750000000000004,
2018-01-12,10.47375,4.531666666666666,7.4285,0.005166666666666667,
2018-01-13,10.53375,4.526375,7.437875000000001,0.005750000000000001,
2018-01-14,10.506666666666666,4.5257499999999995,7.4415000000000004,0.004083333333333334,
2018-01-15,10.542916666666667,4.650916666666666,7.421083333333333,0.00475,
2018-01-16,10.65875,4.831708333333333,7.422250000000001,0.004625,
2018-01-17,10.517083333333334,4.9195416666666665,7.503208333333333,0.0037916666666666667,
2018-01-18,10.52125,4.685583333333334,7.506875,0.005166666666666667,
2018-01-19,10.535416666666666,4.463958333333333,7.473916666666667,0.004125,
2018-01-20,10.508333333333333,4.470625,7.4439166666666665,0.004416666666666667,
2018-01-21,10.383750000000001,4.548125,7.414416666666667,0.004166666666666667,
2018-01-22,10.279583333333333,4.497833333333333,7.392041666666667,0.004083333333333334,
2018-01-23,10.17375,4.5408333333333335,7.3845,0.004916666666666667,
2018-01-24,10.085833333333333,4.553624999999999,7.379625,0.004458333333333333,
2018-01-25,10.112083333333333,4.431791666666666,7.387208333333334,0.0040416666666666665,
2018-01-26,10.161666666666667,4.559166666666667,7.39,0.0045,
2018-01-27,10.07625,4.591875,7.396958333333333,0.0033333333333333335,
2018-01-28,9.991249999999999,4.511083333333334,7.387083333333333,0.003958333333333334,
2018-01-29,10.012916666666667,4.5575,7.373166666666666,0.003958333333333334,
2018-01-30,10.04875,4.6894583333333335,7.362291666666667,0.004458333333333333,
2018-01-31,10.068333333333333,4.6790416666666665,7.356875,0.003375,
2018-02-01,10.106250000000001,4.506666666666667,7.356875,0.004416666666666667,
2018-02-02,10.150416666666667,4.468083333333333,7.353208333333334,0.0045,
2018-02-03,10.198333333333334,4.509875,7.355125,0.0036666666666666666,
2018-02-04,10.206249999999999,4.461666666666667,7.356208333333334,0.0035,
2018-02-05,10.300833333333333,4.396916666666667,7.351708333333334,0.004166666666666667,
2018-02-06,10.255833333333333,4.388208333333334,7.344916666666666,0.003833333333333333,
2018-02-07,10.266666666666667,4.3661666666666665,7.346708333333333,0.004083333333333334,
2018-02-08,10.2575,4.421333333333333,7.340708333333333,0.0047083333333333335,
2018-02-09,10.17875,4.415291666666667,7.35175,0.0037916666666666667,
2018-02-10,10.241249999999999,4.403208333333333,7.360083333333333,0.0035,
2018-02-11,10.19,4.4050416666666665,7.365291666666667,0.0036666666666666666,
2018-02-12,10.14375,4.483416666666667,7.364916666666667,0.003958333333333334,
2018-02-13,10.204166666666667,4.481958333333333,7.348083333333334,0.00475,
2018-02-14,10.127916666666666,4.367708333333334,7.3624583333333335,0.004083333333333334,
2018-02-15,10.129166666666666,4.3241249999999996,7.36325,0.005541666666666667,
2018-02-16,10.185833333333333,4.300958333333333,7.3585416666666665,0.004875,
2018-02-17,10.227500000000001,4.329583333333333,7.352166666666666,0.004291666666666667,
2018-02-18,10.126666666666667,4.34075,7.352,0.004,
2018-02-19,10.120416666666666,4.332208333333333,7.346416666666666,0.004333333333333333,
2018-02-20,10.107916666666666,4.349208333333333,7.343708333333333,0.0043749999999999995,
2018-02-21,9.99875,4.314666666666667,7.34275,0.004625,
2018-02-22,9.875833333333334,4.239375,7.347333333333334,0.004791666666666667,
2018-02-23,9.928749999999999,4.115291666666667,7.342666666666666,0.003875,
2018-02-24,9.869166666666667,4.090541666666667,7.3397499999999996,0.0040416666666666665,
2018-02-25,9.934583333333334,4.136375,7.3364166666666675,0.004291666666666667,
2018-02-26,9.90375,4.070458333333334,7.338875000000001,0.003875,
2018-02-27,9.693333333333333,4.178083333333333,7.348166666666667,0.0036666666666666666,
2018-02-28,9.805833333333334,4.10375,7.340916666666666,0.004291666666666667,
2018-03-01,9.690833333333332,4.052208333333334,7.343166666666666,0.004541666666666667,
2018-03-02,9.792083333333332,3.974833333333333,7.349166666666666,0.00475,
2018-03-03,9.607916666666666,3.9932916666666665,7.354291666666668,0.004416666666666667,
2018-03-04,9.639166666666666,3.9452916666666664,7.359875,0.005416666666666667,
2018-03-05,9.6575,3.9345,7.3613333333333335,0.004583333333333333,
2018-03-06,9.72125,4.080625,7.361999999999999,0.004666666666666667,
2018-03-07,9.612916666666667,3.9603750000000004,7.368291666666667,0.004541666666666667,
2018-03-08,9.747916666666667,4.030083333333333,7.3678333333333335,0.00475,
2018-03-09,9.768749999999999,4.106208333333334,7.363333333333333,0.004791666666666667,
2018-03-10,9.810416666666667,4.044375,7.361833333333333,0.004541666666666667,
2018-03-11,9.795,4.140458333333333,7.366,0.0045,
2018-03-12,9.764999999999999,4.12325,7.3722916666666665,0.005583333333333333,
2018-03-13,9.647499999999999,4.001625,7.363333333333333,0.005083333333333333,
2018-03-14,9.63125,3.9946249999999996,7.350874999999999,0.0047083333333333335,
