Date	WetSnow	DrySnow	BareGround
20140920	0.365	0.4363	0.9405
20140921	0.335	0.3151	51.21
20140922	0.3328	0.3001	64.44
20140923	0.32	0.2706	70.53
20140924	0.3117	0.2706	71.89
20140925	0.3117	0.2706	71.92
20140926	0.3117	0.2706	71.92
20140927	0.3111	0.2661	72.42
20140928	0.2933	0.2529	80.0
20140929	0.2889	0.2529	80.08
20140930	0.2846	0.2367	82.95
20141001	0.2102	0.2142	83.21
20141002	0.2071	0.2087	84.82
20141003	0.1773	0.1933	88.69
20141004	15.68	0.05895	79.68
20141005	17.16	1.059	78.56
20141006	7.827	0.5398	90.5
20141007	7.022	0.5283	91.43
20141008	6.373	0.4053	92.35
20141009	5.946	0.3681	92.88
20141010	4.729	0.2936	94.31
20141011	4.415	0.2574	94.7
20141012	4.022	0.2316	95.16
20141013	4.014	0.2316	95.15
20141014	4.014	0.2316	95.08
20141015	3.937	0.2234	95.18
20141016	3.754	0.2226	95.18
20141017	12.67	7.058	78.47
20141018	12.54	6.876	78.49
20141019	12.03	5.965	79.8
20141020	11.67	5.696	80.4
20141021	11.51	5.59	79.33
20141022	10.65	5.164	80.24
20141023	10.52	5.152	76.09
20141024	10.04	5.014	76.61
20141025	10.04	5.014	76.46
20141026	9.987	5.013	75.37
20141027	10.09	5.058	74.63
20141028	9.518	4.305	74.57
20141029	9.087	4.051	72.53
20141030	8.854	3.955	71.72
20141031	8.65	15.49	66.02
20141101	8.586	15.48	65.74
20141102	7.722	15.24	60.81
20141103	10.03	20.09	54.8
20141104	9.631	19.93	53.13
20141105	9.62	19.8	53.6
20141106	9.62	19.8	53.6
20141107	38.59	15.1	33.72
20141108	38.59	15.08	33.64
20141109	39.22	14.96	32.7
20141110	42.89	13.79	27.85
20141111	42.58	11.7	25.15
20141112	42.58	11.6	25.06
20141113	42.37	11.45	23.53
20141114	44.47	10.46	22.09
20141115	44.15	10.04	19.77
20141116	41.57	0.4072	0.06804
20141117	41.57	0.3104	0.0
